COUNT;HORN RULES (filtered)
3/3;musiker & kvinne ---> FALSE
2/3;frisør & kvinne ---> FALSE
2/3;kvinne & eldre enn 60 ---> FALSE
2/3;Oslo & Asia & kvinne ---> FALSE
2/3;kvinne & advokat ---> FALSE
2/3;kvinne & elektriker ---> FALSE
1/3;Bergen & kvinne ---> sykepleier
1/3;Bodø & kvinne ---> mellom 40 og 50
1/3;Bodø & kvinne ---> modell
1/3;Oslo ---> mann
1/3;mellom 20 og 30 & kvinne ---> Sør Amerika
1/3;mellom 20 og 30 & kvinne ---> modell
1/3;Ålesund & Afrika & mann ---> elektriker
1/3;Ålesund & Afrika & mann ---> mellom 50 og 60
1/3;mann & modell ---> FALSE
1/3;psykolog & Trondheim & mellom 30 og 40 & Nord Amerika & kvinne ---> FALSE
1/3;sykepleier & mellom 30 og 40 & Europa & mann ---> FALSE
1/3;yngre enn 20 & kvinne ---> FALSE
1/3;Ålesund & Nord Amerika & kvinne & rørlegger ---> FALSE
1/3;Ålesund & mellom 30 og 40 & Australia & kvinne ---> FALSE
1/3;Kristiansand & Sør Amerika & mann ---> mellom 50 og 60
1/3;Oslo ---> kvinne
1/3;frisør ---> mann
1/3;kvinne & rørlegger ---> Afrika
1/3;kvinne & rørlegger ---> mellom 50 og 60
1/3;yngre enn 20 & kvinne ---> Australia
1/3;yngre enn 20 & kvinne ---> Trondheim
1/3;yngre enn 20 & kvinne ---> modell
1/3;Bergen & mellom 30 og 40 ---> FALSE
1/3;Trondheim & Australia & kvinne & mellom 40 og 50 ---> FALSE
1/3;psykolog & Stavanger & Nord Amerika & mann ---> FALSE
1/3;Ålesund & Afrika & mellom 50 og 60 ---> FALSE
1/3;Bergen & Sør Amerika & mann ---> yngre enn 20
1/3;Europa & mann ---> advokat
1/3;psykolog & kvinne & mellom 40 og 50 ---> Afrika
1/3;psykolog & kvinne & mellom 40 og 50 ---> Kristiansand
1/3;yngre enn 20 & Kristiansand ---> Afrika
1/3;yngre enn 20 & Kristiansand ---> kvinne
1/3;yngre enn 20 & Kristiansand ---> modell
1/3;Bodø & kvinne & mellom 40 og 50 ---> FALSE
1/3;kvinne & mellom 40 og 50 & rørlegger ---> FALSE
1/3;mellom 20 og 30 & Trondheim & Afrika & kvinne ---> FALSE
1/3;psykolog & mellom 30 og 40 & Afrika & kvinne ---> FALSE
