COUNT;HORN RULES (filtered)
3/3;kvinne & advokat ---> FALSE
3/3;kvinne & elektriker ---> FALSE
3/3;kvinne & rørlegger ---> FALSE
3/3;mann & modell ---> FALSE
3/3;musiker & kvinne ---> FALSE
3/3;psykolog & kvinne ---> FALSE
2/3;frisør & Sør Amerika & mann ---> FALSE
1/3;Bodø & eldre enn 60 ---> Australia
1/3;Bodø & eldre enn 60 ---> kvinne
1/3;Bodø & eldre enn 60 ---> modell
1/3;Stavanger ---> Nord Amerika
1/3;yngre enn 20 & kvinne ---> Australia
1/3;yngre enn 20 & kvinne ---> sykepleier
1/3;yngre enn 20 & kvinne ---> Ålesund
1/3;Tromsø & Sør Amerika & kvinne ---> FALSE
1/3;frisør & Asia & mann & mellom 50 og 60 ---> FALSE
1/3;frisør & Europa & mann ---> FALSE
1/3;mellom 20 og 30 & sykepleier & Kristiansand & Sør Amerika & mann ---> FALSE
1/3;sykepleier & Asia & mann ---> FALSE
1/3;sykepleier & Oslo & Europa & mann & mellom 50 og 60 ---> FALSE
1/3;yngre enn 20 & frisør & Bodø & Afrika & mann ---> FALSE
1/3;mellom 20 og 30 & kvinne ---> Europa
1/3;mellom 20 og 30 & kvinne ---> modell
1/3;sykepleier & eldre enn 60 ---> mann
1/3;Bodø & Afrika & kvinne ---> FALSE
1/3;sykepleier & Kristiansand & kvinne & mellom 50 og 60 ---> FALSE
1/3;sykepleier & mann & mellom 40 og 50 ---> FALSE
1/3;Kristiansand & Sør Amerika & kvinne & eldre enn 60 ---> sykepleier
1/3;frisør & Bodø ---> mann
1/3;frisør & Bodø ---> mellom 50 og 60
1/3;sykepleier & mann ---> Oslo
1/3;sykepleier & mann ---> mellom 50 og 60
1/3;frisør & mellom 30 og 40 & Nord Amerika & mann ---> FALSE
1/3;frisør & mellom 30 og 40 & Tromsø & Asia & mann ---> FALSE
1/3;yngre enn 20 & frisør & Trondheim & kvinne ---> FALSE
