COUNT;HORN RULES (filtered)
2/2;kvinne & advokat ---> FALSE
2/2;kvinne & elektriker ---> FALSE
2/2;kvinne & rørlegger ---> FALSE
2/2;mann & modell ---> FALSE
2/2;musiker & kvinne ---> FALSE
2/2;psykolog & kvinne ---> FALSE
2/2;sykepleier & kvinne ---> FALSE
1/2;Asia & kvinne & eldre enn 60 ---> Oslo
1/2;Asia & kvinne & eldre enn 60 ---> modell
1/2;Australia & kvinne & mellom 50 og 60 ---> frisør
1/2;Australia & kvinne & mellom 50 og 60 ---> Ålesund
1/2;Bodø & kvinne & mellom 40 og 50 ---> frisør
1/2;Europa & kvinne & mellom 50 og 60 ---> frisør
1/2;Stavanger & Sør Amerika & kvinne & mellom 40 og 50 ---> frisør
1/2;Trondheim & Nord Amerika & kvinne ---> eldre enn 60
1/2;Trondheim & Nord Amerika & kvinne ---> frisør
1/2;yngre enn 20 & Europa ---> mann
1/2;yngre enn 20 & Europa ---> psykolog
1/2;Ålesund & kvinne & mellom 50 og 60 ---> Australia
1/2;Ålesund & kvinne & mellom 50 og 60 ---> frisør
1/2;Bodø & Nord Amerika & kvinne ---> FALSE
1/2;Kristiansand & mellom 30 og 40 & Sør Amerika & kvinne ---> FALSE
1/2;Trondheim & Afrika & kvinne & mellom 50 og 60 ---> FALSE
1/2;Trondheim & Australia & kvinne & mellom 40 og 50 ---> FALSE
1/2;frisør & Kristiansand & Asia & mann & mellom 40 og 50 ---> FALSE
1/2;mellom 20 og 30 & Australia & kvinne ---> FALSE
1/2;mellom 20 og 30 & Ålesund & Nord Amerika & kvinne ---> FALSE
1/2;yngre enn 20 & Tromsø & Asia & kvinne ---> FALSE
1/2;yngre enn 20 & frisør & Bodø & Afrika & mann ---> FALSE
1/2;Ålesund & Afrika & kvinne ---> FALSE
1/2;Asia & eldre enn 60 ---> Trondheim
1/2;Asia & eldre enn 60 ---> frisør
1/2;Asia & eldre enn 60 ---> kvinne
1/2;Asia & kvinne & mellom 50 og 60 ---> modell
1/2;Bergen & mellom 30 og 40 & kvinne ---> Australia
1/2;Bergen & mellom 30 og 40 & kvinne ---> frisør
1/2;Kristiansand & Afrika ---> elektriker
1/2;Kristiansand & Afrika ---> mann
1/2;Kristiansand & Afrika ---> yngre enn 20
1/2;Oslo & Australia & kvinne ---> frisør
1/2;Oslo & Australia & kvinne ---> yngre enn 20
1/2;Stavanger & Asia & kvinne ---> frisør
1/2;Stavanger & Asia & kvinne ---> yngre enn 20
1/2;Stavanger & mellom 30 og 40 & Australia & kvinne ---> modell
1/2;mellom 20 og 30 & Ålesund & kvinne ---> Nord Amerika
1/2;mellom 20 og 30 & Ålesund & kvinne ---> modell
1/2;mellom 30 og 40 & Nord Amerika & kvinne ---> frisør
1/2;mellom 30 og 40 & Nord Amerika & kvinne ---> Ålesund
1/2;Ålesund & Asia & kvinne & mellom 40 og 50 ---> modell
1/2;Ålesund & Australia & kvinne ---> mellom 30 og 40
1/2;Ålesund & Australia & kvinne ---> modell
1/2;Ålesund & Sør Amerika & kvinne ---> frisør
1/2;Ålesund & Sør Amerika & kvinne ---> mellom 40 og 50
1/2;Stavanger & kvinne & mellom 40 og 50 ---> FALSE
1/2;frisør & Afrika & mann ---> FALSE
1/2;frisør & Australia & mann ---> FALSE
1/2;frisør & Europa & mann ---> FALSE
1/2;frisør & Kristiansand & mellom 30 og 40 & mann ---> FALSE
1/2;frisør & Oslo & mann & mellom 40 og 50 ---> FALSE
1/2;frisør & Sør Amerika & mann ---> FALSE
1/2;yngre enn 20 & Oslo & Sør Amerika & kvinne ---> FALSE
1/2;yngre enn 20 & frisør & Asia & mann ---> FALSE
