ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;96;1;1.087
2;116;2;1.656
3;91;9;4.497
4;92;3;2.043
5;87;1;0.647
6;88;1;1.127
7;102;1;1.472
8;103;1;1.457
9;104;1;1.916
10;93;2;2.281
11;89;1;1.169
12;90;2;2.548
13;112;1;1.910
14;119;1;2.473
15;141;1;2.461
16;157;9;6.353
17;154;3;3.674
18;135;1;1.717
19;144;1;2.674
20;122;1;1.793
21;109;1;2.761
22;110;2;3.134
23;134;2;3.628
24;131;2;2.430
25;132;2;3.534
26;130;1;1.957
27;125;1;1.929
28;131;1;3.369
29;130;1;1.883
30;117;2;2.069
31;94;1;1.372
32;95;2;3.436
33;97;1;3.375
34;98;2;3.739
35;94;2;2.096
36;110;3;4.381
37;124;5;5.537
38;122;1;1.729
39;108;5;3.297
40;109;2;3.889
41;110;2;4.670
42;124;4;5.799
43;123;2;2.408
44;124;3;5.711
45;112;1;4.411
46;111;1;2.040
47;120;1;4.324
48;117;2;4.920
49;133;1;4.464
50;153;1;5.005
51;166;1;5.334
52;176;1;5.947
53;167;2;6.645
54;163;2;3.141
55;170;2;6.152
56;184;2;6.922
57;176;2;6.895
58;174;1;2.930
59;161;3;7.096
60;155;1;5.981
61;162;7;9.023
62;169;1;7.061
63;166;7;9.955
64;172;1;7.111
65;173;2;7.669
66;171;1;3.358
67;173;3;8.687
68;172;2;3.918
69;169;6;5.525
70;168;1;3.206
71;175;1;7.593
72;185;2;8.576
73;181;2;3.904
74;180;9;7.244
75;194;6;10.445
76;201;7;11.315
77;185;1;8.513
78;178;3;9.081
79;179;1;7.839
80;180;1;8.089
81;177;4;5.032
82;180;3;8.913
83;183;6;10.895
84;177;1;3.469
85;197;8;12.331
86;194;2;4.252
87;195;7;11.879
88;195;1;9.145
89;177;7;6.600
90;184;4;10.649
91;184;5;11.152
92;182;3;4.774
93;183;2;10.266
94;197;4;11.871
95;196;3;5.102
96;197;9;14.543
97;199;7;14.098
98;197;2;4.705
99;211;10;15.583
100;211;7;14.900
