ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;94;1;5.354
2;112;3;4.120
3;118;2;2.734
4;92;1;0.924
5;89;2;1.836
6;87;1;1.265
7;96;3;3.495
8;112;4;5.171
9;113;1;2.071
10;116;2;4.019
11;117;2;3.401
12;118;1;3.328
13;119;5;7.862
14;120;4;7.886
15;117;1;2.413
16;96;2;3.167
17;116;1;4.031
18;125;3;8.349
19;137;2;6.874
20;135;3;6.078
21;136;1;6.451
22;139;3;6.133
23;140;1;3.776
24;137;1;2.759
25;138;2;4.943
26;137;3;4.765
27;129;2;5.435
28;129;1;7.073
29;125;1;2.617
30;145;3;6.430
31;144;2;3.582
32;152;2;6.393
33;155;1;4.792
34;170;1;4.731
35;185;6;9.618
36;170;2;6.794
37;171;6;9.529
38;172;5;10.677
39;158;3;8.981
40;160;3;7.370
41;171;1;5.600
42;168;1;3.100
43;164;3;4.742
44;173;2;7.355
45;167;1;5.667
46;168;3;8.541
47;169;4;8.175
48;167;1;3.407
49;166;14;15.313
50;175;5;12.004
51;165;2;7.385
52;171;2;9.742
53;195;2;8.198
54;209;6;12.504
55;216;7;13.134
56;194;1;4.291
57;208;3;10.475
58;214;4;13.139
59;215;5;15.585
60;221;1;9.364
61;219;2;6.130
62;234;3;11.844
63;231;3;7.883
64;230;2;6.482
65;236;4;14.669
66;236;2;12.984
67;245;2;14.589
68;248;1;10.848
69;245;1;5.802
70;244;7;12.148
71;253;1;14.395
72;245;12;17.188
73;246;3;13.167
74;261;4;15.550
75;260;9;26.232
76;263;1;12.835
77;257;1;12.723
78;258;4;15.672
79;256;3;8.901
80;262;3;15.665
81;263;3;18.032
82;259;5;11.497
83;240;11;16.760
84;238;16;21.536
85;237;25;36.687
86;222;3;13.618
87;223;2;14.437
88;232;5;19.000
89;252;1;12.956
90;259;4;20.409
91;271;64;82.507
92;272;4;22.579
93;287;12;26.250
94;293;5;25.833
95;290;14;30.104
96;291;10;29.529
97;300;2;23.275
98;309;3;26.076
99;308;10;19.296
100;305;7;16.062
