ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;0.801
2;110;1;1.039
3;118;3;1.579
4;92;3;0.781
5;89;1;0.567
6;87;5;2.131
7;96;3;1.935
8;88;1;1.390
9;101;2;1.770
10;88;4;2.723
11;89;2;1.704
12;90;1;1.504
13;106;2;2.490
14;107;4;3.175
15;131;2;2.676
16;130;1;1.642
17;152;1;2.479
18;153;2;2.980
19;132;3;2.516
20;119;1;2.606
21;115;4;2.459
22;116;1;2.580
23;116;4;3.933
24;114;1;1.575
25;113;2;1.820
26;114;1;2.555
27;112;5;2.879
28;113;2;2.923
29;120;1;3.059
30;144;2;3.832
31;122;3;4.297
32;146;2;4.109
33;147;1;4.064
34;125;2;2.542
35;147;1;4.321
36;145;3;3.144
37;148;3;5.440
38;157;1;4.813
39;156;2;3.043
40;134;4;3.459
41;132;3;2.801
42;128;1;2.006
43;119;2;5.039
44;132;4;5.569
45;146;2;5.387
46;155;2;5.707
47;156;3;6.448
48;155;1;2.754
49;143;1;5.612
50;155;2;5.945
51;154;1;2.629
52;155;1;5.325
53;156;5;7.528
54;159;4;7.423
55;155;2;3.311
56;175;5;8.030
57;184;1;6.785
58;185;4;8.558
59;176;2;7.642
60;178;1;6.879
61;179;6;9.303
62;193;5;9.483
63;194;6;10.216
64;193;9;11.875
65;213;1;8.389
66;219;3;9.468
67;217;4;5.751
68;218;9;12.604
69;238;4;11.038
70;245;9;13.973
71;244;1;5.487
72;240;2;11.105
73;249;1;10.797
74;250;2;11.836
75;249;3;12.465
76;255;9;15.817
77;253;2;6.553
78;254;3;12.727
79;261;2;12.980
80;241;1;6.160
81;247;1;12.036
82;248;2;13.605
83;262;8;17.430
84;261;5;8.904
85;241;5;14.634
86;241;10;17.153
87;249;2;12.885
88;248;7;9.149
89;255;7;15.482
90;256;1;12.627
91;253;2;6.672
92;255;1;13.279
93;256;10;18.164
94;255;3;7.886
95;253;11;11.632
96;254;3;15.052
97;274;11;19.278
98;261;7;9.876
99;242;4;8.080
100;250;18;23.546
