COUNT;HORN RULES (filtered)
3/3;forfatter & mann ---> FALSE
3/3;sykepleier & mann ---> FALSE
2/3;mellom 30 og 40 & Afrika ---> mann
2/3;kvinne & mellom 40 og 50 & advokat ---> FALSE
2/3;mellom 20 og 30 & kvinne & advokat ---> FALSE
2/3;yngre enn 20 & kvinne & elektriker ---> FALSE
2/3;Sør Amerika & kvinne & rørlegger ---> FALSE
1/3;Asia & mann ---> mellom 20 og 30
1/3;Bergen & Australia ---> kvinne
1/3;Bergen & Australia ---> sykepleier
1/3;Bergen & Australia ---> yngre enn 20
1/3;frisør & Stavanger & mann ---> Afrika
1/3;frisør & Stavanger & mann ---> mellom 30 og 40
1/3;frisør & mellom 30 og 40 & mann ---> Afrika
1/3;mellom 20 og 30 & Oslo & kvinne ---> Afrika
1/3;mellom 20 og 30 & Oslo & kvinne ---> forfatter
1/3;mellom 30 og 40 & Afrika ---> frisør
1/3;modell ---> kvinne
1/3;yngre enn 20 & frisør ---> kvinne
1/3;Ålesund & mellom 30 og 40 & kvinne ---> Europa
1/3;Ålesund & mellom 30 og 40 & kvinne ---> forfatter
1/3;Kristiansand & kvinne & mellom 40 og 50 ---> FALSE
1/3;Nord Amerika & kvinne & rørlegger ---> FALSE
1/3;Tromsø & kvinne & mellom 40 og 50 & elektriker ---> FALSE
1/3;Trondheim & kvinne & mellom 50 og 60 & elektriker ---> FALSE
1/3;fotograf & Oslo & Nord Amerika & kvinne ---> FALSE
1/3;fotograf & kvinne & eldre enn 60 ---> FALSE
1/3;fotograf & mellom 30 og 40 & Bodø & Australia & kvinne ---> FALSE
1/3;kvinne & eldre enn 60 & advokat ---> FALSE
1/3;kvinne & eldre enn 60 & elektriker ---> FALSE
1/3;kvinne & eldre enn 60 & rørlegger ---> FALSE
1/3;kvinne & mellom 40 og 50 & rørlegger ---> FALSE
1/3;kvinne & mellom 50 og 60 & advokat ---> FALSE
1/3;kvinne & mellom 50 og 60 & rørlegger ---> FALSE
1/3;mellom 20 og 30 & Sør Amerika ---> FALSE
1/3;mellom 20 og 30 & Tromsø & kvinne ---> FALSE
1/3;mellom 20 og 30 & fotograf & kvinne ---> FALSE
1/3;mellom 20 og 30 & frisør & mann ---> FALSE
1/3;mellom 20 og 30 & kvinne & elektriker ---> FALSE
1/3;mellom 30 og 40 & Tromsø & Asia & kvinne & rørlegger ---> FALSE
1/3;mellom 30 og 40 & kvinne & advokat ---> FALSE
1/3;yngre enn 20 & Kristiansand & Europa & kvinne & rørlegger ---> FALSE
1/3;yngre enn 20 & fotograf & Tromsø & Europa & kvinne ---> FALSE
1/3;yngre enn 20 & kvinne & advokat ---> FALSE
1/3;Ålesund & kvinne & elektriker ---> FALSE
1/3;Kristiansand & mellom 30 og 40 ---> Australia
1/3;Kristiansand & mellom 30 og 40 ---> kvinne
1/3;Kristiansand & mellom 30 og 40 ---> modell
1/3;elektriker ---> mann
1/3;Afrika & kvinne & eldre enn 60 & advokat ---> FALSE
1/3;Asia & mann & modell ---> FALSE
1/3;Bergen & Asia & mann ---> FALSE
1/3;Bergen & Australia & kvinne & elektriker ---> FALSE
1/3;Bergen & Australia & kvinne & mellom 50 og 60 & advokat ---> FALSE
1/3;Kristiansand & kvinne & mellom 40 og 50 & rørlegger ---> FALSE
1/3;Nord Amerika & mann & modell ---> FALSE
1/3;Oslo & kvinne & elektriker ---> FALSE
1/3;Stavanger & Asia & kvinne & mellom 50 og 60 ---> FALSE
1/3;Stavanger & Europa & kvinne & rørlegger ---> FALSE
1/3;Stavanger & kvinne & mellom 40 og 50 ---> FALSE
1/3;Tromsø & Europa & kvinne & elektriker ---> FALSE
1/3;Tromsø & kvinne & mellom 50 og 60 ---> FALSE
1/3;Tromsø & kvinne & rørlegger ---> FALSE
1/3;Trondheim & Nord Amerika & kvinne & rørlegger ---> FALSE
1/3;Trondheim & mellom 30 og 40 & Australia & mann & modell ---> FALSE
1/3;fotograf & Bodø & Europa & kvinne & mellom 40 og 50 ---> FALSE
1/3;fotograf & Ålesund & Australia & kvinne & eldre enn 60 ---> FALSE
1/3;mann & mellom 50 og 60 & modell ---> FALSE
1/3;mellom 20 og 30 & Stavanger & Afrika & kvinne ---> FALSE
1/3;mellom 20 og 30 & fotograf & Trondheim & kvinne ---> FALSE
1/3;mellom 30 og 40 & kvinne & elektriker ---> FALSE
1/3;yngre enn 20 & Bodø & kvinne ---> FALSE
1/3;yngre enn 20 & Kristiansand & Asia & mann ---> FALSE
1/3;yngre enn 20 & Ålesund & kvinne ---> FALSE
1/3;Ålesund & kvinne & mellom 40 og 50 ---> FALSE
1/3;Ålesund & mellom 30 og 40 & kvinne ---> FALSE
1/3;Australia & eldre enn 60 ---> Trondheim
1/3;Australia & eldre enn 60 ---> mann
1/3;Australia & eldre enn 60 ---> rørlegger
1/3;Australia & mellom 50 og 60 ---> kvinne
1/3;Tromsø & Australia ---> mann
1/3;Tromsø & Australia ---> mellom 20 og 30
1/3;Tromsø & Australia ---> rørlegger
1/3;mellom 30 og 40 & Europa ---> mann
1/3;mellom 30 og 40 & Europa ---> rørlegger
1/3;mellom 30 og 40 & Europa ---> Ålesund
1/3;mellom 30 og 40 & Tromsø ---> Afrika
1/3;mellom 30 og 40 & Tromsø ---> kvinne
1/3;mellom 30 og 40 & Tromsø ---> sykepleier
1/3;Afrika & mann & modell ---> FALSE
1/3;Kristiansand & mann & mellom 40 og 50 & modell ---> FALSE
1/3;Stavanger & Nord Amerika & kvinne & mellom 50 og 60 ---> FALSE
1/3;Tromsø & Afrika & kvinne & mellom 40 og 50 & advokat ---> FALSE
1/3;Tromsø & Sør Amerika & kvinne & advokat ---> FALSE
1/3;Trondheim & Sør Amerika ---> FALSE
1/3;Trondheim & kvinne & elektriker ---> FALSE
1/3;fotograf & Trondheim & Europa & kvinne & mellom 50 og 60 ---> FALSE
1/3;fotograf & kvinne & mellom 40 og 50 ---> FALSE
1/3;fotograf & mellom 30 og 40 & Afrika & kvinne ---> FALSE
1/3;frisør & Asia & mann ---> FALSE
1/3;kvinne & mellom 50 og 60 & elektriker ---> FALSE
1/3;mellom 20 og 30 & Stavanger & Australia & kvinne ---> FALSE
1/3;mellom 20 og 30 & Sør Amerika & kvinne ---> FALSE
1/3;mellom 20 og 30 & fotograf & Kristiansand & kvinne ---> FALSE
1/3;mellom 30 og 40 & kvinne & rørlegger ---> FALSE
1/3;yngre enn 20 & Oslo & Europa & mann ---> FALSE
1/3;yngre enn 20 & fotograf & kvinne ---> FALSE
1/3;yngre enn 20 & kvinne & rørlegger ---> FALSE
1/3;Ålesund & mellom 30 og 40 & Sør Amerika & kvinne & elektriker ---> FALSE
