COUNT;HORN RULES (filtered)
3/3;frisør & kvinne ---> FALSE
3/3;kvinne & advokat ---> FALSE
3/3;kvinne & elektriker ---> FALSE
3/3;kvinne & rørlegger ---> FALSE
2/3;Kristiansand & mann & modell ---> FALSE
2/3;fotograf & kvinne ---> FALSE
2/3;Europa & modell ---> kvinne
2/3;mellom 20 og 30 & kvinne ---> modell
1/3;Bergen & kvinne ---> Australia
1/3;Bergen & kvinne ---> mellom 30 og 40
1/3;Bergen & kvinne ---> modell
1/3;Bodø & kvinne ---> Australia
1/3;Bodø & kvinne ---> yngre enn 20
1/3;Kristiansand & Asia ---> forfatter
1/3;Kristiansand & Asia ---> kvinne
1/3;Stavanger & kvinne ---> Europa
1/3;Stavanger & kvinne ---> sykepleier
1/3;Stavanger & mann & modell ---> Asia
1/3;Stavanger & mann & modell ---> mellom 50 og 60
1/3;forfatter & Afrika ---> kvinne
1/3;forfatter & Afrika ---> Ålesund
1/3;forfatter & Oslo & kvinne ---> Sør Amerika
1/3;forfatter & Stavanger & Asia & mann ---> mellom 40 og 50
1/3;forfatter & Tromsø & kvinne ---> Asia
1/3;forfatter & Trondheim & kvinne ---> Asia
1/3;forfatter & Trondheim & kvinne ---> mellom 30 og 40
1/3;sykepleier & Australia ---> Bodø
1/3;sykepleier & Australia ---> kvinne
1/3;sykepleier & Australia ---> yngre enn 20
1/3;sykepleier & Tromsø ---> Asia
1/3;sykepleier & Tromsø ---> eldre enn 60
1/3;sykepleier & Tromsø ---> kvinne
1/3;sykepleier & kvinne & mellom 40 og 50 ---> Nord Amerika
1/3;yngre enn 20 & Afrika ---> Bergen
1/3;yngre enn 20 & Afrika ---> frisør
1/3;yngre enn 20 & Afrika ---> mann
1/3;Kristiansand & kvinne & mellom 40 og 50 ---> FALSE
1/3;Oslo & mann & modell ---> FALSE
1/3;Sør Amerika & mann & modell ---> FALSE
1/3;Tromsø & mann & modell ---> FALSE
1/3;kvinne & mellom 50 og 60 ---> FALSE
1/3;mellom 20 og 30 & Tromsø & Australia & kvinne ---> FALSE
1/3;mellom 20 og 30 & Trondheim & Afrika & kvinne ---> FALSE
1/3;mellom 20 og 30 & forfatter & kvinne ---> FALSE
1/3;sykepleier & Stavanger & Europa & mann ---> FALSE
1/3;sykepleier & Trondheim & Nord Amerika & mann & eldre enn 60 ---> FALSE
1/3;yngre enn 20 & Trondheim & Asia & mann & modell ---> FALSE
1/3;Ålesund & Australia & kvinne & mellom 40 og 50 ---> FALSE
1/3;Australia & mann & modell ---> mellom 20 og 30
1/3;Australia & mann & modell ---> Ålesund
1/3;Bergen & Nord Amerika & kvinne ---> modell
1/3;Europa & modell ---> mellom 30 og 40
1/3;Kristiansand & kvinne ---> Sør Amerika
1/3;Kristiansand & kvinne ---> mellom 50 og 60
1/3;Kristiansand & kvinne ---> modell
1/3;Stavanger & kvinne ---> modell
1/3;forfatter & Australia ---> Stavanger
1/3;forfatter & Australia ---> mann
1/3;forfatter & Australia ---> mellom 30 og 40
1/3;forfatter & Tromsø & Asia & mann ---> mellom 30 og 40
1/3;mann & eldre enn 60 & modell ---> Tromsø
1/3;mellom 30 og 40 & Europa & kvinne ---> modell
1/3;sykepleier & Kristiansand & Afrika & mann ---> mellom 40 og 50
1/3;Asia & mann & modell ---> FALSE
1/3;Australia & mellom 50 og 60 ---> FALSE
1/3;forfatter & Tromsø & Nord Amerika & mann ---> FALSE
1/3;forfatter & kvinne ---> FALSE
1/3;fotograf & Tromsø & kvinne ---> FALSE
1/3;sykepleier & Bergen & Asia & mann & eldre enn 60 ---> FALSE
1/3;yngre enn 20 & Oslo & Australia & kvinne ---> FALSE
1/3;yngre enn 20 & forfatter & Bodø & Asia & mann ---> FALSE
1/3;yngre enn 20 & sykepleier & Ålesund & Sør Amerika & kvinne ---> FALSE
1/3;Afrika & kvinne & eldre enn 60 ---> Trondheim
1/3;Afrika & kvinne & eldre enn 60 ---> modell
1/3;Tromsø & kvinne ---> Nord Amerika
1/3;Tromsø & kvinne ---> mellom 40 og 50
1/3;Tromsø & kvinne ---> modell
1/3;mellom 20 og 30 & kvinne ---> Afrika
1/3;sykepleier & Trondheim ---> kvinne
1/3;sykepleier & Trondheim ---> yngre enn 20
1/3;yngre enn 20 & Australia ---> Oslo
1/3;yngre enn 20 & Kristiansand & Afrika & kvinne ---> sykepleier
1/3;Asia & eldre enn 60 ---> FALSE
1/3;Bodø & mann & modell ---> FALSE
1/3;Oslo & Nord Amerika & kvinne ---> FALSE
1/3;Oslo & Sør Amerika & mann & mellom 50 og 60 & modell ---> FALSE
1/3;Oslo & mellom 30 og 40 & Australia & kvinne ---> FALSE
1/3;Trondheim & kvinne & mellom 40 og 50 & modell ---> FALSE
1/3;forfatter & Stavanger & mellom 30 og 40 & Nord Amerika & kvinne ---> FALSE
1/3;mellom 20 og 30 & Stavanger & Australia & mann & modell ---> FALSE
1/3;mellom 20 og 30 & sykepleier & Nord Amerika & mann ---> FALSE
1/3;sykepleier & Oslo & Europa & mann ---> FALSE
1/3;Ålesund & Afrika & kvinne & mellom 40 og 50 & modell ---> FALSE
