COUNT;HORN RULES (filtered)
3/3;fotograf & kvinne ---> FALSE
3/3;frisør & mann ---> FALSE
3/3;kvinne & elektriker ---> FALSE
3/3;kvinne & rørlegger ---> FALSE
3/3;mann & modell ---> FALSE
3/3;sykepleier & mann ---> FALSE
2/3;kvinne & advokat ---> FALSE
1/3;Asia & kvinne ---> frisør
1/3;Asia & kvinne ---> mellom 20 og 30
1/3;Asia & kvinne ---> Ålesund
1/3;Australia & kvinne & mellom 50 og 60 ---> Tromsø
1/3;Australia & kvinne & mellom 50 og 60 ---> sykepleier
1/3;yngre enn 20 & kvinne ---> Ålesund
1/3;forfatter & Trondheim & kvinne ---> FALSE
1/3;Kristiansand ---> kvinne
1/3;Tromsø & kvinne ---> Nord Amerika
1/3;Tromsø & kvinne ---> mellom 20 og 30
1/3;Tromsø & kvinne ---> sykepleier
1/3;kvinne & advokat ---> Afrika
1/3;kvinne & advokat ---> mellom 40 og 50
1/3;mellom 20 og 30 & kvinne ---> sykepleier
1/3;Bodø & Nord Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/3;yngre enn 20 & Oslo & Sør Amerika & kvinne ---> FALSE
1/3;yngre enn 20 & forfatter & kvinne ---> FALSE
1/3;forfatter & kvinne ---> Europa
1/3;forfatter & kvinne ---> mellom 40 og 50
1/3;forfatter & kvinne ---> Ålesund
1/3;Bergen & Afrika ---> FALSE
1/3;forfatter & Stavanger & Europa & mann & mellom 40 og 50 ---> FALSE
1/3;mellom 20 og 30 & Bodø & Afrika & kvinne ---> FALSE
1/3;yngre enn 20 & Ålesund & kvinne ---> FALSE
