COUNT;HORN RULES (filtered)
3/3;kvinne & advokat ---> FALSE
3/3;kvinne & elektriker ---> FALSE
2/3;kvinne & rørlegger ---> Kristiansand
2/3;sykepleier & Kristiansand & mann ---> FALSE
1/3;Bergen & Sør Amerika ---> mann
1/3;Bodø & Europa & kvinne & mellom 50 og 60 ---> sykepleier
1/3;Kristiansand & Europa & mann ---> elektriker
1/3;Kristiansand & Europa & mann ---> mellom 40 og 50
1/3;Nord Amerika & mann & modell ---> mellom 40 og 50
1/3;Stavanger & Afrika & kvinne & mellom 40 og 50 ---> forfatter
1/3;forfatter & Stavanger & mann ---> Asia
1/3;forfatter & Stavanger & mann ---> eldre enn 60
1/3;forfatter & mellom 40 og 50 ---> Afrika
1/3;forfatter & mellom 40 og 50 ---> kvinne
1/3;frisør ---> mann
1/3;kvinne & eldre enn 60 ---> sykepleier
1/3;kvinne & rørlegger ---> Asia
1/3;mellom 30 og 40 & Sør Amerika & kvinne ---> sykepleier
1/3;mellom 30 og 40 & Sør Amerika & kvinne ---> Ålesund
1/3;yngre enn 20 ---> mann
1/3;Bodø & Asia & mann & mellom 40 og 50 & modell ---> FALSE
1/3;Europa & mann & modell ---> FALSE
1/3;Oslo & Sør Amerika & mann & mellom 50 og 60 & modell ---> FALSE
1/3;forfatter & Afrika & mann & mellom 50 og 60 ---> FALSE
1/3;forfatter & Kristiansand & Australia & mann & mellom 50 og 60 ---> FALSE
1/3;fotograf & Stavanger & mellom 30 og 40 & kvinne ---> FALSE
1/3;mellom 20 og 30 & fotograf & Ålesund & Nord Amerika & kvinne ---> FALSE
1/3;sykepleier & Afrika & mann & mellom 50 og 60 ---> FALSE
1/3;sykepleier & Oslo & Nord Amerika & mann & mellom 40 og 50 ---> FALSE
1/3;Asia & kvinne & mellom 50 og 60 ---> Oslo
1/3;Asia & kvinne & mellom 50 og 60 ---> modell
1/3;Stavanger & mellom 30 og 40 & kvinne ---> Australia
1/3;Stavanger & mellom 30 og 40 & kvinne ---> forfatter
1/3;Tromsø & Asia ---> mann
1/3;Tromsø & Asia ---> mellom 50 og 60
1/3;Tromsø & Asia ---> rørlegger
1/3;Tromsø & Europa & mellom 50 og 60 ---> forfatter
1/3;Tromsø & Europa & mellom 50 og 60 ---> kvinne
1/3;forfatter & Kristiansand & mann ---> Europa
1/3;forfatter & Kristiansand & mann ---> eldre enn 60
1/3;forfatter & mellom 50 og 60 ---> kvinne
1/3;frisør & Asia & kvinne ---> Stavanger
1/3;mellom 20 og 30 & forfatter ---> kvinne
1/3;yngre enn 20 & Bergen ---> mann
1/3;Bodø & Australia & kvinne & mellom 40 og 50 ---> FALSE
1/3;Kristiansand & mellom 30 og 40 & Afrika & kvinne ---> FALSE
1/3;forfatter & Trondheim & mellom 30 og 40 & Australia & kvinne ---> FALSE
1/3;fotograf & Oslo & Nord Amerika & mann ---> FALSE
1/3;frisør & Bergen & Europa & mann ---> FALSE
1/3;frisør & Stavanger & Afrika & mann ---> FALSE
1/3;frisør & Sør Amerika & kvinne ---> FALSE
1/3;frisør & kvinne & mellom 40 og 50 ---> FALSE
1/3;frisør & mellom 30 og 40 & kvinne ---> FALSE
1/3;kvinne & eldre enn 60 ---> FALSE
1/3;kvinne & rørlegger ---> FALSE
1/3;mellom 20 og 30 & Oslo & Europa & kvinne ---> FALSE
1/3;sykepleier & Bodø & mann ---> FALSE
1/3;sykepleier & Trondheim & Europa & mann ---> FALSE
1/3;sykepleier & mann & mellom 40 og 50 ---> FALSE
1/3;Australia & mann & modell ---> Trondheim
1/3;Australia & mann & modell ---> eldre enn 60
1/3;Europa & kvinne & mellom 40 og 50 ---> Kristiansand
1/3;Europa & kvinne & mellom 40 og 50 ---> modell
1/3;Nord Amerika & modell ---> kvinne
1/3;Sør Amerika & mann ---> Tromsø
1/3;Sør Amerika & mann ---> advokat
1/3;Sør Amerika & mann ---> yngre enn 20
1/3;forfatter & Bodø ---> Europa
1/3;forfatter & Bodø ---> kvinne
1/3;forfatter & Bodø ---> mellom 20 og 30
1/3;fotograf & kvinne & mellom 50 og 60 ---> Europa
1/3;fotograf & kvinne & mellom 50 og 60 ---> Stavanger
1/3;frisør & Nord Amerika ---> mann
1/3;kvinne & eldre enn 60 ---> Asia
1/3;kvinne & eldre enn 60 ---> Kristiansand
1/3;kvinne & eldre enn 60 ---> modell
1/3;kvinne & rørlegger ---> Afrika
1/3;mellom 20 og 30 & Australia ---> mann
1/3;mellom 20 og 30 & Bodø & kvinne ---> Europa
1/3;mellom 20 og 30 & Bodø & kvinne ---> forfatter
1/3;mellom 20 og 30 & Europa ---> Bodø
1/3;mellom 20 og 30 & Europa ---> forfatter
1/3;mellom 20 og 30 & Europa ---> kvinne
1/3;yngre enn 20 & kvinne ---> modell
1/3;Australia & kvinne & mellom 40 og 50 ---> FALSE
1/3;Kristiansand & mellom 30 og 40 & Afrika & mann & rørlegger ---> FALSE
1/3;Stavanger & Afrika & mann & modell ---> FALSE
1/3;Tromsø & Europa & kvinne & mellom 50 og 60 ---> FALSE
1/3;forfatter & Bergen & Afrika & mann & mellom 50 og 60 ---> FALSE
1/3;forfatter & Trondheim & kvinne & mellom 40 og 50 ---> FALSE
1/3;fotograf & Tromsø & kvinne ---> FALSE
1/3;frisør & Bergen & Asia & kvinne ---> FALSE
