COUNT;HORN RULES (filtered)
3/3;fotograf & kvinne ---> FALSE
2/3;kvinne & elektriker ---> FALSE
2/3;kvinne & rørlegger ---> FALSE
1/3;Asia ---> mann
1/3;Kristiansand & Australia & kvinne ---> frisør
1/3;Kristiansand & Australia & kvinne ---> yngre enn 20
1/3;Nord Amerika & kvinne & mellom 50 og 60 ---> Tromsø
1/3;Nord Amerika & kvinne & mellom 50 og 60 ---> modell
1/3;Oslo & eldre enn 60 ---> Afrika
1/3;Oslo & eldre enn 60 ---> frisør
1/3;Oslo & eldre enn 60 ---> kvinne
1/3;mann & modell ---> Trondheim
1/3;mann & modell ---> eldre enn 60
1/3;forfatter & Stavanger & Afrika & kvinne ---> FALSE
1/3;frisør & Bodø & Afrika & mann & mellom 50 og 60 ---> FALSE
1/3;frisør & Kristiansand & Europa & mann & mellom 50 og 60 ---> FALSE
1/3;yngre enn 20 & Tromsø & kvinne & modell ---> FALSE
1/3;Bodø & kvinne ---> Australia
1/3;Bodø & kvinne ---> mellom 50 og 60
1/3;Bodø & kvinne ---> sykepleier
1/3;kvinne & eldre enn 60 ---> modell
1/3;kvinne & mellom 40 og 50 ---> modell
1/3;forfatter & kvinne ---> FALSE
1/3;frisør & Australia & mann ---> FALSE
1/3;frisør & Trondheim & mellom 30 og 40 & Europa & mann ---> FALSE
1/3;mann & modell ---> FALSE
1/3;Ålesund & Sør Amerika & kvinne & mellom 50 og 60 ---> FALSE
1/3;Stavanger & Afrika ---> kvinne
1/3;Stavanger & Afrika ---> sykepleier
1/3;sykepleier & mann ---> yngre enn 20
1/3;Ålesund & kvinne ---> Sør Amerika
1/3;Ålesund & kvinne ---> mellom 40 og 50
1/3;Bodø & Asia & kvinne ---> FALSE
1/3;Sør Amerika & kvinne & elektriker ---> FALSE
1/3;frisør & mellom 30 og 40 & Afrika & mann ---> FALSE
