COUNT;HORN RULES (filtered)
3/3;forfatter & kvinne ---> FALSE
3/3;fotograf & kvinne ---> FALSE
3/3;kvinne & advokat ---> FALSE
3/3;kvinne & elektriker ---> FALSE
3/3;kvinne & rørlegger ---> FALSE
3/3;mann & modell ---> FALSE
3/3;sykepleier & kvinne ---> FALSE
2/3;frisør & Asia & mann ---> FALSE
1/3;Afrika & kvinne ---> Trondheim
1/3;Afrika & kvinne ---> frisør
1/3;Asia & kvinne ---> modell
1/3;frisør & Australia & mann ---> mellom 50 og 60
1/3;frisør & Nord Amerika & mann ---> Bodø
1/3;frisør & Nord Amerika & mann ---> yngre enn 20
1/3;mellom 30 og 40 ---> kvinne
1/3;mellom 20 og 30 & frisør & Ålesund & Sør Amerika & mann ---> FALSE
1/3;Bergen & Sør Amerika & kvinne ---> frisør
1/3;Bergen & Sør Amerika & kvinne ---> yngre enn 20
1/3;Stavanger & Afrika & kvinne ---> frisør
1/3;Stavanger & Afrika & kvinne ---> mellom 40 og 50
1/3;frisør & Tromsø & mann ---> Nord Amerika
1/3;frisør & Tromsø & mann ---> yngre enn 20
1/3;yngre enn 20 & Bodø & Sør Amerika & kvinne ---> modell
1/3;Bodø & Afrika & kvinne ---> FALSE
1/3;Bodø & Nord Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/3;Stavanger & mellom 30 og 40 & Australia & kvinne ---> FALSE
1/3;Tromsø & Sør Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/3;mellom 20 og 30 & Oslo & Nord Amerika & kvinne ---> FALSE
1/3;Ålesund & Asia & kvinne & mellom 40 og 50 ---> FALSE
1/3;mellom 20 og 30 & Ålesund ---> frisør
1/3;mellom 20 og 30 & Ålesund ---> kvinne
1/3;frisør & Australia & mann ---> FALSE
1/3;frisør & Sør Amerika & mann ---> FALSE
1/3;yngre enn 20 & frisør & mann ---> FALSE
1/3;Ålesund & Asia & kvinne ---> FALSE
