COUNT;HORN RULES (filtered)
3/3;Sør Amerika & kvinne & advokat ---> FALSE
3/3;kvinne & elektriker ---> FALSE
3/3;kvinne & rørlegger ---> FALSE
3/3;mann & modell ---> FALSE
3/3;sykepleier & mann ---> FALSE
2/3;frisør & mann ---> Afrika
2/3;forfatter & mann & eldre enn 60 ---> FALSE
2/3;fotograf & kvinne & mellom 50 og 60 ---> FALSE
2/3;kvinne & mellom 40 og 50 & advokat ---> FALSE
2/3;mellom 20 og 30 & Tromsø & Nord Amerika & kvinne ---> FALSE
2/3;mellom 20 og 30 & forfatter ---> kvinne
1/3;Afrika & kvinne & advokat ---> Kristiansand
1/3;Afrika & kvinne & advokat ---> yngre enn 20
1/3;Bergen & Europa & mann ---> fotograf
1/3;Bergen & Europa & mann ---> mellom 40 og 50
1/3;Tromsø & kvinne & advokat ---> Asia
1/3;Tromsø & kvinne & advokat ---> yngre enn 20
1/3;fotograf & Kristiansand & kvinne ---> Afrika
1/3;fotograf & Kristiansand & kvinne ---> yngre enn 20
1/3;fotograf & Sør Amerika & kvinne ---> yngre enn 20
1/3;fotograf & Ålesund & kvinne ---> Europa
1/3;fotograf & Ålesund & kvinne ---> yngre enn 20
1/3;frisør & mann ---> yngre enn 20
1/3;mellom 20 og 30 & Australia ---> Oslo
1/3;mellom 20 og 30 & Australia ---> fotograf
1/3;mellom 20 og 30 & Australia ---> kvinne
1/3;mellom 30 og 40 & Afrika ---> kvinne
1/3;mellom 30 og 40 & Nord Amerika & kvinne ---> Tromsø
1/3;mellom 30 og 40 & Nord Amerika & kvinne ---> frisør
1/3;Afrika & eldre enn 60 ---> FALSE
1/3;Asia & mellom 40 og 50 ---> FALSE
1/3;Bergen & Australia & kvinne & mellom 50 og 60 & advokat ---> FALSE
1/3;Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/3;Nord Amerika & kvinne & advokat ---> FALSE
1/3;Stavanger & kvinne & advokat ---> FALSE
1/3;Trondheim & kvinne & eldre enn 60 ---> FALSE
1/3;Trondheim & mellom 30 og 40 & Asia & mann ---> FALSE
1/3;fotograf & Stavanger & kvinne & mellom 40 og 50 ---> FALSE
1/3;mellom 20 og 30 & Stavanger & Sør Amerika & kvinne ---> FALSE
1/3;mellom 20 og 30 & forfatter & Bodø & mann ---> FALSE
1/3;yngre enn 20 & Bodø & Asia & mann ---> FALSE
1/3;yngre enn 20 & Bodø & Sør Amerika & mann ---> FALSE
1/3;yngre enn 20 & Oslo & Sør Amerika & mann ---> FALSE
1/3;yngre enn 20 & forfatter & Tromsø & Sør Amerika & mann ---> FALSE
1/3;Afrika & kvinne & mellom 40 og 50 ---> modell
1/3;Bergen & Australia & mann ---> mellom 50 og 60
1/3;Bergen & Australia & mann ---> rørlegger
1/3;Europa & mellom 50 og 60 ---> kvinne
1/3;Kristiansand & mann ---> mellom 40 og 50
1/3;forfatter & Sør Amerika & kvinne ---> yngre enn 20
1/3;forfatter & Ålesund & Afrika & kvinne ---> mellom 20 og 30
1/3;fotograf & Afrika & kvinne ---> yngre enn 20
1/3;fotograf & kvinne & mellom 50 og 60 ---> Asia
1/3;fotograf & kvinne & mellom 50 og 60 ---> Trondheim
1/3;frisør & mann ---> mellom 50 og 60
1/3;mellom 20 og 30 & Europa & kvinne ---> Bodø
