COUNT;HORN RULES (filtered)
1/3;mellom 20 og 30 & Stavanger & kvinne ---> Australia
1/3;mellom 20 og 30 & Stavanger & kvinne ---> forfatter
1/3;mellom 30 og 40 & Nord Amerika & kvinne ---> Bergen
1/3;mellom 30 og 40 & Nord Amerika & kvinne ---> forfatter
1/3;yngre enn 20 & Stavanger ---> kvinne
1/3;yngre enn 20 & Trondheim & Europa & mann ---> rørlegger
1/3;yngre enn 20 & fotograf ---> kvinne
1/3;Bergen & Afrika & mann ---> FALSE
1/3;Bergen & Europa & mann & eldre enn 60 ---> FALSE
1/3;Bergen & Sør Amerika & mann ---> FALSE
1/3;Bergen & mellom 30 og 40 & Asia & mann ---> FALSE
1/3;Bodø & kvinne & mellom 50 og 60 & advokat ---> FALSE
1/3;Europa & kvinne & advokat ---> FALSE
1/3;Kristiansand & kvinne & mellom 40 og 50 ---> FALSE
1/3;Oslo & Australia & mann ---> FALSE
1/3;Oslo & Nord Amerika & kvinne & mellom 50 og 60 ---> FALSE
1/3;Stavanger & Asia & kvinne & mellom 50 og 60 ---> FALSE
1/3;Stavanger & Nord Amerika & kvinne & eldre enn 60 ---> FALSE
1/3;forfatter & Kristiansand & Australia & kvinne & mellom 50 og 60 ---> FALSE
1/3;forfatter & mellom 30 og 40 & mann ---> FALSE
1/3;forfatter & Ålesund & kvinne & mellom 50 og 60 ---> FALSE
1/3;fotograf & Stavanger & Australia & kvinne ---> FALSE
1/3;fotograf & Trondheim & kvinne & eldre enn 60 ---> FALSE
1/3;fotograf & kvinne & mellom 40 og 50 ---> FALSE
1/3;fotograf & mellom 30 og 40 & Sør Amerika & kvinne ---> FALSE
1/3;mellom 20 og 30 & kvinne & advokat ---> FALSE
1/3;mellom 30 og 40 & kvinne & advokat ---> FALSE
1/3;yngre enn 20 & forfatter & mann ---> FALSE
1/3;Oslo & Sør Amerika & mann ---> eldre enn 60
1/3;forfatter & Australia ---> kvinne
1/3;fotograf & Afrika ---> mann
1/3;fotograf & Stavanger & kvinne ---> Europa
1/3;fotograf & Stavanger & kvinne ---> yngre enn 20
1/3;frisør & Afrika & mann ---> mellom 50 og 60
1/3;yngre enn 20 & Tromsø ---> Sør Amerika
1/3;yngre enn 20 & Tromsø ---> frisør
1/3;yngre enn 20 & Tromsø ---> kvinne
1/3;yngre enn 20 & forfatter & mann ---> Sør Amerika
1/3;Tromsø & Sør Amerika & mellom 50 og 60 ---> FALSE
1/3;forfatter & Europa & mann ---> FALSE
1/3;forfatter & Kristiansand & mann & eldre enn 60 ---> FALSE
1/3;fotograf & Bergen & Asia & mann ---> FALSE
1/3;fotograf & Nord Amerika & kvinne ---> FALSE
1/3;frisør & Australia & mann ---> FALSE
1/3;frisør & Oslo & Asia & mann & mellom 40 og 50 ---> FALSE
1/3;frisør & mellom 30 og 40 & mann ---> FALSE
1/3;mellom 30 og 40 & Bodø & Australia & mann ---> FALSE
1/3;yngre enn 20 & fotograf & Kristiansand & kvinne ---> FALSE
1/3;yngre enn 20 & Ålesund & Europa & mann ---> FALSE
1/3;Ålesund & mellom 30 og 40 ---> FALSE
