COUNT;HORN RULES (filtered)
2/3;kvinne & mellom 40 og 50 & advokat ---> FALSE
2/3;sykepleier & Trondheim & mann ---> FALSE
2/3;Ålesund & kvinne & advokat ---> FALSE
2/3;kvinne & mellom 40 og 50 & rørlegger ---> Stavanger
2/3;forfatter & Tromsø & mann ---> FALSE
2/3;frisør & Kristiansand & mann ---> FALSE
2/3;kvinne & modell ---> FALSE
1/3;Australia & eldre enn 60 ---> mann
1/3;Stavanger & Sør Amerika ---> elektriker
1/3;Stavanger & Sør Amerika ---> mann
1/3;forfatter & Oslo ---> mann
1/3;forfatter & Tromsø & mann ---> Nord Amerika
1/3;forfatter & Tromsø & mann ---> eldre enn 60
1/3;fotograf & Nord Amerika ---> kvinne
1/3;fotograf & mellom 40 og 50 ---> Afrika
1/3;fotograf & mellom 40 og 50 ---> Stavanger
1/3;fotograf & mellom 40 og 50 ---> kvinne
1/3;fotograf & Ålesund ---> kvinne
1/3;frisør & Bergen ---> kvinne
1/3;frisør & Tromsø ---> kvinne
1/3;frisør & Trondheim ---> Asia
1/3;frisør & Trondheim ---> mann
1/3;frisør & Trondheim ---> yngre enn 20
1/3;frisør & mellom 40 og 50 ---> kvinne
1/3;kvinne & elektriker ---> Nord Amerika
1/3;kvinne & elektriker ---> Stavanger
1/3;kvinne & elektriker ---> mellom 20 og 30
1/3;kvinne & rørlegger ---> Nord Amerika
1/3;kvinne & rørlegger ---> Stavanger
1/3;mellom 30 og 40 & Europa & kvinne ---> frisør
1/3;sykepleier & mann & mellom 40 og 50 ---> Asia
1/3;yngre enn 20 & Sør Amerika & kvinne ---> Tromsø
1/3;yngre enn 20 & Sør Amerika & kvinne ---> fotograf
1/3;Afrika & kvinne & eldre enn 60 ---> FALSE
1/3;Asia & kvinne & modell ---> FALSE
1/3;Europa & mellom 40 og 50 ---> FALSE
1/3;Nord Amerika & kvinne & modell ---> FALSE
1/3;Oslo & Afrika & kvinne ---> FALSE
1/3;Oslo & advokat ---> FALSE
1/3;Tromsø & kvinne & advokat ---> FALSE
1/3;forfatter & Trondheim & mann ---> FALSE
1/3;fotograf & Oslo & mann ---> FALSE
1/3;frisør & Oslo & Europa & kvinne & eldre enn 60 ---> FALSE
1/3;frisør & Ålesund & mann & mellom 50 og 60 ---> FALSE
1/3;kvinne & mellom 50 og 60 & modell ---> FALSE
1/3;mellom 20 og 30 & Stavanger & mann & rørlegger ---> FALSE
1/3;mellom 20 og 30 & Sør Amerika & kvinne ---> FALSE
1/3;mellom 20 og 30 & Tromsø & Afrika & kvinne & modell ---> FALSE
1/3;mellom 20 og 30 & sykepleier & Tromsø & Asia & mann ---> FALSE
1/3;mellom 30 og 40 & kvinne & advokat ---> FALSE
1/3;sykepleier & Bergen & mann ---> FALSE
1/3;sykepleier & Stavanger & mann ---> FALSE
1/3;sykepleier & mellom 30 og 40 & mann ---> FALSE
1/3;Ålesund & Europa & kvinne ---> FALSE
1/3;Ålesund & Sør Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/3;Asia & rørlegger ---> Tromsø
1/3;Asia & rørlegger ---> mann
1/3;Asia & rørlegger ---> mellom 30 og 40
1/3;Bergen & Sør Amerika & kvinne ---> forfatter
1/3;Bergen & Sør Amerika & kvinne ---> mellom 20 og 30
1/3;Bergen & kvinne & eldre enn 60 ---> Afrika
1/3;Bergen & kvinne & eldre enn 60 ---> sykepleier
1/3;Bodø & mellom 50 og 60 ---> Nord Amerika
1/3;Bodø & mellom 50 og 60 ---> forfatter
1/3;Bodø & mellom 50 og 60 ---> kvinne
1/3;Nord Amerika & elektriker ---> Bodø
1/3;Nord Amerika & elektriker ---> mann
1/3;Nord Amerika & elektriker ---> mellom 20 og 30
1/3;Nord Amerika & kvinne & rørlegger ---> Stavanger
1/3;Nord Amerika & kvinne & rørlegger ---> mellom 40 og 50
1/3;Oslo & rørlegger ---> Nord Amerika
1/3;Oslo & rørlegger ---> mann
1/3;Oslo & rørlegger ---> mellom 50 og 60
1/3;Stavanger & rørlegger ---> kvinne
1/3;Sør Amerika & eldre enn 60 ---> mann
1/3;forfatter & Bergen & mann ---> Asia
1/3;forfatter & Bergen & mann ---> yngre enn 20
1/3;forfatter & Bodø & mann ---> Australia
1/3;forfatter & Bodø & mann ---> mellom 40 og 50
1/3;fotograf & Asia & mann ---> eldre enn 60
1/3;fotograf & Asia & mann ---> Ålesund
1/3;fotograf & Nord Amerika & mann ---> Trondheim
1/3;fotograf & Nord Amerika & mann ---> eldre enn 60
1/3;frisør & Tromsø & mann ---> Nord Amerika
1/3;frisør & Tromsø & mann ---> eldre enn 60
1/3;frisør & Trondheim & mann ---> Australia
1/3;frisør & Trondheim & mann ---> eldre enn 60
1/3;frisør & Ålesund ---> Australia
1/3;kvinne & mellom 40 og 50 & rørlegger ---> Nord Amerika
1/3;mellom 20 og 30 & Trondheim ---> mann
1/3;mellom 30 og 40 & Afrika ---> Bergen
1/3;mellom 30 og 40 & Afrika ---> mann
1/3;mellom 30 og 40 & Afrika ---> modell
