COUNT;HORN RULES (filtered)
1/3;mellom 30 og 40 & kvinne ---> Bergen
1/3;sykepleier & Afrika ---> kvinne
1/3;yngre enn 20 & kvinne ---> sykepleier
1/3;Australia & kvinne & mellom 40 og 50 ---> FALSE
1/3;Bergen & Nord Amerika ---> FALSE
1/3;Europa & kvinne & rørlegger ---> FALSE
1/3;Kristiansand & Sør Amerika & kvinne & mellom 50 og 60 & rørlegger ---> FALSE
1/3;Tromsø & Nord Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/3;Trondheim & Sør Amerika & mann & advokat ---> FALSE
1/3;forfatter & Oslo & mann ---> FALSE
1/3;forfatter & Stavanger & mann ---> FALSE
1/3;forfatter & kvinne & eldre enn 60 ---> FALSE
1/3;fotograf & Kristiansand & mann ---> FALSE
1/3;fotograf & Stavanger & mann & mellom 40 og 50 ---> FALSE
1/3;fotograf & mellom 30 og 40 & Bodø & Australia & mann ---> FALSE
1/3;frisør & Stavanger & mellom 30 og 40 & Sør Amerika & mann ---> FALSE
1/3;kvinne & elektriker ---> FALSE
1/3;mellom 20 og 30 & forfatter & Ålesund & mann ---> FALSE
1/3;mellom 20 og 30 & fotograf & mann ---> FALSE
1/3;mellom 20 og 30 & sykepleier & Oslo & mann ---> FALSE
1/3;sykepleier & Bodø & mann ---> FALSE
1/3;sykepleier & Trondheim & mellom 30 og 40 & Sør Amerika & mann ---> FALSE
1/3;sykepleier & Ålesund & mann ---> FALSE
1/3;Bergen & mellom 50 og 60 ---> Afrika
1/3;Bergen & mellom 50 og 60 ---> fotograf
1/3;Bergen & mellom 50 og 60 ---> kvinne
1/3;Kristiansand & elektriker ---> mann
1/3;Oslo & Afrika & kvinne ---> sykepleier
1/3;Stavanger & Europa ---> advokat
1/3;Stavanger & Europa ---> eldre enn 60
1/3;Stavanger & Europa ---> mann
1/3;Sør Amerika & mellom 40 og 50 ---> Stavanger
1/3;Sør Amerika & mellom 40 og 50 ---> kvinne
1/3;Sør Amerika & mellom 40 og 50 ---> rørlegger
1/3;Tromsø & elektriker ---> Australia
1/3;Tromsø & elektriker ---> eldre enn 60
1/3;Tromsø & elektriker ---> mann
1/3;Trondheim & mellom 30 og 40 ---> mann
1/3;forfatter & Stavanger & mann ---> Sør Amerika
1/3;forfatter & Stavanger & mann ---> eldre enn 60
1/3;fotograf & Stavanger & mann ---> eldre enn 60
1/3;fotograf & Tromsø ---> kvinne
1/3;kvinne & eldre enn 60 ---> sykepleier
1/3;kvinne & mellom 40 og 50 & rørlegger ---> Sør Amerika
1/3;mellom 30 og 40 & kvinne & rørlegger ---> Kristiansand
1/3;sykepleier & eldre enn 60 ---> kvinne
1/3;Ålesund & Sør Amerika ---> elektriker
1/3;Ålesund & Sør Amerika ---> mann
1/3;Ålesund & Sør Amerika ---> yngre enn 20
1/3;Bodø & Afrika ---> FALSE
1/3;Bodø & kvinne & rørlegger ---> FALSE
1/3;Kristiansand & Afrika & kvinne & mellom 40 og 50 ---> FALSE
1/3;Stavanger & Sør Amerika & mann & rørlegger ---> FALSE
1/3;Trondheim & Europa & mann & advokat ---> FALSE
1/3;fotograf & Kristiansand & Asia & mann & mellom 50 og 60 ---> FALSE
1/3;fotograf & Oslo & Sør Amerika & mann ---> FALSE
1/3;fotograf & Trondheim & Australia & mann & mellom 50 og 60 ---> FALSE
1/3;fotograf & Ålesund & mann ---> FALSE
1/3;frisør & Bodø & Australia & mann & mellom 40 og 50 ---> FALSE
1/3;frisør & Oslo & mann ---> FALSE
1/3;frisør & Stavanger & mann ---> FALSE
1/3;frisør & Tromsø & mann ---> FALSE
1/3;kvinne & mellom 40 og 50 & elektriker ---> FALSE
1/3;mellom 20 og 30 & Stavanger & Sør Amerika & mann & modell ---> FALSE
1/3;mellom 20 og 30 & frisør & kvinne ---> FALSE
1/3;mellom 20 og 30 & sykepleier & Stavanger & mann ---> FALSE
1/3;sykepleier & Bodø & Australia & mann ---> FALSE
1/3;sykepleier & Oslo & mann ---> FALSE
1/3;sykepleier & Tromsø & Asia & mann ---> FALSE
1/3;sykepleier & mann & mellom 40 og 50 ---> FALSE
1/3;sykepleier & Ålesund & Afrika & mann & mellom 50 og 60 ---> FALSE
1/3;yngre enn 20 & Asia & kvinne ---> FALSE
1/3;yngre enn 20 & frisør & Ålesund & Nord Amerika & mann ---> FALSE
1/3;yngre enn 20 & kvinne & elektriker ---> FALSE
1/3;yngre enn 20 & kvinne & rørlegger ---> FALSE
1/3;Ålesund & mellom 30 og 40 & Europa & kvinne ---> FALSE
