COUNT;HORN RULES (filtered)
2/3;Oslo & kvinne ---> modell
2/3;frisør & kvinne ---> FALSE
2/3;kvinne & elektriker ---> FALSE
2/3;Ålesund & kvinne ---> modell
2/3;kvinne & rørlegger ---> FALSE
1/3;Afrika & kvinne ---> modell
1/3;Oslo & kvinne ---> eldre enn 60
1/3;Stavanger & kvinne ---> modell
1/3;Trondheim & kvinne ---> Asia
1/3;Trondheim & kvinne ---> forfatter
1/3;Trondheim & kvinne ---> yngre enn 20
1/3;kvinne & mellom 40 og 50 ---> modell
1/3;kvinne & mellom 50 og 60 ---> Nord Amerika
1/3;kvinne & mellom 50 og 60 ---> Stavanger
1/3;kvinne & mellom 50 og 60 ---> modell
1/3;mann & modell ---> Europa
1/3;mann & modell ---> Tromsø
1/3;mann & modell ---> mellom 20 og 30
1/3;mellom 20 og 30 & kvinne ---> modell
1/3;sykepleier & Tromsø ---> Europa
1/3;sykepleier & Tromsø ---> kvinne
1/3;sykepleier & Tromsø ---> yngre enn 20
1/3;fotograf & mellom 30 og 40 & Bodø & kvinne ---> FALSE
1/3;Ålesund & Europa & kvinne & modell ---> FALSE
1/3;Afrika ---> kvinne
1/3;Afrika ---> modell
1/3;Bergen ---> kvinne
1/3;Bergen ---> modell
1/3;Oslo & kvinne ---> Sør Amerika
1/3;Tromsø & kvinne ---> Australia
1/3;Tromsø & kvinne ---> mellom 50 og 60
1/3;Tromsø & kvinne ---> modell
1/3;forfatter & kvinne ---> Asia
1/3;forfatter & kvinne ---> Bodø
1/3;kvinne & eldre enn 60 ---> Afrika
1/3;kvinne & eldre enn 60 ---> Trondheim
1/3;kvinne & eldre enn 60 ---> modell
1/3;sykepleier & eldre enn 60 ---> mann
1/3;sykepleier & eldre enn 60 ---> Ålesund
1/3;Ålesund & kvinne ---> Australia
1/3;Bodø & Sør Amerika & kvinne ---> FALSE
1/3;Kristiansand & kvinne & mellom 40 og 50 ---> FALSE
1/3;Nord Amerika & mann & mellom 50 og 60 & modell ---> FALSE
1/3;Stavanger & kvinne ---> FALSE
1/3;Trondheim & Australia & kvinne & mellom 40 og 50 ---> FALSE
1/3;mellom 20 og 30 & sykepleier & Europa & mann ---> FALSE
1/3;sykepleier & Bodø & kvinne & mellom 50 og 60 ---> FALSE
1/3;fotograf ---> mann
1/3;kvinne & mellom 40 og 50 ---> Europa
1/3;kvinne & mellom 40 og 50 ---> sykepleier
1/3;mellom 30 og 40 & kvinne ---> Kristiansand
1/3;mellom 30 og 40 & kvinne ---> Nord Amerika
1/3;mellom 30 og 40 & kvinne ---> modell
1/3;Ålesund & kvinne ---> Afrika
1/3;Bergen & Sør Amerika & kvinne & advokat ---> FALSE
1/3;Tromsø & kvinne ---> FALSE
1/3;mellom 20 og 30 & Bodø & Nord Amerika & kvinne ---> FALSE
1/3;sykepleier & Afrika & mann ---> FALSE
1/3;yngre enn 20 & Oslo & Asia & mann & modell ---> FALSE
