ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;3;2.387
2;89;2;2.267
3;90;1;2.248
4;120;2;1.823
5;94;3;1.860
6;90;3;2.313
7;89;1;1.290
8;90;2;3.236
9;114;6;5.461
10;121;1;3.146
11;143;1;2.731
12;124;5;4.199
13;125;2;4.241
14;147;5;5.757
15;162;1;3.271
16;171;1;4.624
17;152;2;3.482
18;153;1;5.744
19;128;2;3.457
20;129;1;5.587
21;138;1;6.358
22;147;2;7.896
23;162;1;8.366
24;161;1;5.730
25;146;1;5.258
26;143;2;3.832
27;142;2;3.770
28;160;3;6.267
29;169;3;9.056
30;161;1;5.435
31;162;3;9.190
32;159;1;5.499
33;165;2;6.249
34;162;2;3.721
35;141;2;3.773
36;138;1;3.209
37;151;2;9.286
38;150;4;5.745
39;153;4;8.429
40;148;3;7.519
41;169;1;6.331
42;165;4;5.512
43;165;5;9.308
44;174;3;8.108
45;172;4;5.686
46;169;4;5.824
47;170;1;8.592
48;155;5;9.636
49;156;2;6.884
50;150;3;9.417
51;156;1;7.282
52;165;3;10.066
53;168;1;9.359
54;169;1;9.933
55;167;1;3.973
56;174;1;10.662
57;198;2;9.890
58;194;2;5.566
59;194;2;11.759
60;190;1;4.665
61;199;2;12.743
62;209;1;9.490
63;208;1;4.935
64;187;1;4.371
65;194;1;8.937
66;209;2;13.625
67;223;2;13.895
68;222;1;10.992
69;221;2;5.888
70;228;2;14.350
71;225;2;6.126
72;210;3;11.793
73;217;1;13.231
74;210;6;13.902
75;226;1;10.273
76;227;2;13.624
77;242;1;10.903
78;233;2;12.082
79;213;2;5.586
80;228;1;11.507
81;234;1;11.934
82;225;2;12.620
83;225;1;10.397
84;243;4;15.851
85;242;1;11.927
86;230;1;11.328
87;227;1;5.034
88;240;1;12.749
89;249;2;14.861
90;256;5;16.138
91;257;1;15.533
92;258;3;17.840
93;259;1;13.486
94;268;1;17.842
95;265;1;7.753
96;266;13;26.803
97;252;2;14.947
98;253;1;17.917
99;268;1;19.258
100;252;3;9.712
101;252;3;16.572
102;267;6;20.782
103;274;1;18.389
104;276;3;22.817
105;277;3;23.283
106;291;2;22.861
107;290;6;14.194
108;297;5;26.738
109;290;1;22.200
110;296;2;22.257
111;288;2;21.093
112;304;1;22.902
113;305;2;26.159
114;319;2;27.541
115;326;1;27.664
116;319;5;25.936
117;320;3;29.248
118;329;6;26.472
119;338;6;34.199
120;337;4;16.194
121;335;7;18.155
122;320;2;24.247
123;311;3;24.019
124;312;8;34.618
125;320;5;32.196
126;329;9;36.918
127;337;1;25.224
128;338;1;32.516
129;347;4;35.887
130;348;6;38.559
131;347;1;15.706
132;349;2;27.287
133;361;1;33.465
134;362;1;37.003
135;376;2;39.961
136;383;1;39.207
137;369;1;29.216
138;368;6;21.213
139;377;4;41.678
140;379;2;30.847
141;388;4;44.218
142;394;1;37.722
143;395;4;36.419
144;403;4;40.533
145;401;1;20.672
146;410;3;45.739
147;411;3;46.762
148;426;2;48.501
149;410;1;21.721
150;428;2;38.501
151;412;1;21.872
152;413;5;42.482
153;414;7;53.079
154;415;1;49.711
155;430;2;52.335
156;428;2;24.576
157;444;1;41.207
158;450;2;49.980
159;448;1;42.553
160;448;1;43.286
161;448;6;52.646
162;455;2;44.436
163;456;1;54.601
164;457;2;46.176
165;465;2;45.519
166;479;1;55.001
167;480;3;50.003
168;479;1;47.134
169;486;1;58.032
170;485;5;31.934
171;499;1;58.171
172;508;1;61.162
173;515;1;49.773
174;529;1;63.103
175;538;3;69.527
176;534;1;54.346
177;535;1;67.057
178;536;1;68.108
179;551;4;73.364
180;560;3;74.497
181;559;1;36.913
182;558;2;37.576
183;574;4;62.511
184;583;10;84.263
185;590;4;65.191
186;597;1;78.532
187;589;1;75.837
188;595;1;78.326
189;596;2;80.852
190;582;9;48.859
191;572;6;68.789
192;555;2;39.722
193;540;1;37.078
194;546;8;69.639
195;547;5;82.277
196;559;1;64.727
197;565;1;71.186
198;564;1;39.344
199;571;5;85.532
200;568;6;44.821
