ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;108;1;2.078
2;116;2;1.840
3;118;6;3.439
4;90;1;0.515
5;88;1;0.904
6;88;2;1.981
7;89;1;1.746
8;117;1;1.825
9;92;3;2.195
10;89;15;6.195
