ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;1.728
2;112;1;1.344
3;118;3;2.233
4;92;1;0.574
5;87;1;0.750
6;94;2;1.768
7;103;3;2.554
8;98;3;3.006
9;95;1;1.138
10;109;2;2.808
11;110;4;4.036
12;109;4;3.043
13;127;1;2.321
14;133;3;3.879
15;135;1;2.383
16;136;1;2.592
17;114;2;2.216
18;116;4;4.550
19;117;1;2.768
20;118;1;3.543
21;116;3;3.115
22;136;1;3.453
23;143;3;4.557
24;143;1;3.408
25;149;3;4.956
26;167;1;4.571
27;174;1;4.334
28;172;1;3.008
29;169;1;2.979
30;169;4;7.055
31;160;5;7.283
32;167;3;5.488
33;182;2;5.760
34;195;1;5.530
35;178;1;3.488
36;184;1;5.979
37;185;1;6.038
38;193;6;8.848
39;202;2;6.653
40;203;4;8.309
41;192;2;6.901
42;190;2;4.268
43;186;1;6.461
44;183;2;4.127
45;169;3;4.614
46;170;1;6.924
47;162;1;6.441
48;169;6;9.241
49;190;2;7.870
50;189;1;4.268
51;198;3;8.774
52;210;2;9.769
53;212;13;15.699
54;193;1;4.230
55;189;7;7.784
56;186;2;4.453
57;187;2;8.463
58;184;3;4.720
59;201;1;7.967
60;197;5;10.992
61;182;3;9.346
62;180;2;4.375
63;181;13;14.611
64;182;4;9.694
65;182;11;14.230
66;202;9;13.696
67;200;10;9.985
68;199;2;9.761
69;198;2;4.667
70;199;2;8.906
71;200;2;9.771
72;201;6;12.339
73;202;2;10.282
74;199;3;5.446
75;197;2;4.752
76;212;2;10.409
77;232;1;10.900
78;219;14;13.230
79;220;1;11.393
80;235;3;12.718
81;233;18;16.361
82;233;4;14.137
83;234;7;15.531
84;221;11;18.020
85;241;3;13.882
86;240;15;14.804
87;239;23;19.698
88;237;5;15.842
89;238;44;40.030
90;236;6;8.351
91;235;11;11.378
92;244;2;12.486
93;239;4;14.840
94;236;5;7.571
95;236;15;21.813
96;242;38;35.670
97;243;3;14.746
98;242;5;8.304
99;257;2;13.719
100;256;18;16.795
101;264;8;17.988
102;273;16;23.838
103;282;15;23.876
104;264;23;20.948
105;278;25;32.094
106;269;3;17.562
107;270;15;24.686
108;261;12;22.782
109;270;12;22.925
110;262;1;15.572
111;271;1;15.844
112;251;27;24.707
113;248;4;8.485
114;265;2;16.665
115;248;2;16.971
116;257;27;33.345
117;271;15;26.213
118;270;4;9.028
119;279;21;30.613
120;285;4;19.699
121;271;48;49.815
122;270;40;34.055
123;250;35;29.977
124;248;14;14.858
