COUNT;HORN RULES (filtered)
1/1;Bodø & Asia ---> kvinne
1/1;Bodø & Asia ---> mellom 30 og 40
1/1;Bodø & Asia ---> sykepleier
1/1;Bodø & Nord Amerika & mann ---> eldre enn 60
1/1;Bodø & Nord Amerika & mann ---> sveiser
1/1;Oslo & Australia & mann ---> elektriker
1/1;Oslo & Australia & mann ---> mellom 30 og 40
1/1;Stavanger & psykolog ---> mann
1/1;Trondheim & Nord Amerika ---> kvinne
1/1;Trondheim & Nord Amerika ---> mellom 20 og 30
1/1;Trondheim & Nord Amerika ---> politiker
1/1;Trondheim & Sør Amerika & mann ---> elektriker
1/1;Trondheim & Sør Amerika & mann ---> mellom 50 og 60
1/1;arkitekt & Afrika & kvinne ---> Kristiansand
1/1;arkitekt & Afrika & kvinne ---> yngre enn 20
1/1;arkitekt & Australia & kvinne ---> Trondheim
1/1;arkitekt & Australia & kvinne ---> mellom 20 og 30
1/1;arkitekt & Ålesund ---> Europa
1/1;arkitekt & Ålesund ---> kvinne
1/1;arkitekt & Ålesund ---> yngre enn 20
1/1;elektriker & Trondheim & Australia & mann ---> mellom 30 og 40
1/1;kvinne & rørlegger ---> Australia
1/1;kvinne & rørlegger ---> Tromsø
1/1;kvinne & rørlegger ---> yngre enn 20
1/1;mann & mellom 40 og 50 & psykolog ---> Stavanger
1/1;mann & mellom 40 og 50 & psykolog ---> Sør Amerika
1/1;mellom 20 og 30 & Bodø ---> Australia
1/1;mellom 20 og 30 & Bodø ---> kvinne
1/1;mellom 20 og 30 & Bodø ---> politiker
1/1;mellom 20 og 30 & Oslo & kvinne ---> Nord Amerika
1/1;mellom 20 og 30 & Oslo & kvinne ---> sykepleier
1/1;politiker & mellom 30 og 40 ---> kvinne
1/1;politiker & mellom 40 og 50 ---> kvinne
1/1;yngre enn 20 & Oslo ---> Nord Amerika
1/1;yngre enn 20 & Oslo ---> arkitekt
1/1;yngre enn 20 & Oslo ---> kvinne
1/1;yngre enn 20 & arkitekt ---> kvinne
1/1;Ålesund & kvinne & mellom 50 og 60 ---> politiker
1/1;Bodø & kvinne & mellom 50 og 60 ---> FALSE
1/1;Kristiansand & kvinne & mellom 50 og 60 ---> FALSE
1/1;Oslo & Europa ---> FALSE
1/1;Oslo & mellom 30 og 40 & Sør Amerika & mann & psykolog ---> FALSE
1/1;Tromsø & Asia ---> FALSE
1/1;Tromsø & Australia & mann & eldre enn 60 ---> FALSE
1/1;Tromsø & Nord Amerika & kvinne & mellom 50 og 60 ---> FALSE
1/1;arkitekt & Bergen & Sør Amerika & kvinne & mellom 50 og 60 ---> FALSE
1/1;arkitekt & Europa & kvinne & mellom 40 og 50 ---> FALSE
1/1;arkitekt & Oslo & kvinne & eldre enn 60 ---> FALSE
1/1;arkitekt & mellom 30 og 40 & kvinne ---> FALSE
1/1;elektriker & kvinne & eldre enn 60 ---> FALSE
1/1;elektriker & kvinne & mellom 40 og 50 ---> FALSE
1/1;elektriker & kvinne & mellom 50 og 60 ---> FALSE
1/1;elektriker & mellom 30 og 40 & kvinne ---> FALSE
1/1;mann & eldre enn 60 & psykolog ---> FALSE
1/1;mann & frisør ---> FALSE
1/1;mann & sykepleier ---> FALSE
1/1;mellom 20 og 30 & Australia & mann & psykolog ---> FALSE
1/1;mellom 20 og 30 & arkitekt & Kristiansand & kvinne ---> FALSE
1/1;mellom 20 og 30 & elektriker & Ålesund & Europa & kvinne ---> FALSE
1/1;sveiser & Nord Amerika & kvinne ---> FALSE
1/1;sveiser & mellom 30 og 40 & Australia & kvinne ---> FALSE
1/1;Ålesund & mann & psykolog ---> FALSE
