COUNT;HORN RULES (filtered)
3/3;elektriker & kvinne ---> FALSE
3/3;kvinne & rørlegger ---> FALSE
3/3;mann & frisør ---> FALSE
3/3;mann & sykepleier ---> FALSE
3/3;sveiser & kvinne ---> FALSE
2/3;arkitekt & kvinne ---> FALSE
1/3;Asia & mann & psykolog ---> mellom 20 og 30
1/3;Asia & mann & psykolog ---> Ålesund
1/3;Oslo & Europa ---> kvinne
1/3;Oslo & Europa ---> sykepleier
1/3;Tromsø ---> kvinne
1/3;Tromsø ---> mellom 20 og 30
1/3;Tromsø ---> psykolog
1/3;yngre enn 20 & kvinne ---> sykepleier
1/3;Afrika & mann & psykolog ---> FALSE
1/3;Australia & mann & psykolog ---> FALSE
1/3;Bergen & Afrika & mann & mellom 40 og 50 ---> FALSE
1/3;Sør Amerika & mann & psykolog ---> FALSE
1/3;mellom 30 og 40 & Sør Amerika & mann ---> FALSE
1/3;Bergen & psykolog ---> Nord Amerika
1/3;Bergen & psykolog ---> mann
1/3;Bergen & psykolog ---> yngre enn 20
1/3;arkitekt ---> mann
1/3;kvinne & eldre enn 60 ---> psykolog
1/3;politiker ---> mann
1/3;Ålesund & psykolog ---> Afrika
1/3;Ålesund & psykolog ---> eldre enn 60
1/3;Ålesund & psykolog ---> kvinne
1/3;Kristiansand & Afrika & mann & mellom 40 og 50 & psykolog ---> FALSE
1/3;Stavanger & Asia & kvinne & psykolog ---> FALSE
1/3;Trondheim & mellom 30 og 40 & Nord Amerika & mann & psykolog ---> FALSE
1/3;mellom 40 og 50 ---> Afrika
1/3;mellom 40 og 50 ---> elektriker
1/3;mellom 40 og 50 ---> mann
1/3;mellom 40 og 50 ---> Ålesund
1/3;Tromsø & Sør Amerika & kvinne ---> FALSE
1/3;mellom 20 og 30 & Bodø & Nord Amerika & kvinne ---> FALSE
1/3;mellom 20 og 30 & mann & psykolog ---> FALSE
1/3;mellom 30 og 40 & Nord Amerika & mann & psykolog ---> FALSE
1/3;politiker & kvinne ---> FALSE
