ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)
1;94;1;4.244
2;116;2;3.205
3;118;4;4.666
4;92;2;1.632
5;90;2;1.800
6;88;1;1.050
7;88;1;1.582
8;89;2;2.699
9;109;6;7.093
10;121;1;2.871
11;110;1;2.837
12;108;4;4.233
13;109;4;5.553
14;110;2;4.838
15;112;1;3.368
16;119;1;4.180
17;136;1;5.289
18;137;1;6.355
19;153;1;4.309
20;154;1;6.880
21;151;5;7.058
22;158;4;6.847
23;182;2;6.146
24;191;1;4.991
25;215;2;7.189
26;223;1;6.482
27;243;3;9.332
28;223;2;5.491
29;216;3;8.640
30;229;2;8.947
31;219;5;11.983
32;233;9;15.285
33;191;1;4.383
34;189;1;4.065
35;183;3;5.796
36;183;2;6.998
37;179;1;3.984
38;157;3;5.097
39;156;1;7.712
40;157;5;9.076
41;155;3;4.958
42;176;1;6.067
43;176;4;10.085
44;174;3;5.313
45;155;3;5.139
46;157;1;6.888
47;177;1;7.451
48;184;1;8.758
49;191;1;9.987
50;190;2;5.543
51;199;4;10.774
52;193;1;8.931
53;191;11;13.885
54;198;1;8.739
55;196;5;8.588
56;205;1;9.070
57;219;1;9.998
58;217;5;8.891
59;216;2;5.990
60;230;3;13.736
61;239;10;19.227
62;234;7;19.687
63;235;2;14.402
64;244;7;16.905
65;260;1;15.400
66;257;12;17.419
67;270;1;16.460
68;279;4;21.211
69;279;1;16.369
70;257;2;8.547
71;264;19;37.555
72;255;11;24.498
73;253;1;7.262
74;252;10;16.158
75;246;22;35.206
76;233;22;34.442
77;224;1;12.790
78;233;2;12.918
79;232;3;8.058
80;247;1;12.783
81;246;11;16.589
82;253;1;13.004
83;259;3;16.178
84;268;1;17.694
85;267;13;19.796
86;273;2;15.787
87;280;31;49.483
88;276;2;16.427
89;264;1;15.303
90;271;8;27.556
91;286;11;26.586
92;266;5;21.664
93;267;17;37.474
94;276;1;16.717
95;284;4;20.577
96;269;9;16.593
97;254;5;26.212
98;271;4;26.241
99;269;7;14.651
100;278;3;18.878
101;278;12;29.765
102;287;5;28.743
103;293;12;35.857
104;290;20;28.792
105;287;15;24.133
106;293;19;41.128
107;286;8;24.982
108;300;12;29.257
109;309;16;33.724
110;297;4;12.267
111;298;21;43.161
112;315;43;69.989
113;314;1;10.399
114;323;4;24.014
115;314;9;29.682
116;306;4;23.425
117;315;14;40.796
118;316;2;22.172
119;315;21;31.502
120;313;4;13.491
121;321;5;26.383
122;327;26;50.562
123;310;3;23.738
124;319;20;40.866
125;325;8;32.399
126;324;8;18.226
127;325;1;27.780
128;334;2;23.237
129;322;5;15.334
130;323;6;34.763
131;314;10;32.190
132;307;8;29.468
133;298;6;26.810
134;297;8;17.127
135;291;19;40.353
136;290;6;14.593
137;303;7;35.163
138;293;10;31.543
139;291;2;10.541
140;300;1;22.193
141;316;2;25.189
142;302;15;25.176
143;300;6;15.502
144;290;17;39.886
145;276;2;9.889
146;285;1;22.422
147;294;3;31.818
148;292;2;10.833
149;298;3;30.649
150;297;33;43.081
151;296;8;16.767
152;297;20;43.126
153;296;6;14.707
154;303;17;40.178
155;312;14;38.546
156;303;4;34.943
157;298;9;33.563
158;296;12;21.506
159;305;1;33.471
160;304;5;15.198
161;312;8;34.107
162;321;2;27.939
163;322;1;34.705
164;321;1;11.358
165;313;30;58.270
166;330;3;38.269
167;315;8;19.087
168;315;14;42.364
169;324;3;30.934
170;323;24;54.359
171;330;11;49.098
172;331;10;39.411
173;330;7;18.727
174;345;8;38.309
175;332;5;16.821
176;318;10;21.542
177;318;29;61.246
178;317;3;13.996
179;315;1;11.727
180;313;15;45.144
181;302;10;20.087
182;317;7;36.039
183;303;1;30.419
184;301;2;29.961
185;300;16;26.193
186;302;3;30.770
187;303;2;29.500
188;304;3;41.283
189;313;6;45.362
190;311;9;38.508
191;310;2;37.861
192;307;11;21.082
193;316;6;33.862
194;302;22;32.639
195;301;1;10.562
196;286;3;11.915
197;287;2;37.862
198;287;3;31.976
199;302;9;38.359
200;311;2;40.841
-;-;-;-;1:09:43
