ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)
1;88;1;0.929
2;89;1;1.295
3;105;1;1.369
4;91;2;1.556
5;93;6;3.466
6;88;1;0.836
7;112;2;1.931
8;113;1;1.519
9;133;1;1.927
10;116;1;1.933
11;95;1;1.082
12;91;4;2.316
13;92;1;1.565
14;106;1;1.973
15;107;9;5.759
16;115;1;2.309
17;139;1;2.550
18;141;6;4.965
19;120;3;2.394
20;133;4;3.955
21;129;1;1.714
22;130;3;3.639
23;119;1;2.924
24;116;1;1.574
25;128;3;4.234
26;136;4;4.727
27;115;2;2.117
28;128;4;4.690
29;125;2;2.322
30;115;1;3.612
31;112;1;1.664
32;113;4;4.617
33;116;1;3.658
34;116;4;4.535
35;123;3;4.384
36;129;1;3.897
37;130;1;4.148
38;138;5;6.090
39;139;3;5.886
40;140;7;7.524
41;139;1;2.601
42;137;1;2.575
43;146;3;5.830
44;147;3;6.639
45;165;8;9.179
46;181;3;7.462
47;180;4;8.160
48;179;3;4.497
49;177;4;5.153
50;190;1;6.381
51;198;3;7.914
52;205;1;7.042
53;211;8;11.261
54;198;1;7.259
55;206;2;7.936
56;201;3;8.663
57;202;5;10.168
58;199;2;4.665
59;183;2;4.416
60;190;3;9.022
61;191;3;10.073
62;190;1;4.479
63;189;3;9.771
64;195;8;11.875
65;197;3;9.763
66;191;11;9.282
67;192;2;10.158
68;189;6;12.184
69;196;5;12.361
70;195;4;11.334
71;175;2;4.857
72;172;1;4.168
73;179;1;10.695
74;176;2;5.088
75;173;3;10.997
76;185;6;12.771
77;188;2;10.686
78;181;1;10.122
79;178;27;17.470
80;159;16;11.069
81;159;2;9.990
82;161;2;10.053
83;160;5;5.572
84;161;5;11.801
85;159;3;10.179
86;160;2;9.599
87;182;7;13.599
88;162;1;3.528
89;171;1;10.179
90;162;3;10.991
91;163;10;13.970
92;165;1;10.184
93;171;9;13.796
94;170;5;5.841
95;169;4;5.655
96;166;5;12.497
97;159;5;13.057
98;168;2;11.110
99;175;3;11.869
100;164;1;4.527
101;165;3;13.208
102;163;4;5.897
103;179;9;16.048
104;177;5;6.686
105;172;2;12.411
106;158;1;4.136
107;156;2;4.704
108;155;5;5.861
109;154;2;11.867
110;160;9;15.028
111;161;3;11.898
112;174;6;14.719
113;181;1;12.945
114;172;13;18.695
115;173;1;12.757
116;182;1;12.309
117;174;4;14.410
118;175;2;14.509
119;176;1;14.809
120;198;3;15.195
121;214;1;15.330
122;200;3;6.761
123;181;7;8.345
124;180;19;14.151
125;177;7;7.991
126;192;2;16.013
127;194;1;15.716
128;201;7;20.388
129;190;16;13.397
130;189;6;8.128
131;190;4;18.842
132;197;3;18.994
133;199;18;25.869
134;195;3;7.262
135;204;9;22.072
136;191;1;18.448
137;193;2;19.424
138;186;4;7.926
139;185;4;7.806
140;186;10;24.319
141;188;6;21.430
142;187;3;19.530
143;185;3;7.537
144;182;11;23.588
145;179;7;9.388
146;180;6;20.954
147;195;1;18.823
148;191;3;7.882
149;190;1;6.753
150;188;7;20.895
151;196;1;17.450
152;205;5;20.300
153;211;4;20.415
154;211;9;23.101
155;189;3;19.753
156;204;1;18.011
157;210;4;20.691
158;211;2;20.992
159;221;2;20.419
160;230;5;22.605
161;229;6;10.493
162;230;12;26.598
163;239;7;24.882
164;241;4;24.624
165;247;10;28.312
166;238;2;23.993
167;245;12;30.900
168;254;1;25.024
169;233;4;10.130
170;231;1;8.032
171;238;2;26.176
172;239;2;26.287
173;236;3;9.706
174;229;1;23.908
175;236;6;27.469
176;237;2;26.398
177;243;1;24.687
178;255;5;27.235
179;268;1;29.081
180;268;13;33.183
181;275;8;33.645
182;276;1;27.564
183;267;10;32.477
184;268;10;36.485
185;277;1;28.016
186;276;5;30.558
187;269;2;27.886
188;270;1;27.558
189;271;2;30.663
190;280;6;31.294
191;278;4;13.297
192;279;4;30.768
193;293;2;32.152
194;284;3;31.705
195;283;6;15.110
196;301;2;31.956
197;300;4;35.963
198;306;3;35.194
199;289;3;13.326
200;288;3;32.912
-;-;-;-;0:43:19
