ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)
1;88;2;1.323
2;116;5;2.838
3;90;67;30.187
4;91;44;19.137
5;88;1;0.633
6;87;4;1.975
7;88;1;1.212
8;90;1;1.496
9;97;1;1.479
10;94;26;11.441
11;95;3;2.542
12;102;1;1.843
13;99;1;2.067
14;100;2;2.408
15;120;7;4.992
16;129;1;2.566
17;125;3;2.720
18;126;1;2.636
19;133;1;3.142
20;147;1;3.431
21;154;3;4.575
22;147;1;4.232
23;156;2;4.422
24;176;1;4.492
25;178;2;5.141
26;184;1;4.779
27;199;1;5.100
28;197;3;5.157
29;198;6;8.382
30;212;2;6.751
31;221;3;7.664
32;238;6;10.209
33;258;4;9.552
34;266;5;10.544
35;265;4;8.209
36;271;4;10.266
37;285;4;10.695
38;266;1;6.297
39;246;6;8.526
40;240;3;9.532
41;238;37;24.142
42;239;6;10.666
43;236;4;6.406
44;235;1;4.856
45;236;15;14.943
46;245;4;10.294
47;254;4;10.683
48;268;2;10.624
49;256;1;10.110
50;262;3;11.021
51;270;3;11.147
52;271;22;22.040
53;293;13;18.050
54;302;15;20.168
55;288;2;13.146
56;296;28;27.994
57;276;3;8.836
58;277;9;17.160
59;276;5;10.285
60;290;26;27.113
61;296;53;43.500
62;303;18;23.783
63;310;20;25.799
64;304;37;30.230
65;311;43;40.214
66;318;64;53.985
67;332;1;16.566
68;313;11;16.180
69;314;16;25.476
70;313;9;14.611
71;328;9;23.484
72;326;3;11.868
73;325;1;10.883
74;321;5;12.502
75;318;23;30.118
76;317;6;12.404
77;316;11;14.711
78;313;5;11.300
79;312;3;10.544
80;312;40;40.807
81;314;46;44.973
82;321;23;32.560
83;323;13;26.427
84;319;19;28.718
85;307;8;21.045
86;304;8;12.661
87;304;40;39.135
88;304;4;18.766
89;297;35;35.769
90;299;14;23.307
91;306;1;16.233
92;285;7;10.826
93;283;20;17.909
94;277;9;11.544
95;276;10;12.255
96;277;5;18.665
97;276;4;9.062
98;284;14;23.645
99;285;53;45.847
100;301;16;26.446
-;-;-;-;0:24:39
