ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;2;1.377
2;89;1;1.265
3;113;3;2.208
4;92;1;1.213
5;88;3;1.987
6;89;7;4.136
7;88;2;1.373
8;89;1;1.693
9;96;3;3.044
10;97;2;2.284
11;121;3;3.159
12;143;3;3.507
13;122;1;1.737
14;99;1;2.484
15;102;5;3.610
16;99;2;1.273
17;99;2;2.111
18;119;1;2.128
19;126;2;2.610
20;127;1;2.417
21;141;2;3.256
22;142;1;2.836
23;139;3;3.139
24;140;2;4.304
25;141;5;6.209
26;140;1;2.772
27;152;1;4.412
28;154;1;4.384
29;174;1;4.940
30;181;3;6.581
31;199;4;6.936
32;178;4;4.991
33;159;1;3.164
34;149;3;6.086
35;150;1;5.790
36;157;3;6.374
37;155;5;8.003
38;158;4;6.848
39;154;2;3.618
40;170;1;6.182
41;185;1;5.789
42;179;1;6.139
43;196;2;7.163
44;193;2;4.629
45;173;1;3.766
46;181;2;7.685
47;197;7;11.023
48;184;2;8.082
49;181;1;3.940
50;162;4;5.027
51;159;2;3.871
52;158;1;3.442
53;155;2;3.621
54;170;5;8.971
55;171;2;7.911
56;186;3;9.052
57;194;1;8.949
58;194;1;9.146
59;191;1;4.286
60;199;2;9.154
61;197;2;4.728
62;175;3;8.543
63;177;1;7.165
64;178;1;7.739
65;196;4;10.352
66;195;1;3.908
67;208;2;9.408
68;192;3;5.287
69;191;1;4.217
70;188;1;8.650
71;196;1;8.616
72;197;1;9.206
73;177;1;4.107
74;185;4;10.564
75;185;1;9.124
76;183;3;9.985
77;163;1;3.771
78;164;5;10.845
79;157;3;9.840
80;155;4;4.994
81;138;3;9.850
82;139;1;7.831
83;138;1;3.107
84;153;4;9.350
85;154;2;9.106
86;151;3;9.424
87;158;1;8.861
88;156;3;4.706
89;169;4;10.951
90;168;1;3.860
91;167;1;8.865
92;187;2;9.700
93;194;3;10.092
94;174;5;11.038
95;183;4;11.063
96;189;2;10.875
97;188;4;5.720
98;168;2;9.481
99;177;3;9.909
100;178;2;10.779
