ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;96;5;2.305
2;112;2;1.474
3;118;2;1.183
4;92;1;0.355
5;87;2;0.802
6;96;1;1.121
7;112;2;1.851
8;119;2;2.123
9;120;2;2.263
10;116;7;4.368
11;117;1;2.203
12;115;1;1.528
13;114;11;5.392
14;121;1;2.273
15;100;1;1.476
16;101;3;3.493
17;95;1;2.883
18;115;2;3.534
19;137;1;3.091
20;157;2;3.771
21;154;2;2.470
22;153;1;2.031
23;134;3;2.529
24;135;6;5.378
25;144;3;4.553
26;166;2;4.869
27;173;4;5.942
28;167;1;5.474
29;163;1;2.812
30;157;3;5.558
31;164;1;4.842
32;163;1;2.960
33;162;1;2.708
34;143;4;3.693
35;144;3;5.602
36;151;3;5.999
37;153;4;6.856
38;161;2;6.197
39;158;1;3.033
40;159;6;7.951
41;173;2;6.557
42;153;3;3.943
43;173;9;10.002
44;171;2;3.689
45;170;3;4.229
46;171;6;9.111
47;191;12;12.744
48;188;10;8.317
49;189;8;11.140
50;203;7;11.250
51;202;4;5.453
52;201;3;4.710
53;201;11;12.755
54;187;3;8.068
55;196;2;8.661
56;197;3;9.207
57;197;10;12.256
58;196;3;5.014
59;196;1;8.118
60;197;4;9.234
61;198;2;8.561
62;197;3;5.210
63;182;6;10.098
64;191;3;8.903
65;186;1;7.782
66;188;1;8.378
67;190;6;10.710
68;189;2;9.073
69;185;1;4.141
70;184;1;3.713
71;201;1;8.789
72;202;5;11.517
73;219;6;12.889
74;221;1;10.863
75;204;2;11.571
76;205;8;13.716
77;206;6;12.896
78;212;5;12.408
79;209;9;8.353
80;208;9;8.395
81;207;3;11.485
82;198;15;16.140
83;207;1;9.827
84;216;3;11.156
85;223;10;15.449
86;221;2;11.617
87;221;7;13.861
88;230;4;12.635
89;231;10;15.472
90;232;2;12.487
91;233;10;16.095
92;224;1;12.095
93;204;1;5.071
94;211;1;11.184
95;211;4;13.624
96;212;3;12.727
97;219;12;17.034
98;220;2;13.341
99;221;1;12.228
100;218;2;6.562
101;235;1;12.304
102;244;1;13.116
103;242;1;6.774
104;235;2;14.210
105;243;4;15.547
106;244;2;14.683
107;243;1;6.574
108;249;1;14.383
109;250;1;14.913
110;260;6;17.811
111;243;2;15.554
112;257;1;15.415
113;238;1;6.531
114;237;6;8.716
115;230;5;16.549
116;230;8;16.937
117;237;5;16.515
118;251;9;18.428
119;258;2;15.447
120;259;4;17.916
121;243;5;8.782
122;240;1;15.525
123;241;10;19.643
124;248;17;21.876
125;256;3;16.063
126;256;1;15.872
127;257;4;18.170
128;263;6;18.177
129;264;3;19.014
130;273;13;22.754
131;287;8;22.873
132;288;1;20.151
133;302;2;20.845
134;299;3;10.770
135;307;3;22.475
136;313;5;22.494
137;314;10;24.844
138;320;9;25.164
139;334;1;21.791
140;319;12;27.700
141;326;6;24.884
142;341;2;23.013
143;347;5;27.261
144;354;4;25.610
145;368;1;25.920
146;376;2;26.390
147;367;6;28.333
148;374;4;28.896
149;383;2;26.872
150;397;1;27.698
151;398;6;33.292
152;393;3;30.294
153;400;9;35.399
154;418;3;30.466
155;419;1;32.387
156;418;2;16.822
157;427;3;31.854
158;418;8;34.722
159;431;16;39.809
160;433;1;32.241
161;435;7;36.453
162;419;5;19.946
163;434;3;35.787
164;434;8;39.621
165;443;1;37.652
166;451;2;39.267
167;458;18;51.511
168;455;3;21.696
169;462;6;44.214
170;463;2;41.757
171;464;10;46.054
172;470;9;47.573
173;458;1;39.654
174;473;2;40.404
175;471;5;42.502
176;486;3;42.055
177;485;4;43.064
178;481;12;47.809
179;465;4;24.366
180;474;7;43.764
181;483;14;50.018
182;469;1;41.610
183;476;1;43.754
184;467;2;41.822
185;463;1;22.404
186;450;2;21.506
187;445;5;41.799
188;441;7;42.815
189;440;6;23.482
190;439;8;24.015
191;448;16;48.918
192;450;3;42.984
193;456;3;41.536
194;455;6;24.146
195;463;22;54.692
196;472;4;43.959
197;463;2;43.496
198;472;1;42.628
199;459;2;22.513
200;461;12;50.202
