ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;2;3.067
2;108;1;1.417
3;118;1;1.096
4;91;3;1.245
5;88;1;0.779
6;87;2;1.556
7;94;1;1.491
8;110;1;1.896
9;91;2;2.359
10;88;2;1.492
11;89;7;5.171
12;103;2;2.790
13;109;3;2.870
14;102;2;2.855
15;109;2;2.350
16;123;1;2.307
17;130;6;5.046
18;139;1;2.603
19;151;1;3.170
20;168;4;5.005
21;183;1;3.868
22;199;4;6.404
23;205;4;6.682
24;206;1;4.819
25;226;2;6.055
26;214;1;5.379
27;229;2;6.042
28;217;2;6.452
29;224;1;5.712
30;222;2;5.177
31;222;2;7.297
32;240;10;12.278
33;221;3;5.938
34;222;3;8.101
35;231;8;10.891
36;239;1;7.074
37;238;4;6.941
38;247;1;7.158
39;248;1;8.318
40;245;2;6.144
41;247;1;7.793
42;226;3;6.293
43;238;3;8.965
44;234;1;4.950
45;254;3;9.528
46;233;1;4.808
47;240;8;12.415
48;253;2;9.210
49;233;1;5.225
50;230;4;6.832
51;237;2;9.604
52;249;21;22.690
53;248;1;6.369
54;262;5;14.199
55;270;2;12.570
56;252;5;9.310
57;234;19;17.535
58;243;6;14.435
59;242;2;6.908
60;256;2;12.560
61;252;8;11.049
62;267;8;16.629
63;255;13;20.365
64;235;7;10.074
65;233;20;18.219
66;231;7;9.728
67;230;27;22.409
68;245;6;15.473
69;243;9;11.444
70;242;6;9.362
71;232;43;38.768
72;241;1;11.112
73;238;3;6.641
74;230;18;22.326
75;245;3;12.805
76;244;3;13.189
77;244;1;12.300
78;259;1;12.363
79;268;5;15.751
80;270;7;17.266
81;270;7;18.579
82;276;4;16.024
83;268;2;14.663
84;275;15;23.701
85;274;10;13.018
86;273;6;10.125
87;282;2;14.820
88;270;11;20.972
89;279;3;15.886
90;273;8;20.218
91;274;3;16.723
92;274;13;23.663
93;275;2;16.214
94;268;4;17.450
95;269;12;23.182
96;267;5;10.338
97;266;1;7.671
98;258;1;16.140
99;259;5;19.625
100;257;9;12.813
