ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;1.224
2;118;1;1.205
3;92;2;1.091
4;87;2;1.288
5;88;1;1.299
6;89;2;2.113
7;101;1;2.038
8;108;2;2.934
9;115;2;3.692
10;123;2;3.365
11;126;1;2.810
12;127;1;3.474
13;128;1;4.123
14;135;1;4.877
15;141;1;4.052
16;149;5;6.325
17;156;2;6.771
18;139;4;5.946
19;135;2;3.492
20;138;3;5.047
21;124;2;4.161
22;131;5;7.551
23;155;6;7.652
24;151;3;4.319
25;148;1;2.776
26;156;1;4.775
27;165;2;6.705
28;173;3;7.620
29;174;1;7.489
30;183;1;7.891
31;184;3;10.052
32;194;6;9.405
33;172;1;3.922
34;179;1;8.771
35;160;3;5.216
36;167;2;10.690
37;160;1;8.620
38;156;9;9.412
39;163;1;10.500
40;160;2;4.913
41;163;2;6.843
42;162;3;5.212
43;158;3;5.048
44;176;1;6.549
45;155;1;3.648
46;156;1;9.702
47;157;6;13.710
48;154;2;4.637
49;155;2;11.874
50;154;2;4.804
51;161;4;8.891
52;160;2;4.920
53;159;3;8.395
54;155;1;6.817
55;150;3;8.105
56;158;2;7.297
57;159;3;10.532
58;160;1;9.950
59;175;5;13.935
60;176;1;7.323
61;160;1;4.022
62;159;2;8.285
63;168;3;13.203
64;184;3;12.967
65;165;4;6.833
66;181;2;9.947
67;178;1;4.796
68;177;3;10.266
69;176;1;4.408
70;169;1;8.637
71;186;2;12.611
72;188;1;9.132
73;195;2;10.616
74;191;1;9.675
75;189;2;10.243
76;170;1;4.105
77;163;1;8.929
78;166;1;8.710
79;153;1;9.056
80;162;1;8.802
81;159;3;13.329
82;156;2;4.348
83;151;2;4.427
84;160;5;10.817
85;161;7;15.178
86;157;2;4.750
87;171;4;13.154
88;187;2;9.661
89;188;3;12.971
90;189;4;14.501
91;186;2;5.174
92;195;2;10.641
93;196;2;14.393
94;196;2;11.301
95;195;1;5.105
96;205;1;12.553
97;198;1;10.663
98;199;3;14.364
99;197;1;5.172
100;211;2;14.833
101;211;1;12.330
102;220;2;15.820
103;226;2;12.751
104;227;1;12.021
105;228;2;13.339
106;246;1;17.784
107;247;1;18.327
108;248;1;18.706
109;265;5;23.366
110;253;3;17.060
111;254;1;19.790
112;225;1;7.825
113;223;2;19.723
114;229;1;18.293
115;222;2;16.265
116;219;2;7.788
117;220;1;14.088
118;227;4;16.876
119;213;2;7.955
120;197;3;8.370
121;204;1;20.134
122;201;2;7.630
123;215;3;20.926
124;214;7;11.151
125;214;2;20.442
126;214;2;16.293
127;213;1;15.540
128;212;1;6.600
129;221;2;16.259
130;229;1;16.483
131;228;3;17.381
132;225;1;6.781
133;226;3;21.919
134;235;4;18.710
135;237;5;19.646
136;236;1;7.550
137;244;3;18.175
138;251;1;17.100
139;245;1;22.237
140;243;5;10.325
141;252;1;23.255
142;243;2;19.177
143;228;2;8.402
144;237;1;23.575
145;232;3;24.538
146;246;4;21.327
147;247;2;19.913
148;248;1;19.885
149;263;10;33.584
150;270;3;29.761
151;284;4;24.983
152;284;5;26.447
153;267;6;13.605
154;265;2;10.647
155;268;1;22.229
156;267;2;10.218
157;268;1;28.096
158;270;2;23.037
159;286;1;23.576
160;284;11;17.748
161;294;2;24.450
162;293;3;11.351
163;300;6;32.901
164;309;2;31.787
165;323;4;30.759
166;324;1;32.757
167;333;4;36.556
168;340;3;37.472
169;338;1;28.607
170;339;5;39.191
171;331;4;32.111
172;338;1;28.097
173;344;2;34.112
174;340;2;14.367
175;334;1;29.162
176;318;1;12.547
177;325;1;28.383
178;326;3;38.776
179;325;4;15.591
180;311;2;13.259
181;304;1;28.273
182;305;3;29.062
183;303;3;13.430
184;312;2;38.301
185;330;1;30.902
186;336;2;37.451
187;350;1;32.071
188;347;4;16.254
189;348;3;41.854
190;364;4;35.463
191;363;1;14.717
192;377;2;34.515
193;391;2;42.284
194;400;1;35.894
195;398;4;19.059
196;399;2;45.642
197;406;5;40.929
198;390;3;18.111
199;383;5;41.303
200;384;9;52.498
