ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;0.794
2;116;1;1.032
3;91;7;3.158
4;92;8;3.593
5;87;2;0.975
6;88;3;1.744
7;89;5;2.675
8;92;4;2.539
9;99;7;4.133
10;96;8;3.731
11;110;9;4.868
12;109;12;5.507
13;116;1;1.973
14;132;1;2.133
15;128;2;2.600
16;109;2;1.484
17;118;1;2.334
18;119;1;2.597
19;141;2;3.525
20;138;3;2.888
21;144;1;3.497
22;158;2;4.259
23;159;1;3.994
24;141;1;2.511
25;150;2;4.686
26;147;1;4.314
27;154;2;4.618
28;133;1;2.706
29;135;11;8.368
30;149;5;6.209
31;147;1;2.605
32;148;3;5.640
33;162;5;7.032
34;163;3;6.402
35;177;10;9.891
36;184;1;6.195
37;185;7;9.321
38;184;1;3.907
39;181;1;3.596
40;165;7;8.378
41;179;1;5.549
42;178;2;6.393
43;185;5;7.445
44;192;2;6.504
45;191;1;3.691
46;207;5;8.352
47;221;6;9.650
48;222;1;7.520
49;229;1;7.758
50;235;4;9.609
51;234;1;4.898
52;249;8;11.945
53;229;7;7.865
54;236;2;9.683
55;245;2;10.025
56;241;6;12.160
57;230;2;10.206
58;226;2;5.734
59;227;2;9.751
60;249;4;12.293
61;258;3;11.787
62;261;3;12.357
63;262;2;11.949
64;261;5;8.621
65;262;4;13.758
66;222;3;7.364
67;218;5;7.773
68;212;3;11.973
69;211;3;6.427
70;211;11;15.566
71;210;11;9.957
72;188;2;9.969
73;185;12;8.965
74;193;4;10.461
75;203;1;9.589
76;202;8;7.477
77;200;8;12.541
78;184;3;4.699
79;191;5;11.185
80;192;1;9.820
81;191;3;5.361
82;188;3;10.262
83;196;7;11.950
84;176;8;12.481
85;155;4;4.663
86;161;9;12.273
87;163;1;9.132
88;164;1;9.401
89;165;2;9.956
90;167;5;11.784
91;168;1;10.039
92;175;1;10.369
93;172;5;6.140
94;173;2;10.893
95;182;1;10.850
96;182;16;17.401
97;178;1;4.309
98;193;4;12.417
99;190;2;4.956
100;190;2;11.527
