ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;94;3;1.831
2;103;1;1.346
3;115;3;2.605
4;129;2;2.065
5;139;3;1.987
6;113;3;1.060
7;108;1;1.016
8;123;2;2.344
9;138;2;3.025
10;139;1;2.327
11;142;11;7.387
12;150;2;3.996
13;146;4;3.507
14;147;2;3.935
15;169;3;4.960
16;148;4;3.770
17;149;1;3.148
18;147;2;2.797
19;156;2;4.029
20;157;1;3.904
21;146;2;4.197
22;142;2;2.780
23;143;1;4.159
24;143;1;4.470
25;152;1;4.695
26;158;2;5.052
27;157;1;2.815
28;157;3;5.598
29;159;1;4.750
30;160;1;5.785
31;154;2;4.828
32;160;1;4.507
33;157;2;3.297
34;179;1;4.525
35;158;2;3.033
36;159;3;5.200
37;140;6;4.885
38;147;1;5.431
39;147;2;5.672
40;159;3;6.258
41;167;1;6.242
42;181;1;6.526
43;189;1;6.076
44;202;1;6.366
45;203;2;8.252
46;192;2;7.402
47;189;9;7.698
48;186;1;3.758
49;193;2;7.518
50;208;3;9.880
51;206;4;6.596
52;186;4;5.852
53;171;2;7.904
54;158;1;3.393
55;172;4;9.127
56;169;4;5.296
57;170;2;8.691
58;169;3;4.542
59;177;1;7.468
60;176;2;3.888
61;174;10;7.626
62;173;1;3.111
63;173;1;7.046
64;174;3;7.783
65;188;5;9.751
66;202;1;7.935
67;188;1;8.432
68;187;5;5.315
69;202;1;7.795
70;187;1;7.893
71;188;6;10.539
72;189;1;8.091
73;188;3;4.819
74;194;4;9.027
75;217;2;9.316
76;212;3;10.325
77;211;2;4.552
78;226;2;9.827
79;206;1;9.445
80;203;1;3.861
81;190;10;13.436
82;189;1;3.436
83;196;1;8.674
84;197;2;9.401
85;196;5;11.767
86;189;10;13.648
87;187;2;3.771
88;188;5;10.512
89;189;1;8.286
90;195;1;8.821
91;190;5;11.010
92;199;4;11.300
93;198;1;4.077
94;207;3;10.949
95;198;3;11.325
96;199;1;10.281
97;180;2;4.421
98;197;3;12.277
99;195;5;6.484
100;215;1;12.320
101;216;7;14.763
102;216;2;13.938
103;201;2;5.202
104;210;6;15.894
105;209;1;14.237
106;231;2;13.796
107;211;6;7.867
108;208;3;5.820
109;217;16;21.333
110;217;3;14.022
111;218;1;14.190
112;220;9;19.566
113;207;2;5.593
114;201;3;14.537
115;202;3;15.812
116;203;7;18.517
117;195;3;6.348
118;196;3;17.557
119;211;1;17.642
120;212;5;20.791
121;199;5;8.373
122;200;6;22.151
123;197;9;10.595
124;198;3;16.615
125;197;4;20.078
126;196;5;8.350
127;196;1;15.566
128;195;5;16.890
129;211;10;20.003
130;213;8;21.960
131;214;1;18.932
132;228;2;20.539
133;225;3;8.150
134;232;10;25.173
135;246;3;20.569
136;247;3;20.415
137;248;1;21.549
138;255;1;22.780
139;269;2;23.213
140;268;7;12.721
141;261;4;22.949
142;247;2;9.124
143;245;9;12.815
144;259;3;21.676
145;260;25;34.778
146;261;11;27.279
147;261;4;23.793
148;257;1;21.956
149;255;2;9.202
150;256;1;21.763
151;265;5;25.531
152;267;2;23.342
153;275;2;25.664
154;276;8;27.855
155;282;2;24.957
156;279;7;13.353
157;280;2;25.834
158;265;12;31.674
159;274;1;25.024
160;273;2;9.549
161;282;14;30.646
162;290;4;27.081
163;288;3;27.700
164;303;1;26.910
165;304;1;27.244
166;313;2;29.280
167;320;1;29.450
168;320;2;28.153
169;326;2;31.590
170;324;2;27.876
171;323;4;30.508
172;332;5;31.752
173;339;5;34.079
174;346;4;30.286
175;347;1;32.033
176;354;3;30.843
177;343;9;18.728
178;338;2;30.427
179;339;1;33.147
180;331;1;13.522
181;339;1;31.465
182;351;9;39.996
183;357;6;39.005
184;348;12;40.421
185;349;3;38.188
186;356;2;37.723
187;358;2;34.582
188;367;5;41.997
189;365;1;16.096
190;351;2;16.456
191;342;3;39.029
192;356;2;38.471
193;343;3;16.431
194;357;2;40.327
195;356;16;25.349
196;363;7;40.706
197;372;1;38.284
198;373;14;50.584
199;372;5;19.966
200;368;8;43.505
