ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;96;2;1.358
2;110;3;1.794
3;116;2;1.524
4;91;2;1.245
5;92;12;4.862
6;88;1;0.548
7;87;1;0.705
8;88;2;1.490
9;112;2;1.819
10;113;1;1.585
11;127;2;2.264
12;135;2;2.427
13;115;1;2.015
14;116;4;3.100
15;140;2;2.611
16;118;9;4.767
17;119;2;2.712
18;122;1;2.562
19;120;18;8.501
20;121;4;3.786
21;99;8;4.240
22;96;3;2.177
23;96;5;3.979
24;118;2;3.420
25;117;4;2.832
26;118;6;5.209
27;136;1;3.753
28;134;2;2.488
29;150;2;4.587
30;156;10;8.183
31;135;1;2.076
32;142;1;4.308
33;135;6;6.317
34;137;2;4.490
35;123;1;4.002
36;124;1;3.977
37;125;3;5.112
38;128;10;7.818
39;127;1;2.435
40;124;1;2.112
41;103;1;1.900
42;102;1;1.793
43;103;2;4.721
44;118;2;4.778
45;115;1;1.929
46;117;5;6.020
47;126;3;5.527
48;139;3;6.189
49;136;1;2.605
50;146;7;8.233
51;161;3;7.146
52;168;3;7.769
53;152;2;3.654
54;158;2;7.432
55;156;1;3.244
56;153;4;7.986
57;162;9;10.102
58;161;6;5.305
59;157;4;7.651
60;158;3;7.302
61;155;5;4.647
62;167;3;8.239
63;167;2;8.022
64;166;2;3.813
65;181;11;11.747
66;183;1;8.299
67;170;2;8.023
68;178;3;8.632
69;179;1;8.254
70;201;6;11.142
71;187;1;4.141
72;184;1;3.990
73;185;7;11.789
74;182;1;8.884
75;184;11;13.669
76;185;3;10.598
77;208;8;13.681
78;205;1;4.975
79;207;2;11.521
80;187;4;5.857
81;194;17;18.536
82;193;11;15.742
83;207;1;11.549
84;206;1;4.931
85;203;3;12.556
86;201;6;6.797
87;202;10;16.121
88;202;1;11.399
89;201;2;5.112
90;210;2;12.366
91;224;9;16.223
92;225;5;14.825
93;234;1;13.487
94;228;1;13.934
95;228;1;13.834
96;243;3;15.877
97;228;8;18.061
98;215;13;19.675
99;222;9;18.059
100;224;5;16.424
101;222;26;18.178
102;230;1;14.767
103;239;5;17.487
104;237;8;9.903
105;215;6;8.156
106;210;9;18.416
107;217;6;17.560
108;226;1;16.075
109;227;7;19.125
110;236;9;20.765
111;234;30;21.103
112;233;16;13.805
113;233;3;17.266
114;253;8;20.111
115;252;4;8.306
116;253;4;18.507
117;260;2;18.507
118;261;2;18.822
119;260;8;10.983
120;252;1;17.773
121;253;11;23.520
122;254;30;33.104
123;253;8;10.831
124;251;5;8.951
125;260;3;18.660
126;261;2;18.650
127;254;9;21.945
128;251;2;17.532
129;253;1;16.799
130;254;2;17.732
131;264;15;24.601
132;263;3;8.445
133;255;4;19.075
134;247;6;19.507
135;246;2;18.302
136;230;3;7.428
137;239;12;22.680
138;230;3;18.354
139;239;14;23.511
140;238;2;17.950
141;232;1;17.526
142;233;4;19.666
143;239;7;20.415
144;241;11;23.942
145;248;3;20.446
146;249;13;25.499
147;250;3;21.688
148;247;1;8.148
149;246;7;10.929
150;247;3;21.212
151;257;1;20.381
152;256;14;27.224
153;265;1;20.453
154;272;4;23.102
155;273;1;21.873
156;269;1;22.066
157;267;4;10.862
158;268;1;22.502
159;282;4;25.029
160;284;2;24.572
161;268;10;15.148
162;269;3;24.976
163;268;6;12.879
164;284;4;26.843
165;282;1;10.611
166;265;1;25.332
167;258;2;24.813
168;249;2;23.492
169;251;6;24.910
170;248;6;11.625
171;236;19;31.063
172;249;1;23.055
173;248;1;22.827
174;247;1;22.916
175;256;8;25.858
176;257;3;24.111
177;258;3;24.869
178;259;4;25.859
179;259;5;26.983
180;267;4;26.764
181;282;3;27.385
182;283;2;27.444
183;285;1;28.310
184;283;2;27.668
185;288;5;28.831
186;273;7;29.572
187;253;9;13.597
188;250;5;11.172
189;265;27;37.793
190;264;8;28.399
191;263;7;11.844
192;264;6;27.394
193;273;4;27.835
194;272;9;13.862
195;273;8;30.335
196;282;2;27.617
197;291;3;29.205
198;298;7;32.774
199;288;12;17.533
200;287;6;30.857
