ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;94;2;1.238
2;118;2;1.093
3;92;2;0.550
4;87;5;1.426
5;88;1;1.067
6;110;2;1.772
7;91;1;1.421
8;89;7;2.934
9;90;2;1.733
10;89;5;2.375
11;103;5;3.223
12;109;2;2.320
13;118;4;3.399
14;117;1;1.399
15;124;2;2.610
16;125;1;2.465
17;141;2;3.277
18;120;1;1.762
19;134;1;3.023
20;143;4;4.431
21;149;1;3.541
22;145;2;4.053
23;152;5;5.473
24;159;2;4.715
25;154;1;4.379
26;152;1;2.400
27;154;1;4.384
28;153;1;2.419
29;150;2;2.967
30;150;2;4.821
31;164;2;5.238
32;177;1;4.875
33;183;4;6.353
34;190;2;5.528
35;184;8;8.300
36;181;1;3.098
37;190;2;5.775
38;184;4;6.889
39;164;7;5.512
40;171;3;6.384
41;167;2;6.250
42;168;4;7.136
43;166;6;5.460
44;159;2;6.530
45;161;1;5.811
46;168;1;6.058
47;166;6;5.566
48;172;10;9.824
49;173;4;7.386
50;172;2;6.834
51;169;4;4.618
52;170;1;5.822
53;178;10;10.298
54;159;6;5.489
55;160;2;7.018
56;156;1;3.204
57;157;5;7.622
58;156;2;3.404
59;170;7;8.905
60;151;6;5.128
61;158;1;6.576
62;157;4;8.591
63;172;1;7.048
64;181;1;7.822
65;187;2;8.860
66;196;1;8.651
67;197;1;9.085
68;179;2;9.744
69;193;12;14.125
70;191;4;5.891
71;203;6;12.033
72;196;12;14.668
73;194;3;10.149
74;200;1;8.965
75;194;9;12.784
76;203;7;12.275
77;194;14;15.310
78;194;8;12.939
79;193;6;6.613
80;194;11;14.259
81;195;1;9.533
82;196;2;9.929
83;195;1;4.601
84;197;3;10.491
85;198;1;10.318
86;198;6;12.983
87;204;6;12.849
88;213;1;10.715
89;211;3;6.416
90;219;8;14.780
91;220;21;20.981
92;221;1;11.524
93;227;5;13.681
94;227;2;12.840
95;226;2;6.486
96;207;8;8.678
97;208;2;12.522
98;206;2;6.120
99;207;1;12.595
100;221;1;13.165
101;219;5;7.685
102;218;2;6.400
103;217;1;5.930
104;231;4;16.282
105;232;2;15.545
106;232;5;17.021
107;231;6;8.875
108;230;3;15.562
109;230;7;17.956
110;229;6;8.701
111;228;3;6.821
112;242;8;16.855
113;243;7;17.857
114;243;1;13.867
115;244;2;14.542
116;243;5;8.336
117;232;1;13.902
118;228;5;7.755
119;214;6;7.842
120;215;7;16.945
121;230;1;14.162
122;244;1;15.353
123;251;18;24.181
124;266;1;16.499
125;252;1;17.213
126;258;3;18.201
127;273;2;18.252
128;272;2;8.690
129;271;2;18.007
130;272;1;16.893
131;281;12;23.246
132;283;4;20.319
133;285;1;18.082
134;279;10;22.718
135;288;2;19.111
136;285;3;19.862
137;286;3;19.870
138;271;8;11.785
139;285;5;21.717
140;286;11;25.798
141;278;1;8.797
142;279;8;23.978
143;277;1;19.892
144;278;1;19.799
145;265;6;21.871
146;263;7;11.486
147;265;14;25.815
148;266;21;30.854
149;267;1;20.691
150;265;6;11.156
151;264;1;8.534
152;263;9;12.068
153;264;6;23.382
154;276;8;24.170
155;277;2;22.323
156;265;8;23.941
157;273;6;23.745
158;274;7;26.043
159;273;7;24.577
160;280;8;26.913
161;268;4;22.690
162;282;5;25.160
163;291;2;23.344
164;290;3;11.220
165;281;5;24.377
166;280;2;22.135
167;288;8;26.945
168;297;2;22.872
169;313;5;26.125
170;297;1;10.348
171;307;4;27.780
172;302;3;11.260
173;303;2;25.696
174;304;16;33.768
175;303;1;24.633
176;316;7;29.432
177;325;2;26.788
178;309;1;11.218
179;310;2;28.775
180;312;1;26.534
181;319;6;31.372
182;327;10;34.586
183;342;2;29.830
184;333;5;31.672
185;333;8;33.020
186;342;5;30.923
187;342;5;31.909
188;348;3;32.128
189;333;2;13.325
190;331;8;16.498
191;340;6;34.554
192;339;4;14.987
193;340;2;31.845
194;341;2;33.937
195;342;9;38.604
196;343;1;34.981
197;357;2;36.590
198;358;5;38.426
199;360;3;35.501
200;357;13;22.379
