ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;1.135
2;116;1;1.572
3;90;4;3.044
4;91;1;1.594
5;87;4;2.225
6;88;1;1.316
7;89;1;1.970
8;91;1;2.015
9;100;6;5.620
10;101;1;3.121
11;107;1;2.630
12;114;2;4.474
13;132;4;4.821
14;148;1;3.036
15;157;7;7.733
16;136;2;2.914
17;133;3;3.833
18;148;1;3.702
19;147;1;2.874
20;132;1;3.938
21;110;5;4.763
22;109;1;1.990
23;127;1;3.734
24;106;3;3.498
25;105;1;1.965
26;112;1;3.589
27;110;2;2.849
28;103;3;7.373
29;102;3;3.207
30;118;1;3.843
31;117;1;1.825
32;101;3;5.493
33;96;1;3.778
34;97;2;4.148
35;104;1;3.817
36;113;1;4.637
37;121;1;5.113
38;122;1;4.492
39;138;3;7.494
40;145;1;7.276
41;135;1;5.819
42;130;1;2.766
43;129;1;5.445
44;148;2;5.908
45;157;1;6.655
46;138;3;4.190
47;135;1;2.327
48;130;3;6.137
49;131;1;5.297
50;132;1;5.654
51;147;2;5.619
52;161;1;7.173
53;146;1;7.470
54;147;1;5.029
55;128;2;3.163
56;152;2;6.539
57;152;4;8.517
58;153;2;7.866
59;160;1;8.040
60;159;1;6.766
61;156;6;6.339
62;163;1;9.338
63;179;1;7.464
64;185;1;9.104
65;194;3;9.458
66;190;3;5.400
67;168;4;5.782
68;169;2;10.097
69;177;1;9.850
70;191;1;10.775
71;188;1;8.759
72;179;1;8.634
73;176;2;4.217
74;185;1;10.588
75;184;1;4.146
76;185;1;10.829
77;195;1;8.862
78;196;2;12.422
79;197;3;13.829
80;194;3;5.919
81;202;1;13.054
82;209;1;13.899
83;218;9;20.997
84;225;1;11.084
85;231;3;16.907
86;214;2;12.389
87;222;1;12.952
88;203;1;10.952
89;204;1;15.110
90;218;5;17.228
91;219;2;17.150
92;210;6;15.061
93;211;2;11.594
94;220;2;18.013
95;222;2;13.033
96;238;2;14.236
97;258;7;18.689
98;272;2;19.788
99;273;2;15.767
100;260;7;19.670
