ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;8;3.724
2;110;1;0.987
3;118;2;1.216
4;92;5;1.414
5;90;1;0.579
6;88;1;0.623
7;87;6;2.787
8;88;2;1.663
9;91;1;1.607
10;98;23;10.505
11;111;7;4.573
12;127;1;2.379
13;107;1;1.386
14;104;3;2.090
15;100;2;2.531
16;101;5;3.408
17;102;1;2.325
18;116;4;3.806
19;138;2;3.054
20;119;1;1.396
21;125;1;2.745
22;126;2;3.197
23;136;2;3.434
24;139;7;5.765
25;136;3;2.472
26;135;1;1.612
27;142;1;3.133
28;121;1;1.790
29;122;2;3.919
30;129;2;4.569
31;130;1;4.042
32;127;1;2.324
33;123;3;5.302
34;123;1;4.029
35;121;5;4.029
36;120;1;4.242
37;119;1;3.850
38;120;1;3.488
39;121;3;4.871
40;141;2;4.865
41;155;1;4.828
42;157;1;5.212
43;158;2;5.752
44;159;1;5.772
45;179;2;6.703
46;161;6;5.695
47;158;5;5.074
48;159;1;5.984
49;181;1;6.747
50;180;6;5.822
51;202;1;7.744
52;203;2;8.314
53;212;3;9.092
54;224;11;13.705
55;221;4;6.008
56;239;22;19.587
57;240;11;14.681
58;220;6;7.422
59;227;7;12.555
60;211;12;10.956
61;218;2;11.101
62;232;1;11.446
63;246;1;12.023
64;261;3;13.861
65;271;2;13.535
66;258;1;6.640
67;237;2;6.636
68;219;5;7.889
69;217;7;8.698
70;196;2;5.460
71;193;2;11.530
72;189;6;7.066
73;182;3;11.483
74;184;10;14.992
75;193;4;11.847
76;200;2;12.535
77;199;4;12.557
78;197;3;11.797
79;204;4;12.362
80;197;2;11.251
81;206;13;16.548
82;203;2;5.536
83;200;1;4.470
84;209;1;10.201
85;210;2;11.838
86;216;1;12.360
87;198;1;4.722
88;191;4;12.865
89;190;1;4.397
90;181;2;12.489
91;191;2;10.719
92;188;2;4.515
93;188;2;11.365
94;194;2;10.253
95;209;6;14.482
96;210;1;11.810
97;210;1;11.821
98;209;5;6.947
99;203;3;11.595
100;204;2;12.534
101;205;3;12.095
102;206;4;12.656
103;220;2;13.550
104;244;2;13.465
105;223;4;6.996
106;224;10;18.123
107;225;4;16.598
108;245;7;17.580
109;244;4;7.678
110;245;1;16.479
111;245;1;15.428
112;243;2;6.288
113;250;1;17.131
114;248;2;6.904
115;249;5;18.688
116;248;1;15.417
117;254;4;16.980
118;263;1;16.238
119;264;14;24.546
120;271;1;19.075
121;269;4;18.998
122;250;2;7.619
123;264;6;21.065
124;255;3;18.342
125;251;4;20.908
126;249;14;13.966
127;248;3;7.854
128;229;14;13.169
129;238;1;16.632
130;247;10;22.071
131;248;3;21.020
132;233;21;29.238
133;234;6;22.013
134;235;1;19.622
135;241;2;18.385
136;240;4;8.913
137;241;3;20.481
138;242;7;23.977
139;227;3;20.263
140;228;6;22.755
141;219;8;21.527
142;219;7;22.822
143;234;4;22.408
144;235;3;22.682
145;234;2;7.825
146;241;5;24.108
147;239;6;10.281
148;240;5;23.704
149;254;2;22.356
150;266;8;26.446
151;274;1;22.110
152;273;2;25.977
153;279;2;23.562
154;280;14;31.302
155;265;6;23.646
156;264;4;22.322
157;260;1;19.702
158;269;1;23.284
159;270;7;24.795
160;271;1;25.257
161;272;6;26.944
162;273;1;25.745
163;275;4;29.531
164;276;1;23.072
165;274;1;10.266
166;261;1;21.931
167;262;3;23.567
168;249;5;11.291
169;265;4;23.887
170;272;3;28.193
171;288;6;30.951
172;282;1;23.941
173;277;3;28.916
174;276;4;11.372
175;283;3;29.719
176;292;3;26.851
177;293;2;26.864
178;280;1;11.048
179;266;16;18.516
180;263;2;10.704
181;271;2;31.414
182;270;4;11.745
183;270;2;27.142
184;277;5;33.421
185;264;4;11.546
186;264;2;28.224
187;271;3;33.642
188;278;4;30.041
189;287;1;29.078
190;288;1;33.970
191;284;8;33.865
192;279;2;30.292
193;285;1;32.268
194;293;2;35.885
195;294;7;38.746
196;295;1;31.721
197;294;4;14.361
198;303;1;36.008
199;302;5;15.188
200;300;1;12.801
201;299;3;13.480
202;311;4;36.852
203;310;3;13.821
204;311;2;33.351
205;312;1;32.933
206;310;2;34.550
207;306;7;16.176
208;322;4;36.156
209;323;12;44.582
210;308;6;15.670
211;322;4;40.443
212;320;2;13.725
213;321;1;39.048
214;320;1;34.238
215;327;5;36.788
216;325;6;16.392
217;323;3;14.466
218;321;2;13.183
219;322;4;39.656
220;321;2;13.549
221;317;8;37.095
222;310;6;39.171
223;323;1;38.364
224;324;2;38.863
225;325;2;35.374
226;323;1;38.319
227;309;2;13.843
228;310;4;36.121
229;296;8;16.824
230;309;1;40.280
231;315;6;41.023
232;322;1;36.770
233;337;10;43.663
234;339;1;39.074
235;348;2;40.687
236;344;1;40.143
237;331;4;17.027
238;331;1;45.436
239;345;1;40.953
240;351;11;51.512
241;360;2;43.526
242;346;7;19.849
243;352;5;49.441
244;353;1;47.546
245;352;3;17.749
246;337;1;15.804
247;335;6;18.527
248;337;7;50.941
249;337;9;48.218
250;338;4;50.497
251;345;1;43.677
252;346;1;48.704
253;343;3;17.893
254;352;1;44.591
255;353;4;51.100
256;354;3;46.815
257;353;2;18.031
258;346;1;45.652
259;344;2;17.589
260;352;1;46.893
261;353;1;52.864
262;362;2;49.766
263;361;2;49.814
264;359;4;50.923
265;358;1;48.007
