ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;2.050
2;116;1;1.381
3;90;10;5.894
4;88;10;5.509
5;87;2;1.420
6;94;7;4.385
7;95;2;2.049
8;111;3;2.985
9;118;1;1.866
10;119;3;3.495
11;118;1;1.602
12;125;1;2.229
13;149;1;2.844
14;165;4;4.881
15;144;5;4.376
16;151;2;3.681
17;147;2;4.232
18;148;1;3.483
19;170;4;5.748
20;184;2;4.971
21;182;1;2.915
22;183;4;6.252
23;190;3;6.072
24;192;6;8.466
25;169;2;3.780
26;168;1;3.063
27;149;1;4.978
28;146;13;12.092
29;145;2;3.486
30;124;4;3.976
31;146;1;4.768
32;167;7;8.389
33;164;1;3.004
34;173;1;5.754
35;166;1;6.104
36;167;5;8.288
37;163;2;3.770
38;164;7;9.257
39;171;1;6.395
40;150;5;5.685
41;146;7;6.451
42;145;3;3.942
43;144;2;3.175
44;137;2;6.113
45;146;1;5.472
46;153;1;5.599
47;160;1;6.039
48;156;1;6.586
49;150;1;6.621
50;148;4;5.024
51;147;5;5.149
52;145;1;2.834
53;148;2;7.630
54;144;1;2.932
55;153;2;7.196
56;163;1;7.323
57;169;5;9.719
58;169;2;8.413
59;170;2;8.105
60;183;2;8.631
61;182;1;8.544
62;188;1;8.789
63;189;1;8.665
64;188;4;5.438
65;178;2;8.959
66;158;2;3.763
67;156;3;4.071
68;165;1;8.128
69;166;4;9.949
70;180;5;11.535
71;179;4;5.600
72;165;4;10.754
73;164;2;4.017
74;163;6;6.287
75;164;3;10.913
76;145;2;3.816
77;136;1;8.901
78;145;4;10.248
79;153;4;11.672
80;152;6;6.182
81;152;4;11.845
82;151;1;3.304
83;137;4;4.686
84;135;2;3.408
85;121;1;8.230
86;119;2;3.073
87;116;3;8.389
88;117;5;9.040
89;118;1;7.128
90;117;1;2.394
91;117;10;12.718
92;126;3;8.883
93;127;4;9.706
94;128;10;13.773
95;130;5;11.519
96;144;1;10.373
97;135;2;10.865
98;151;4;11.607
99;150;5;5.460
100;159;1;9.584
101;173;4;12.355
102;180;2;11.510
103;176;2;11.853
104;177;5;13.307
105;183;1;11.790
106;168;3;12.450
107;151;3;11.355
108;171;7;14.469
109;170;5;6.212
110;177;3;12.403
111;178;6;14.041
112;198;3;13.437
113;199;1;13.476
114;205;2;13.884
115;204;10;10.569
116;205;3;14.064
117;214;2;14.248
118;222;3;16.059
119;229;9;19.940
120;243;22;29.518
121;244;1;16.680
122;243;5;9.630
123;260;2;17.826
124;258;6;10.397
125;272;2;19.282
126;274;1;19.024
127;273;1;7.812
128;282;8;24.359
129;267;1;19.447
130;263;5;22.831
131;278;6;23.044
132;269;2;20.573
133;266;30;26.359
134;251;2;7.467
135;238;1;6.698
136;236;16;16.107
137;236;1;17.118
138;237;22;30.961
139;246;8;22.609
140;261;15;28.491
141;259;5;9.982
142;266;5;23.369
143;267;1;21.670
144;258;4;23.631
145;273;2;22.338
146;258;23;36.521
147;267;5;24.149
148;281;6;26.299
149;288;2;23.991
150;302;1;25.043
151;303;24;41.896
152;304;1;26.558
153;302;33;33.057
154;295;3;27.785
155;296;5;29.972
156;295;6;14.093
157;297;3;28.138
158;296;10;17.200
159;295;2;10.818
160;304;1;27.336
