ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;102;4;3.058
2;118;2;1.877
3;91;3;1.609
4;87;2;1.534
5;88;4;3.135
6;95;1;1.509
7;117;2;2.815
8;113;1;2.139
9;122;1;1.883
10;123;3;3.896
11;99;1;1.629
12;121;1;2.452
13;122;2;3.406
14;123;4;4.440
15;124;3;4.914
16;133;3;5.758
17;147;4;5.920
18;149;1;4.234
19;147;3;3.977
20;163;3;5.504
21;164;2;5.781
22;186;1;4.246
23;201;3;5.830
24;182;2;3.932
25;179;5;6.048
26;180;2;6.659
27;189;1;6.947
28;187;1;3.800
29;167;1;3.551
30;164;1;3.400
31;172;2;6.698
32;132;1;3.196
33;129;3;4.029
34;128;1;2.786
35;137;2;8.421
36;138;1;6.929
37;147;1;8.334
38;161;4;8.524
39;177;3;8.553
40;174;1;3.837
41;172;1;6.677
42;173;1;8.321
43;182;1;9.472
44;173;2;7.473
45;182;5;11.942
46;181;2;4.569
47;174;1;6.621
48;153;1;3.286
49;154;1;7.206
50;161;2;9.696
51;153;2;4.099
52;147;1;3.238
53;156;3;11.264
54;148;1;6.753
55;134;2;7.103
56;149;1;9.365
57;148;1;3.550
58;149;2;8.019
59;148;1;3.163
60;149;1;9.579
61;150;2;11.181
62;141;2;7.581
63;140;1;3.125
64;155;2;7.221
65;156;1;10.579
66;157;3;12.635
67;142;1;3.675
68;151;2;13.391
69;152;1;12.939
70;166;1;12.955
71;151;3;14.050
72;165;2;12.603
73;174;1;8.965
74;176;1;9.278
75;177;2;14.818
76;162;1;9.233
77;176;1;9.762
78;174;2;5.278
79;169;1;9.618
80;167;1;4.377
81;177;2;9.782
82;179;1;9.337
83;175;2;5.240
84;189;1;12.284
85;199;1;9.866
86;214;1;13.993
87;221;1;14.755
88;229;2;14.606
89;220;1;11.838
90;221;1;11.437
91;222;2;16.203
92;215;2;12.842
93;214;2;6.338
94;213;3;13.670
95;214;3;13.167
96;211;1;5.850
97;210;1;5.956
98;211;2;13.086
99;212;1;12.172
100;227;2;18.652
101;228;1;18.692
102;227;1;14.180
103;247;1;14.740
104;241;1;14.785
105;242;1;19.590
106;249;8;26.045
107;250;3;23.234
108;249;5;11.547
109;250;1;22.528
110;248;1;8.556
111;232;1;8.446
112;244;1;21.149
113;258;2;23.477
114;266;8;27.587
115;273;3;20.611
116;287;1;20.016
117;288;4;22.775
118;297;1;27.717
119;303;5;31.915
120;311;7;33.086
121;318;4;25.877
122;333;6;28.208
123;326;4;32.970
124;340;4;29.736
125;341;10;40.167
126;347;1;27.300
127;346;6;18.797
128;354;6;31.187
129;353;1;14.408
130;351;1;14.133
131;363;2;27.312
132;350;2;14.609
133;338;6;30.004
134;346;2;33.903
135;355;1;34.660
136;343;7;37.948
137;357;1;33.329
138;359;7;33.030
139;360;1;27.762
140;360;5;31.793
141;367;4;38.734
142;368;1;37.266
143;381;4;41.674
144;382;8;46.639
145;391;1;42.139
146;392;8;49.030
147;378;3;34.689
148;387;3;44.958
149;395;8;48.327
150;392;1;19.312
151;400;11;48.500
152;399;3;20.750
153;416;2;46.907
154;432;1;43.676
155;441;5;51.609
156;447;4;51.530
157;464;4;42.524
158;461;2;22.967
159;454;3;50.378
160;470;14;51.363
161;456;5;25.397
162;462;5;51.125
163;476;6;54.640
164;477;1;52.645
165;462;2;42.216
166;463;1;51.909
167;464;3;50.709
168;449;4;24.224
169;450;2;54.250
170;457;11;63.564
171;451;6;46.928
172;458;7;48.068
173;459;1;55.627
174;456;7;28.780
175;464;1;55.656
176;471;5;61.056
177;478;3;60.618
178;485;6;65.643
179;483;1;26.456
180;481;6;50.526
181;482;4;48.615
182;491;5;50.860
183;492;5;51.661
184;492;6;53.641
185;493;2;59.927
186;501;4;62.126
187;510;1;64.444
188;496;4;31.281
189;497;5;69.720
190;482;8;56.913
191;480;8;56.178
192;474;17;64.026
193;473;2;26.980
194;460;9;33.465
195;466;3;64.231
196;468;1;49.661
197;466;6;30.472
198;464;8;32.051
199;470;1;50.202
200;471;6;55.333
