ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;2.081
2;118;1;1.085
3;89;1;0.677
4;88;1;0.912
5;87;5;2.969
6;88;1;1.265
7;108;1;1.756
8;90;1;1.806
9;87;1;0.896
10;88;1;1.373
11;112;1;1.881
12;113;1;1.804
13;114;1;2.061
14;126;2;3.038
15;128;2;2.997
16;150;1;3.114
17;158;1;3.293
18;165;5;5.505
19;175;1;3.752
20;153;1;2.412
21;154;1;3.566
22;155;2;4.382
23;163;5;6.919
24;165;4;6.254
25;144;1;2.678
26;166;3;5.770
27;167;5;6.996
28;180;1;5.681
29;178;6;6.916
30;177;2;4.225
31;197;3;7.472
32;198;1;6.291
33;177;1;3.994
34;195;1;7.058
35;193;4;5.952
36;177;2;4.522
37;178;6;9.676
38;179;1;7.269
39;176;6;6.916
40;176;4;9.017
41;174;4;5.625
42;175;1;7.587
43;174;4;5.967
44;173;1;3.936
45;153;2;4.073
46;152;1;3.359
47;151;1;3.332
48;173;1;7.515
49;175;8;11.730
50;174;1;3.161
51;175;1;6.937
52;176;6;9.841
53;177;1;7.656
54;186;2;9.039
55;208;2;10.101
56;208;1;9.360
57;216;1;9.649
58;229;5;12.699
59;208;1;4.937
60;216;2;11.433
61;216;2;11.697
62;215;2;5.930
63;216;1;11.072
64;224;4;13.285
65;205;1;5.764
66;203;5;7.759
67;182;3;6.392
68;202;9;16.624
69;222;5;14.506
70;234;2;13.579
71;242;2;13.881
72;251;3;15.223
73;234;7;10.257
74;227;2;14.228
75;233;13;21.298
76;213;7;9.550
77;195;4;7.348
78;196;1;13.229
79;191;1;5.224
80;189;4;6.829
81;188;7;8.155
82;189;4;13.540
83;195;3;13.751
84;176;3;5.795
85;173;9;16.992
86;172;1;11.420
87;171;4;12.376
88;164;2;10.774
89;171;3;11.007
90;169;7;13.957
91;168;1;3.616
92;182;2;10.642
93;183;5;12.223
94;190;5;13.371
95;190;8;15.648
96;189;2;4.672
97;190;4;12.241
98;196;5;13.299
99;210;1;12.237
100;217;1;11.716
101;237;2;13.735
102;236;7;9.142
103;232;2;13.743
104;240;11;20.099
105;237;9;10.315
106;237;3;14.313
107;238;3;14.142
108;258;20;26.704
109;257;44;34.315
110;256;82;61.788
111;271;6;19.246
112;257;15;24.856
113;266;21;28.990
114;248;20;18.789
115;247;3;7.392
116;249;13;23.764
117;258;5;19.098
118;267;12;24.762
119;275;34;40.328
120;274;1;7.146
121;260;1;17.908
122;258;15;15.804
123;258;42;45.394
124;267;17;28.744
125;259;3;8.293
126;251;7;22.844
127;252;8;23.359
128;252;28;37.114
129;251;8;11.658
130;253;45;47.770
131;251;11;25.553
132;245;20;30.865
133;243;9;11.460
134;245;16;28.600
135;243;19;18.467
136;242;8;10.672
137;239;5;8.389
138;239;8;21.731
139;248;9;22.545
140;249;7;22.146
141;249;3;20.613
142;258;8;23.709
143;259;20;32.385
144;258;6;10.280
145;259;1;19.829
146;269;6;23.701
147;270;11;28.098
148;263;1;21.323
149;262;5;10.109
150;263;3;23.870
151;262;6;10.786
152;271;7;25.974
153;279;1;22.735
154;293;13;31.435
155;308;22;38.920
156;309;14;34.405
157;310;13;34.194
158;309;12;17.788
159;300;1;25.144
160;301;7;28.670
161;310;7;30.080
162;309;7;14.881
163;302;9;32.943
164;303;11;34.860
165;304;18;40.182
166;289;3;11.896
167;288;2;10.671
168;290;3;29.430
169;296;1;29.350
170;298;27;48.231
171;291;4;31.399
172;289;1;10.357
173;288;10;16.796
174;295;5;32.215
175;294;50;44.676
176;292;21;43.391
177;291;1;9.926
178;306;14;39.143
179;312;39;58.391
180;306;11;38.422
181;307;7;36.565
182;316;28;51.950
183;322;3;34.839
184;323;8;38.385
185;323;24;50.373
186;337;2;35.553
187;337;16;45.452
188;344;9;41.401
189;329;1;34.702
190;330;4;36.431
191;339;19;47.372
192;341;2;36.949
193;326;22;50.921
194;327;2;36.094
195;324;10;19.057
196;322;24;28.759
197;309;11;18.985
198;317;1;34.226
199;302;3;12.985
200;302;22;49.916
201;301;2;11.978
202;310;3;35.894
203;309;8;16.509
204;318;5;38.281
205;311;1;36.069
206;310;12;43.018
207;319;2;36.490
208;320;5;39.609
209;326;12;45.348
210;335;23;53.978
211;336;11;46.201
212;351;1;40.759
213;360;24;58.623
214;367;13;52.079
215;366;3;45.295
216;364;9;21.043
217;357;1;41.348
218;358;9;49.139
219;357;1;15.131
220;357;20;55.557
221;366;11;49.287
222;365;1;42.362
223;363;7;19.470
224;372;16;52.012
225;388;10;49.568
226;380;47;76.510
227;389;5;47.279
228;395;2;45.352
229;404;7;50.165
230;419;3;48.891
231;403;34;43.610
232;412;1;48.644
233;413;1;49.147
234;406;10;55.550
235;414;7;53.723
236;429;7;55.086
237;444;8;57.943
238;435;7;59.190
239;441;6;56.770
240;427;4;22.941
241;426;5;23.449
242;432;7;57.885
243;439;20;68.784
244;456;2;56.644
245;457;3;59.353
246;458;1;59.331
247;457;3;25.174
248;471;10;69.245
249;478;21;76.639
250;480;6;64.994
251;475;25;80.769
252;473;19;38.872
253;458;1;24.369
254;456;6;27.620
255;454;9;29.527
256;448;1;22.898
257;435;7;26.893
258;452;10;66.891
259;443;16;72.116
260;428;6;25.709
261;415;22;37.680
262;417;18;72.581
263;430;3;63.620
264;428;34;48.528
265;437;2;62.231
266;438;3;63.859
267;434;11;30.345
268;440;8;66.332
269;449;21;78.862
270;449;2;65.724
271;458;66;114.638
272;450;15;75.635
273;459;11;73.368
274;458;19;38.713
275;457;4;27.092
276;443;1;23.814
277;460;13;75.879
278;458;4;26.970
279;459;8;76.594
280;468;21;85.189
281;467;18;38.729
282;439;25;43.230
283;438;1;23.827
284;429;7;71.508
285;428;24;40.175
286;443;8;71.986
287;434;4;69.260
288;451;4;70.084
289;450;19;37.791
290;458;9;75.646
291;459;7;75.100
292;468;61;118.336
293;453;6;29.101
294;462;2;74.629
295;462;14;85.438
296;464;5;77.767
297;473;7;80.995
298;460;6;30.926
299;432;9;32.281
300;418;8;30.167
