ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;0.949
2;116;3;2.101
3;118;1;0.947
4;92;2;0.684
5;89;1;0.565
6;88;1;0.616
7;88;1;1.203
8;110;1;1.567
9;111;3;2.474
10;120;3;2.734
11;127;3;3.274
12;147;1;2.625
13;103;3;2.533
14;99;2;1.815
15;102;2;2.684
16;103;1;2.196
17;119;1;2.514
18;100;1;1.387
19;114;7;5.433
20;111;2;1.931
21;112;4;4.233
22;109;2;2.366
23;105;1;1.825
24;107;2;3.747
25;114;1;3.524
26;130;2;4.678
27;127;2;2.437
28;128;3;4.578
29;148;2;4.753
30;147;1;2.295
31;153;6;6.743
32;168;1;4.662
33;169;5;7.083
34;170;1;5.354
35;178;2;6.483
36;157;1;5.491
37;157;1;5.142
38;158;1;5.731
39;160;3;6.425
40;161;8;8.790
41;139;1;3.237
42;138;1;3.164
43;160;2;6.666
44;138;1;5.848
45;139;5;8.012
46;140;1;5.262
47;142;4;7.099
48;141;2;3.374
49;138;1;2.891
50;116;2;2.971
51;114;1;2.248
52;115;1;4.873
53;116;6;7.664
54;136;2;5.999
55;137;3;7.331
56;153;5;7.807
57;154;1;6.230
58;157;6;8.869
59;155;2;3.339
60;153;2;6.787
61;177;2;7.016
62;176;2;3.501
63;175;1;3.037
64;176;6;9.808
65;183;3;9.071
66;162;1;3.158
67;171;1;7.498
68;167;1;3.420
69;174;7;11.335
70;155;2;3.832
71;177;2;8.564
72;170;2;8.740
73;177;2;9.694
74;175;9;12.052
75;184;1;8.293
76;177;2;8.983
77;170;1;8.600
78;177;1;7.902
79;162;1;3.454
80;161;1;3.424
81;174;1;8.883
82;175;3;10.087
83;165;1;9.207
84;166;3;10.314
85;164;8;7.298
86;145;1;3.439
87;145;1;9.639
88;141;2;3.897
89;141;3;8.788
90;140;1;3.299
91;133;5;10.174
92;134;3;9.037
93;133;6;10.093
94;135;6;10.554
95;136;2;9.859
96;137;3;9.536
97;133;5;10.896
98;130;5;10.678
99;129;2;3.442
100;132;2;9.284
