ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;94;1;1.031
2;116;4;2.584
3;118;3;1.843
4;92;1;0.417
5;88;1;0.649
6;88;2;1.531
7;89;1;1.570
8;92;1;1.595
9;89;1;0.986
10;96;3;2.745
11;120;2;2.296
12;99;1;0.990
13;92;1;1.964
14;92;1;1.444
15;93;4;2.903
16;96;1;2.019
17;92;1;1.038
18;93;1;1.714
19;94;3;2.778
20;114;1;2.374
21;116;2;3.027
22;113;2;1.858
23;131;1;3.054
24;132;1;3.131
25;154;5;5.467
26;153;1;2.160
27;154;4;4.956
28;156;3;4.725
29;165;8;7.059
30;172;1;4.245
31;180;5;7.115
32;186;3;5.768
33;166;1;2.828
34;148;2;2.928
35;170;2;5.320
36;185;2;5.711
37;166;3;3.750
38;147;5;4.740
39;145;1;2.556
40;141;3;3.413
41;142;1;5.141
42;141;1;2.324
43;142;1;4.878
44;140;4;3.624
45;148;2;5.957
46;146;1;5.608
47;131;1;5.196
48;129;2;2.736
49;136;1;4.938
50;156;1;5.780
51;154;8;5.952
52;141;1;5.476
53;142;4;6.994
54;124;2;2.723
55;121;7;7.629
56;139;1;5.038
57;137;2;2.376
58;135;1;1.813
59;114;6;4.081
60;129;1;5.088
61;130;2;5.864
62;146;10;10.070
63;133;4;7.079
64;134;3;6.843
65;132;2;2.429
66;140;1;5.808
67;131;1;5.954
68;132;2;5.968
69;117;3;6.460
70;116;2;5.561
71;115;1;1.620
72;113;3;2.328
73;114;1;4.508
74;115;2;4.883
75;116;2;4.975
76;116;8;8.428
77;116;1;5.205
78;138;1;5.875
79;154;1;6.412
80;151;8;5.473
81;134;1;6.624
82;133;5;3.945
83;140;3;6.846
84;134;3;7.160
85;135;1;6.173
86;136;3;7.599
87;145;1;7.070
88;151;4;9.056
89;151;5;9.793
90;152;1;7.769
91;154;2;8.924
92;176;2;9.844
93;185;2;10.598
94;184;2;4.713
95;165;5;11.218
96;166;2;9.729
97;165;3;4.795
98;152;1;8.477
99;149;1;3.028
100;159;1;8.765
101;143;1;3.028
102;144;2;9.528
103;146;1;9.248
104;144;1;8.850
105;141;1;3.170
106;141;2;8.445
107;139;1;8.112
108;146;2;8.733
109;146;5;10.609
110;154;1;8.799
111;155;1;9.416
112;156;2;10.441
113;163;3;11.661
114;175;4;12.403
115;176;16;18.961
116;191;4;13.360
117;191;5;14.676
118;201;1;12.570
119;202;1;13.393
120;201;1;13.274
121;213;2;14.338
122;229;5;15.976
123;244;1;14.501
124;245;7;19.507
125;252;4;18.562
126;232;5;8.762
127;239;8;21.548
128;248;5;18.926
129;240;1;7.331
130;236;6;20.695
131;234;2;7.734
132;236;4;19.730
133;234;1;7.045
134;233;5;9.145
135;245;3;20.164
136;252;1;20.214
137;258;1;19.101
138;243;8;11.321
139;244;1;21.184
140;242;1;18.727
141;235;4;19.603
142;224;1;6.905
143;241;1;18.568
144;242;6;22.028
145;241;11;13.142
146;239;3;18.728
147;241;1;17.456
148;247;15;25.477
149;228;1;6.792
150;237;1;17.973
151;236;3;7.929
152;238;7;22.235
153;215;7;9.598
154;208;1;18.212
155;215;2;20.021
156;210;1;18.378
157;213;1;19.440
158;204;1;20.794
159;203;1;6.010
160;204;8;23.899
161;190;1;5.688
162;189;1;5.875
163;204;4;20.742
164;202;1;5.756
165;200;1;5.468
166;199;2;5.655
167;206;1;19.093
168;207;3;20.709
169;215;5;20.277
170;224;5;21.120
171;209;1;6.227
172;206;2;6.728
173;213;1;21.291
174;191;6;8.943
175;192;1;20.599
176;193;1;21.785
177;209;1;20.099
178;216;4;25.087
179;209;1;20.975
180;208;1;6.998
181;204;1;21.222
182;205;1;21.347
183;206;2;24.728
184;205;4;9.339
185;214;6;24.476
186;215;1;22.407
187;231;1;23.619
188;238;11;29.920
189;239;4;28.923
190;238;5;27.375
191;239;3;28.873
192;233;3;10.424
193;230;5;11.449
194;232;1;24.994
195;230;2;9.709
196;237;3;29.565
197;246;2;27.213
198;239;2;27.345
199;246;8;33.536
200;246;9;32.689
