ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;2;7.119
2;116;2;3.058
3;90;3;3.211
4;91;1;2.104
5;87;1;1.107
6;100;2;2.568
7;107;1;1.956
8;97;1;2.879
9;95;6;5.992
10;104;3;4.751
11;103;7;7.036
12;96;3;4.589
13;111;7;7.375
14;112;3;4.533
15;132;1;3.434
16;146;5;7.154
17;155;4;5.951
18;156;6;8.854
19;136;1;2.574
20;131;3;6.012
21;129;2;3.309
22;130;1;3.780
23;130;2;5.341
24;150;4;7.628
25;158;5;8.659
26;159;3;6.880
27;155;2;3.988
28;162;3;6.680
29;175;1;5.694
30;155;5;7.129
31;175;1;6.459
32;182;4;8.381
33;196;3;8.715
34;197;4;9.750
35;198;6;12.505
36;222;4;10.383
37;218;3;6.675
38;219;13;18.942
39;226;2;8.339
40;235;1;7.764
41;235;14;23.278
42;242;9;17.558
43;258;2;12.120
44;253;1;9.541
45;213;4;8.425
46;222;1;8.803
47;223;10;19.018
48;221;1;6.639
49;217;2;6.903
50;214;3;7.134
51;215;3;10.988
52;230;1;8.937
53;232;1;11.225
54;231;5;9.844
55;240;7;15.328
56;234;2;12.611
57;232;2;6.259
58;238;1;10.293
59;238;3;11.357
60;247;2;12.642
61;238;5;14.533
62;244;9;17.684
63;233;8;18.056
64;231;1;5.464
65;223;7;16.522
66;204;6;10.074
67;203;1;5.104
68;200;4;7.690
69;199;1;4.839
70;198;2;5.576
71;205;4;13.842
72;207;6;15.426
73;208;1;10.132
74;205;8;19.317
75;204;5;8.645
76;224;3;12.243
77;233;5;16.265
78;229;5;9.194
79;238;1;10.529
80;229;7;17.240
81;238;2;11.730
82;252;3;15.444
83;245;5;16.520
84;254;35;46.187
85;263;6;17.706
86;261;7;13.054
87;253;5;17.058
88;262;8;19.976
89;253;12;24.366
90;267;13;25.824
91;282;4;16.632
92;262;5;10.885
93;261;7;13.084
94;262;23;35.808
95;259;33;39.120
96;268;17;29.500
97;269;3;18.936
98;281;3;17.003
99;271;12;26.477
100;279;3;17.381
