ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;3;1.582
2;116;1;1.060
3;91;1;0.883
4;92;2;1.445
5;87;2;0.789
6;88;1;1.074
7;89;1;1.257
8;92;4;2.605
9;88;1;0.932
10;89;4;2.628
11;90;1;1.505
12;112;7;4.419
13;134;1;2.076
14;154;1;2.333
15;155;2;2.906
16;156;1;2.710
17;176;1;3.197
18;156;1;2.271
19;155;1;2.170
20;153;1;2.197
21;168;5;5.139
22;156;2;4.260
23;178;1;3.956
24;159;1;2.255
25;136;1;2.108
26;137;2;4.418
27;153;1;4.236
28;150;2;2.826
29;151;2;4.669
30;166;1;4.741
31;175;3;6.518
32;173;6;5.594
33;176;1;6.002
34;172;1;3.332
35;160;1;5.733
36;171;2;5.975
37;171;3;6.582
38;172;2;5.731
39;174;7;8.221
40;160;1;2.807
41;161;6;8.413
42;156;1;2.935
43;137;2;3.010
44;140;2;5.905
45;138;3;3.338
46;137;2;2.918
47;152;2;6.261
48;153;3;7.288
49;153;4;7.760
50;156;2;7.381
51;153;2;3.469
52;151;1;2.990
53;150;1;2.958
54;151;7;9.738
55;149;2;7.031
56;138;4;7.344
57;141;5;7.486
58;140;3;3.284
59;138;1;2.331
60;134;1;2.021
61;135;3;6.098
62;134;1;5.544
63;135;1;5.265
64;135;2;6.083
65;142;1;5.862
66;150;1;6.351
67;159;1;6.732
68;155;5;4.596
69;162;1;6.970
70;154;3;8.308
71;161;2;7.949
72;158;3;8.538
73;159;1;7.930
74;158;2;3.834
75;171;4;9.850
76;169;3;4.586
77;168;1;3.742
78;161;2;9.124
79;142;1;2.933
80;141;1;2.974
81;148;1;8.242
82;134;2;8.381
83;136;2;8.182
84;135;3;3.417
85;130;1;7.691
86;131;5;9.082
87;130;2;3.012
88;129;1;2.353
89;149;1;7.924
90;151;4;9.507
91;158;2;9.225
92;156;1;3.180
93;150;3;9.992
94;158;9;12.294
95;167;2;9.654
96;168;2;10.656
97;175;3;11.215
98;176;6;13.322
99;169;3;11.327
100;176;12;15.821
