ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;1.423
2;104;3;2.373
3;110;1;1.464
4;118;2;1.653
5;91;1;0.632
6;88;3;1.877
7;88;8;4.809
8;89;3;2.507
9;117;1;2.108
10;92;1;1.237
11;101;1;2.179
12;113;5;4.789
13;133;10;7.291
14;131;10;6.699
15;129;9;6.087
16;130;5;4.923
17;131;3;3.780
18;132;2;3.454
19;148;1;3.486
20;155;3;4.676
21;169;1;4.193
22;178;1;4.277
23;184;3;6.093
24;198;1;5.055
25;212;2;5.983
26;219;7;9.413
27;227;1;6.063
28;233;6;9.503
29;234;2;6.959
30;256;2;7.783
31;236;1;5.399
32;243;12;14.433
33;257;10;13.813
34;271;13;16.597
35;251;1;6.124
36;264;1;8.842
37;278;1;9.945
38;285;1;9.932
39;265;14;16.221
40;245;1;6.503
41;225;4;7.981
42;240;7;13.902
43;221;1;6.257
44;229;1;10.877
45;222;6;13.954
46;229;2;10.920
47;209;3;7.484
48;223;10;17.130
49;226;4;13.248
50;207;2;7.195
51;213;1;11.426
52;210;8;10.953
53;219;2;11.907
54;216;1;6.482
55;214;9;11.159
56;212;10;11.702
57;213;2;10.969
58;233;8;16.136
59;235;13;19.660
60;226;12;19.571
61;227;9;16.562
62;241;4;14.351
63;250;18;23.903
64;246;3;8.286
65;252;2;12.540
66;250;4;8.450
67;248;4;8.682
68;242;6;14.881
69;241;11;12.477
70;250;8;16.612
71;259;8;17.713
72;259;8;18.782
73;258;5;10.007
74;259;15;23.206
75;257;3;8.325
76;263;3;14.723
77;272;3;15.003
78;273;1;14.971
79;271;5;10.578
80;271;6;18.454
81;271;10;21.477
82;270;5;9.885
83;271;6;18.597
84;270;9;12.653
85;263;1;14.354
86;272;1;14.675
87;263;5;18.364
88;262;2;7.443
89;263;1;14.579
90;262;16;24.526
91;262;6;18.279
92;264;6;17.599
93;258;30;34.610
94;267;4;16.788
95;276;20;29.124
96;277;2;17.591
97;286;5;19.784
98;293;5;20.674
99;292;6;12.814
100;286;15;27.562
101;287;3;19.784
102;274;10;15.332
103;282;3;20.334
104;292;19;31.287
105;300;2;19.339
106;301;10;25.617
107;287;9;14.881
108;285;2;10.144
109;302;1;20.659
110;300;5;12.994
111;298;11;16.707
112;313;9;27.363
113;311;1;22.158
114;302;4;23.506
115;300;4;22.366
116;300;3;22.730
117;292;1;20.291
118;291;4;11.468
119;292;8;25.317
120;291;18;21.739
121;289;12;27.615
122;297;12;27.296
123;297;19;33.382
124;303;10;26.608
125;311;2;21.213
126;320;15;30.712
127;329;3;23.244
128;327;7;14.916
129;326;9;15.687
130;312;4;11.677
131;306;21;35.712
132;298;3;22.597
133;296;8;13.751
134;295;12;16.578
135;293;6;11.932
136;299;9;26.775
137;308;3;22.809
138;308;18;34.743
139;310;4;24.461
140;301;5;25.087
141;310;2;23.249
142;319;2;23.969
143;303;1;9.833
144;294;7;26.981
145;295;2;23.370
146;294;8;13.889
147;294;4;24.709
148;293;11;15.495
149;291;5;23.907
150;292;11;27.564
151;301;7;25.948
152;288;66;53.961
153;295;1;22.376
154;304;10;29.459
155;318;12;32.069
156;327;10;30.645
157;335;23;41.174
158;336;15;36.416
159;336;13;35.690
160;336;10;33.637
161;345;1;27.251
162;346;7;31.811
163;338;7;16.169
164;347;6;31.909
165;348;9;37.049
166;357;11;38.230
167;355;8;35.677
168;357;13;39.236
169;364;11;38.125
170;356;21;45.115
171;365;3;32.828
172;364;14;23.881
173;350;8;18.690
174;349;9;20.239
175;347;38;39.509
176;353;3;33.557
177;355;3;34.701
178;355;7;36.484
179;364;10;39.796
180;365;8;39.232
181;364;14;24.697
182;358;6;39.502
183;373;8;41.003
184;382;7;41.689
185;388;9;44.408
186;389;6;42.074
187;387;7;21.703
188;388;7;44.907
189;380;85;79.022
190;389;9;46.020
191;399;25;58.924
192;400;7;45.953
193;415;15;54.001
194;414;8;49.308
195;415;6;47.386
196;401;3;20.720
197;416;3;46.274
198;423;2;47.286
199;425;17;59.297
200;440;14;58.709
