ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;0.933
2;116;2;1.578
3;118;6;3.091
4;91;2;0.700
5;89;2;0.877
6;88;2;0.835
7;108;1;1.318
8;109;3;2.384
9;110;1;1.989
10;130;2;2.798
11;138;6;4.705
12;147;3;3.834
13;120;13;6.957
14;121;1;3.194
15;119;8;5.232
16;143;2;2.609
17;144;1;2.420
18;151;2;3.104
19;171;3;3.954
20;177;1;3.637
21;179;2;3.929
22;158;1;2.279
23;173;4;5.276
24;181;1;4.212
25;195;2;4.947
26;203;3;5.951
27;212;5;6.760
28;224;4;6.772
29;225;4;6.885
30;220;2;4.342
31;219;12;10.777
32;239;7;8.496
33;240;3;7.058
34;249;5;8.741
35;229;3;7.800
36;210;1;4.114
37;207;3;5.058
38;208;4;8.257
39;209;5;8.917
40;229;6;9.704
41;249;1;7.852
42;263;1;8.549
43;272;5;10.965
44;270;4;7.874
45;269;8;10.001
46;231;8;9.267
47;238;1;9.350
48;235;3;10.917
49;232;3;6.489
50;239;10;14.278
51;245;1;10.280
52;227;9;10.134
53;222;5;12.148
54;223;4;11.746
55;237;3;11.660
56;234;2;6.582
57;230;3;6.735
58;215;15;17.139
59;216;1;8.539
60;236;1;9.573
61;237;2;10.026
62;235;10;10.305
63;244;5;12.708
64;250;1;10.777
65;250;3;12.171
66;266;9;15.725
67;272;1;11.174
68;254;10;10.881
69;252;3;6.827
70;251;1;5.686
71;257;1;11.574
72;272;3;13.200
73;257;5;14.622
74;239;14;12.816
75;247;3;12.528
76;226;11;10.968
77;224;3;6.021
78;225;1;11.803
79;222;8;9.092
80;223;5;13.432
81;205;2;5.494
82;225;5;14.253
83;223;3;6.224
84;232;3;13.556
85;230;3;6.766
86;231;12;18.508
87;246;3;14.665
88;245;2;6.479
89;252;2;14.345
90;261;5;16.766
91;243;8;10.280
92;251;4;17.150
93;249;1;6.554
94;255;12;21.123
95;250;8;19.302
96;259;3;16.710
97;259;6;19.970
98;268;3;18.014
99;252;5;9.626
100;232;2;6.760
