ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;2;1.206
2;118;3;1.414
3;92;1;0.433
4;89;7;1.891
5;87;2;1.109
6;94;1;1.170
7;95;3;2.158
8;92;1;1.637
9;93;1;1.787
10;89;1;1.102
11;92;4;2.778
12;99;3;2.434
13;100;2;2.505
14;122;1;2.400
15;123;2;2.957
16;103;2;1.909
17;101;2;1.824
18;108;2;3.031
19;122;5;4.573
20;120;2;2.235
21;121;1;3.629
22;119;2;2.485
23;143;1;3.168
24;139;1;3.297
25;140;2;4.076
26;160;4;5.379
27;161;9;7.303
28;160;2;2.849
29;139;2;2.688
30;140;2;4.765
31;160;5;6.624
32;168;3;6.614
33;160;1;5.240
34;166;1;5.262
35;167;1;5.359
36;181;1;5.948
37;201;4;7.973
38;210;2;7.784
39;202;11;11.910
40;211;3;8.577
41;210;2;8.709
42;208;6;6.813
43;205;2;4.848
44;197;2;8.166
45;205;7;10.915
46;204;1;4.436
47;192;1;7.459
48;191;5;5.647
49;172;1;3.342
50;169;5;5.166
51;178;7;9.750
52;170;7;9.665
53;159;2;7.077
54;158;6;5.270
55;139;2;2.859
56;138;1;2.374
57;155;1;6.226
58;170;3;7.878
59;171;4;8.640
60;170;2;3.867
61;169;10;7.150
62;170;2;8.056
63;167;1;3.368
64;187;3;9.747
65;203;3;10.356
66;210;1;9.961
67;205;1;9.897
68;211;2;10.511
69;208;6;11.289
70;209;2;9.559
71;216;1;9.391
72;217;3;10.567
73;205;1;9.207
74;205;3;10.123
75;205;4;10.781
76;212;2;10.703
77;212;3;10.869
78;211;3;10.898
79;211;1;9.784
80;209;1;4.218
81;207;5;6.074
82;189;1;3.768
83;174;1;3.443
84;172;3;9.598
85;165;4;10.005
86;162;5;9.320
87;171;1;7.194
88;179;2;8.270
89;180;1;8.136
90;188;2;9.285
91;188;2;8.989
92;203;2;9.900
93;181;1;8.675
94;167;3;9.016
95;166;1;7.998
96;167;3;8.787
97;174;1;8.478
98;174;5;10.633
99;194;4;10.991
100;201;4;11.293
101;202;3;11.094
102;203;9;14.497
103;204;2;12.612
104;191;3;11.932
105;190;2;5.513
106;191;12;17.063
107;199;4;12.954
108;206;4;14.087
109;203;5;7.764
110;202;1;5.801
111;201;6;14.414
112;187;5;12.526
113;188;1;11.800
114;189;9;14.603
115;185;3;12.131
116;184;3;6.104
117;193;3;12.254
118;192;2;12.315
119;192;1;12.302
120;199;1;12.303
121;199;3;13.896
122;199;2;12.642
123;211;2;13.225
124;212;4;15.180
125;220;1;14.106
126;227;10;18.279
127;242;12;20.431
128;248;4;16.942
129;235;3;16.079
130;244;2;17.336
131;245;3;18.399
132;244;1;7.419
133;242;4;8.759
134;244;2;16.482
135;253;2;18.665
136;250;1;7.565
137;265;2;18.998
138;267;2;18.252
139;273;4;20.311
140;280;17;27.013
141;281;19;30.673
142;288;1;21.784
143;274;2;20.752
144;275;1;20.611
145;288;1;23.615
146;302;1;22.861
147;301;4;12.825
148;294;3;25.096
149;291;4;25.356
150;280;25;35.002
151;295;1;23.800
152;294;8;14.513
153;301;6;25.590
154;308;3;27.116
155;322;2;26.330
156;331;3;26.781
157;330;11;18.277
158;331;3;29.818
159;330;1;13.092
160;331;1;29.515
161;333;6;29.313
162;340;12;36.691
163;339;5;15.861
164;353;1;31.192
165;352;3;15.104
166;347;6;30.131
167;361;2;30.729
168;368;5;33.897
169;369;3;31.856
170;376;6;34.048
171;375;3;16.946
172;383;4;36.324
173;381;11;38.370
174;387;3;36.224
175;381;15;42.880
176;374;14;39.621
177;365;2;31.302
178;366;7;36.496
179;375;4;33.153
180;377;20;42.693
181;378;2;35.087
182;379;5;34.967
183;378;24;49.140
184;379;8;36.774
185;380;15;44.093
186;381;1;36.230
187;398;2;35.497
188;396;6;21.119
189;405;3;37.351
190;403;13;25.851
191;386;3;37.457
192;395;15;44.539
193;403;7;42.436
194;404;11;44.190
195;413;16;48.287
196;414;19;50.971
197;413;1;20.425
198;406;2;40.039
199;416;2;42.366
200;414;6;43.004
201;415;3;43.336
202;411;6;42.239
203;413;1;40.317
204;413;3;43.310
205;412;5;22.958
206;421;4;43.191
207;423;6;45.198
208;409;2;21.720
209;398;4;22.516
210;404;7;47.254
211;412;6;48.285
212;413;11;53.102
213;427;4;48.862
214;426;13;54.253
215;438;8;51.662
216;447;13;54.063
217;431;9;28.610
218;432;6;50.366
219;441;11;54.226
220;457;8;54.133
221;456;5;27.662
222;448;5;27.288
223;446;2;25.242
224;432;1;24.236
225;449;1;52.093
226;456;1;53.797
227;465;5;60.491
228;450;7;30.431
229;451;11;64.524
230;437;3;27.170
231;436;9;30.512
232;437;5;59.614
233;446;27;71.732
234;455;2;56.706
235;449;5;60.907
236;456;15;66.587
237;462;1;60.577
238;460;9;62.922
239;469;3;58.994
240;467;5;60.646
241;477;3;61.581
242;475;1;28.006
243;467;4;58.959
244;466;2;57.173
245;463;3;27.522
246;465;4;60.342
247;472;2;59.892
248;471;6;30.385
249;473;12;65.549
250;470;3;28.668
251;469;15;35.996
252;461;8;30.929
253;470;4;60.190
254;463;1;61.410
255;473;22;73.197
256;480;9;65.711
257;489;7;65.850
258;499;2;66.667
259;483;1;28.840
260;489;5;69.052
261;487;3;30.114
262;480;1;63.275
263;479;6;31.346
264;488;7;67.157
265;490;17;76.544
266;483;23;77.974
267;485;5;66.411
268;484;7;31.908
269;485;1;65.558
270;484;11;34.655
271;483;7;31.244
272;466;1;26.809
273;464;8;30.888
274;465;1;65.301
275;471;6;66.636
276;469;18;38.046
277;483;10;72.146
278;470;3;28.660
279;464;43;94.627
280;473;5;67.744
281;471;1;27.703
282;468;12;34.315
283;477;7;68.759
284;487;1;68.993
285;487;1;66.636
286;487;4;70.730
287;489;3;67.571
288;505;6;71.375
289;497;8;72.957
290;498;4;73.598
291;497;7;32.849
292;499;5;71.905
293;496;2;29.952
294;482;1;28.605
295;482;1;72.330
296;481;1;27.889
297;480;12;35.506
298;465;3;28.035
299;467;30;88.159
300;484;4;73.710
