ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;2;6.562
2;108;3;4.117
3;118;1;1.993
4;92;3;2.567
5;88;2;2.054
6;87;4;3.833
7;88;1;1.599
8;90;2;3.305
9;97;5;5.414
10;95;1;1.473
11;94;2;2.359
12;112;1;2.715
13;121;2;3.237
14;112;1;3.236
15;113;6;6.871
16;114;5;5.970
17;93;2;2.576
18;105;1;3.256
19;114;5;6.351
20;136;2;4.640
21;113;5;5.601
22;120;1;3.424
23;120;1;3.306
24;126;1;4.087
25;123;2;3.217
26;131;1;4.088
27;124;1;4.488
28;146;1;3.971
29;154;1;4.200
30;163;2;4.779
31;170;1;4.220
32;167;1;5.020
33;168;1;4.562
34;165;1;3.169
35;179;1;5.719
36;180;1;5.150
37;200;2;7.179
38;201;3;8.560
39;200;3;6.045
40;220;2;7.848
41;221;1;7.910
42;245;2;8.600
43;202;1;4.188
44;182;1;3.764
45;183;1;8.099
46;181;1;3.795
47;196;4;10.275
48;197;5;12.508
49;195;5;9.231
50;194;1;4.333
51;209;1;8.057
52;207;4;7.495
53;205;4;11.345
54;187;4;7.002
55;188;6;13.155
56;194;5;12.496
57;175;1;4.192
58;183;3;10.962
59;178;3;5.957
60;177;3;9.936
61;178;2;9.232
62;179;2;8.554
63;180;4;10.716
64;160;1;3.879
65;159;4;6.756
66;158;1;8.272
67;173;2;8.770
68;193;2;10.307
69;213;6;16.008
70;214;4;14.174
71;215;5;14.119
72;217;5;14.966
73;215;5;9.363
74;203;2;11.942
75;204;6;17.640
76;211;8;18.995
77;209;9;13.618
78;223;2;14.986
79;220;8;12.588
80;218;1;5.447
81;217;7;11.310
82;216;4;14.289
83;215;14;25.015
84;216;1;11.219
85;225;1;11.711
86;232;18;30.209
87;231;1;13.439
88;224;7;20.778
89;233;10;21.090
90;226;6;18.018
91;232;2;14.013
92;233;3;14.921
93;235;2;14.926
94;237;11;23.846
95;233;14;19.531
96;239;1;14.256
97;238;1;15.986
98;239;5;17.240
99;238;6;11.089
100;247;6;20.448
101;245;10;22.915
102;244;22;27.250
103;260;8;20.620
104;254;12;24.493
105;251;21;25.783
106;251;3;16.208
107;260;1;13.039
108;269;17;30.630
109;284;2;16.196
110;299;1;16.090
111;314;8;25.161
112;307;5;22.771
113;308;2;19.015
114;320;8;26.489
115;322;3;21.342
116;307;5;23.625
117;316;10;27.835
118;303;2;19.927
119;288;1;9.128
120;289;5;22.901
121;290;7;25.017
122;289;3;11.001
123;304;3;21.397
124;304;4;26.119
125;303;1;9.707
126;290;2;21.000
127;305;27;46.587
128;305;9;28.807
129;290;3;22.025
130;291;34;55.259
131;292;2;23.235
132;289;4;12.425
133;280;18;37.140
134;289;3;20.824
135;305;8;27.825
136;304;1;9.434
137;305;3;22.693
138;290;3;22.640
139;304;7;29.310
140;303;4;12.214
141;304;4;23.224
142;305;6;25.803
143;306;6;28.880
144;292;8;17.064
145;305;1;21.693
146;291;2;10.343
147;278;4;11.936
148;280;2;22.704
149;278;3;11.095
150;276;12;19.785
151;285;4;24.948
152;294;2;23.434
153;303;4;26.503
154;302;13;22.488
155;319;4;30.535
156;320;1;28.533
157;319;9;19.763
158;319;18;43.368
159;317;7;31.759
160;315;2;11.758
161;306;2;27.963
162;315;2;25.430
163;315;1;24.983
164;330;4;28.538
165;315;2;27.250
166;324;8;33.702
167;325;7;32.651
168;324;14;24.599
169;317;5;29.817
170;331;32;58.412
171;333;30;56.410
172;334;15;45.305
173;336;9;36.632
174;342;12;39.727
175;343;13;40.509
176;323;5;33.015
177;324;13;39.968
178;317;3;29.887
179;301;44;56.532
180;286;1;10.507
181;303;7;33.772
182;304;5;32.898
183;306;4;32.421
184;300;4;34.822
185;315;11;41.002
186;317;1;34.736
187;326;10;45.633
188;318;11;43.323
189;318;1;36.196
190;317;20;33.084
191;324;3;34.553
192;325;3;35.014
193;310;19;33.037
194;325;7;40.592
195;321;1;14.695
196;327;10;43.829
197;329;1;33.907
198;327;6;40.219
199;314;3;16.182
200;313;7;19.920
201;311;5;17.970
202;298;3;15.331
203;307;6;40.389
204;308;4;41.411
205;309;9;47.674
206;307;23;38.489
207;315;5;41.860
208;314;18;32.315
209;313;9;22.289
210;314;5;40.392
211;313;23;36.946
212;314;24;58.773
213;314;3;40.313
214;315;2;37.373
215;321;2;37.738
216;322;11;48.011
217;320;4;17.448
218;318;3;15.794
219;333;3;38.545
220;331;14;27.965
221;330;8;21.311
222;327;5;17.811
223;329;21;57.237
224;337;3;38.813
225;336;16;30.011
226;337;1;39.223
227;322;12;25.290
228;331;17;54.614
229;330;19;32.628
230;329;21;34.950
231;344;1;39.234
232;343;4;44.868
233;329;19;33.165
234;315;24;37.908
235;324;4;46.634
236;326;5;47.808
237;313;2;15.029
238;322;21;61.712
239;337;6;47.946
240;338;10;55.016
241;340;18;67.452
242;339;5;20.696
243;337;4;18.983
244;346;1;45.012
245;347;8;58.496
246;356;21;68.062
247;358;10;57.991
248;345;17;34.627
249;337;4;20.363
250;343;1;49.542
251;352;5;54.112
252;350;2;18.922
253;335;16;34.212
254;334;1;48.968
255;335;6;53.413
256;336;8;56.262
257;337;16;65.687
258;338;7;57.087
259;337;21;71.866
260;334;4;20.033
261;332;7;22.116
262;330;1;15.559
263;329;12;26.456
264;337;15;62.410
265;346;14;61.824
266;332;5;19.966
267;330;5;19.554
268;330;12;63.788
269;339;8;55.576
270;340;1;49.113
271;341;29;78.770
272;326;5;20.867
273;326;1;56.011
274;325;6;21.437
275;333;17;71.333
276;334;3;54.025
277;335;6;57.695
278;328;12;64.655
279;329;52;107.328
280;328;10;27.553
281;345;7;60.834
282;346;4;59.782
283;346;2;57.802
284;345;8;26.557
285;344;1;18.664
286;345;12;66.367
287;344;13;31.481
288;343;24;43.054
289;342;21;74.904
290;334;3;54.982
291;334;11;62.856
292;335;10;62.152
293;319;3;18.489
294;320;6;56.638
295;329;2;58.038
296;338;5;58.308
297;337;22;39.887
298;330;2;55.453
299;336;8;62.177
300;337;15;70.612
