ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;1.352
2;118;1;1.018
3;92;1;0.559
4;87;2;1.146
5;94;1;1.237
6;110;1;1.862
7;91;5;4.055
8;89;6;3.511
9;87;10;5.525
10;88;2;1.898
11;103;1;1.668
12;110;1;1.924
13;111;1;2.119
14;117;1;2.659
15;131;1;2.859
16;138;3;3.930
17;152;2;4.260
18;172;15;11.815
19;187;2;4.548
20;193;1;4.566
21;199;3;5.935
22;207;1;5.162
23;208;6;7.981
24;223;2;5.993
25;229;2;6.621
26;251;9;11.792
27;252;2;7.146
28;261;4;8.963
29;242;5;8.204
30;252;3;9.044
31;231;1;5.324
32;253;1;7.603
33;250;5;8.263
34;259;5;10.753
35;260;2;9.460
36;256;2;6.918
37;236;7;12.690
38;238;3;9.305
39;234;4;7.267
40;250;5;11.034
41;251;19;19.807
42;242;17;19.491
43;221;3;6.086
44;241;2;9.021
45;248;1;8.515
46;250;2;9.652
47;244;12;17.014
48;241;7;9.657
49;240;2;6.267
50;222;3;10.323
51;220;1;5.010
52;227;2;9.761
53;228;3;10.535
54;227;4;7.860
55;229;3;11.071
56;226;6;8.550
57;225;7;12.823
58;232;4;10.561
59;245;13;17.312
60;243;16;14.580
61;252;1;9.806
62;266;11;17.013
63;264;24;21.839
64;279;14;20.758
65;288;2;12.713
66;282;36;36.711
67;291;12;21.053
68;293;18;25.080
69;274;12;15.237
70;275;4;15.933
71;273;4;15.745
72;268;3;15.021
73;264;7;11.169
74;279;14;22.019
75;286;4;16.301
76;281;13;24.525
77;278;2;8.604
78;286;11;21.465
79;301;1;15.135
80;286;15;18.378
81;284;32;29.759
82;270;12;22.774
83;255;4;16.164
84;256;19;25.585
85;244;5;16.252
86;245;1;14.319
87;243;7;17.259
88;244;7;17.234
89;243;9;12.133
90;244;1;13.069
91;259;20;26.049
92;273;3;15.982
93;272;16;17.836
94;286;13;23.668
95;287;20;28.852
96;284;4;10.155
97;284;2;16.009
98;298;9;22.007
99;312;2;17.326
100;311;10;14.520
