ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;0.785
2;116;1;1.041
3;89;1;0.864
4;90;5;2.483
5;87;1;0.570
6;88;1;1.041
7;110;2;1.558
8;117;2;1.579
9;133;2;1.844
10;113;2;1.128
11;122;3;2.048
12;115;4;2.593
13;113;2;1.355
14;91;6;2.790
15;100;3;2.649
16;101;1;2.189
17;102;1;2.483
18;126;1;2.874
19;140;4;4.234
20;141;3;4.021
21;150;1;3.565
22;127;2;2.742
23;126;1;3.740
24;125;1;2.046
25;139;2;4.164
26;154;3;5.102
27;162;1;4.523
28;176;2;5.074
29;177;8;7.634
30;199;9;8.760
31;201;12;10.771
32;181;4;4.729
33;159;10;6.845
34;167;2;5.848
35;174;4;7.007
36;169;2;3.852
37;176;5;7.702
38;156;13;8.527
39;152;2;3.558
40;153;7;8.166
41;132;1;2.430
42;139;3;5.827
43;119;1;2.334
44;120;9;8.180
45;116;4;3.518
46;118;5;6.940
47;119;1;5.219
48;114;2;5.825
49;110;4;6.420
50;108;1;2.174
51;106;2;2.602
52;120;1;5.530
53;108;5;7.046
54;117;1;5.828
55;111;1;5.993
56;109;1;2.269
57;117;8;8.975
58;122;2;6.549
59;123;1;6.219
60;103;3;6.734
61;119;1;6.178
62;102;6;8.086
63;102;1;5.587
64;109;2;6.101
65;108;3;2.968
66;122;1;6.204
67;104;3;2.906
68;111;1;6.529
69;118;1;6.845
70;127;3;8.080
71;141;2;8.426
72;138;2;8.509
73;138;2;8.118
74;145;3;8.449
75;144;1;3.248
76;140;1;7.580
77;149;5;9.430
78;150;1;8.061
79;156;3;9.522
80;171;3;9.830
81;179;3;10.253
82;191;1;9.865
83;200;4;11.851
84;214;3;11.911
85;220;3;12.620
86;207;7;7.906
87;203;2;5.510
88;204;4;13.252
89;201;1;5.042
90;189;1;4.618
91;204;3;12.885
92;190;2;12.586
93;175;4;12.886
94;176;1;11.513
95;163;2;11.692
96;162;2;4.714
97;160;5;5.721
98;148;8;14.039
99;155;11;15.196
100;161;1;11.163
