ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;102;1;5.212
2;110;2;3.368
3;118;3;3.601
4;91;1;0.948
5;88;1;1.201
6;87;3;2.981
7;94;1;1.687
8;95;2;2.783
9;109;3;4.484
10;91;1;2.712
11;89;1;1.415
12;88;1;1.418
13;89;2;3.629
14;109;2;4.777
15;111;1;2.987
16;112;1;2.454
17;111;1;1.758
18;112;1;2.755
19;113;2;3.875
20;114;2;4.045
21;114;2;5.534
22;126;5;8.787
23;134;2;5.090
24;154;2;5.502
25;155;4;8.208
26;177;4;8.449
27;197;2;6.898
28;198;1;5.458
29;213;2;6.942
30;220;4;10.136
31;202;7;10.748
32;183;1;4.543
33;182;1;4.456
34;198;9;15.374
35;196;2;5.512
36;210;1;8.473
37;206;3;6.591
38;212;1;7.893
39;221;2;8.586
40;222;8;14.886
41;203;3;7.232
42;217;2;9.933
43;203;6;13.764
44;202;2;5.920
45;209;1;10.049
46;229;8;17.006
47;238;8;16.665
48;232;6;15.640
49;233;5;14.639
50;245;1;11.090
51;246;5;15.159
52;237;10;20.460
53;244;3;14.226
54;243;2;7.927
55;245;4;15.632
56;224;4;9.413
57;222;1;6.018
58;221;1;5.678
59;219;1;5.420
60;217;2;6.398
61;223;5;16.449
62;222;1;5.509
63;237;2;11.636
64;245;5;17.523
65;244;1;5.970
66;245;3;13.112
67;243;3;8.130
68;245;10;21.050
69;254;5;16.175
70;246;5;16.642
71;255;10;21.749
72;263;5;17.664
73;260;1;7.047
74;259;3;8.686
75;260;4;17.533
76;260;1;12.963
77;247;1;6.585
78;259;1;14.088
79;258;9;14.600
80;267;3;15.757
81;268;32;45.419
82;266;12;26.097
83;275;2;15.260
84;266;5;18.712
85;265;6;19.551
86;266;3;18.306
87;265;2;7.754
88;274;17;30.131
89;276;8;22.179
90;277;3;17.232
91;277;4;20.992
92;286;4;19.120
93;267;4;11.013
94;275;37;53.563
95;261;11;26.534
96;258;29;35.585
97;259;4;18.948
98;265;6;21.614
99;264;22;38.197
100;270;5;20.404
101;271;7;23.478
102;271;7;25.421
103;285;9;25.356
104;294;13;30.063
105;301;2;19.593
106;287;4;12.116
107;293;1;19.350
108;300;9;27.647
109;306;1;20.690
110;293;7;15.579
111;291;1;20.581
112;300;1;19.351
113;289;3;11.280
114;280;2;20.867
115;293;7;25.438
116;301;2;22.055
117;300;13;32.955
118;301;6;24.942
119;303;1;21.038
120;304;2;21.631
121;289;2;10.945
122;287;4;12.416
123;286;2;10.510
124;275;21;40.834
125;274;1;8.650
126;289;15;35.457
127;290;15;36.524
128;305;15;37.045
129;291;4;13.377
130;289;1;10.087
131;303;16;38.196
132;320;2;28.435
133;305;5;28.379
134;304;4;13.237
135;305;2;27.048
136;314;8;31.241
137;313;16;26.785
138;328;2;25.864
139;326;22;33.506
140;324;23;48.366
141;309;11;34.330
142;318;16;38.668
143;333;34;59.076
144;334;13;40.328
145;333;8;19.012
146;342;10;35.191
147;357;7;33.684
148;372;4;31.832
149;359;1;13.454
150;360;15;44.392
151;360;3;35.459
152;377;10;43.513
153;384;1;31.936
154;385;13;45.857
155;374;13;28.208
156;381;3;35.118
157;374;7;44.133
158;389;3;36.335
159;373;39;58.693
160;372;1;15.262
161;372;1;37.118
162;381;26;62.285
163;380;4;19.200
164;389;9;43.937
165;390;9;47.436
166;388;3;18.813
167;394;4;39.338
168;381;1;15.923
169;390;6;41.795
170;398;2;38.987
171;391;5;42.676
172;390;3;18.800
173;399;9;47.703
174;397;8;25.239
175;399;14;52.754
176;407;9;48.616
177;422;2;41.742
178;422;17;63.270
179;439;7;53.108
180;426;9;28.857
181;425;2;45.038
182;425;1;45.976
183;440;11;54.344
184;449;12;57.239
185;449;5;53.158
186;428;15;35.857
187;429;5;49.826
188;427;17;38.519
189;436;1;46.654
190;428;34;57.071
191;424;10;30.258
192;409;11;29.634
193;414;3;46.696
194;401;11;28.832
195;402;4;47.155
196;387;9;25.943
197;380;29;73.407
198;378;3;18.530
199;377;5;20.693
200;378;3;44.949
