ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;96;1;0.978
2;118;4;2.087
3;90;1;0.478
4;87;2;0.923
5;88;3;1.917
6;89;2;1.695
7;101;2;2.006
8;121;3;2.582
9;104;1;1.786
10;101;6;3.097
11;100;1;1.081
12;101;6;3.916
13;102;1;2.278
14;103;2;2.427
15;127;2;3.055
16;149;2;3.329
17;126;1;1.864
18;124;1;1.730
19;126;1;2.670
20;142;1;3.118
21;152;1;3.250
22;154;2;3.720
23;134;3;2.768
24;131;1;1.749
25;139;2;3.920
26;140;1;3.731
27;149;1;3.897
28;158;1;4.324
29;135;4;3.938
30;150;3;5.849
31;148;2;3.218
32;142;1;5.159
33;141;2;3.286
34;143;1;5.090
35;131;5;7.113
36;128;1;2.385
37;135;1;4.638
38;136;1;4.934
39;135;1;2.681
40;126;2;5.649
41;123;1;2.314
42;124;5;6.251
43;146;1;5.376
44;145;7;5.181
45;152;3;6.107
46;161;1;5.958
47;175;6;8.824
48;176;3;7.710
49;182;2;7.118
50;190;1;6.873
51;206;3;8.425
52;206;1;7.684
53;203;5;5.619
54;210;3;8.962
55;203;4;9.245
56;209;1;7.492
57;210;3;8.639
58;206;1;7.681
59;186;1;3.599
60;185;1;3.705
61;167;3;4.095
62;165;1;2.963
63;161;1;7.497
64;162;1;7.674
65;163;1;7.793
66;163;4;9.621
67;163;1;8.349
68;164;3;9.271
69;179;6;11.608
70;176;5;6.108
71;175;5;5.825
72;182;6;12.002
73;170;5;11.584
74;168;5;5.908
75;165;1;4.020
76;185;1;10.081
77;184;1;10.210
78;167;1;9.082
79;168;3;10.199
80;175;3;10.037
81;173;1;9.075
82;172;2;4.063
83;175;1;8.638
84;189;4;10.565
85;185;3;4.431
86;186;2;8.950
87;181;6;11.093
88;179;2;3.860
89;186;1;8.750
90;173;3;4.391
91;167;1;8.907
92;168;1;9.130
93;167;1;8.741
94;185;3;10.668
95;192;1;10.611
96;193;3;11.335
97;191;2;11.095
98;207;1;11.026
99;208;5;12.788
100;209;1;11.027
