ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;0.930
2;118;2;1.243
3;90;2;0.696
4;87;1;0.641
5;94;2;1.564
6;112;1;1.521
7;113;2;1.975
8;137;1;1.991
9;144;7;5.014
10;140;2;2.825
11;138;3;2.515
12;117;2;1.935
13;116;3;2.248
14;131;2;2.760
15;138;3;3.914
16;117;1;1.670
17;106;1;2.853
18;103;2;1.840
19;102;1;1.420
20;103;4;4.007
21;104;4;4.431
22;97;1;1.583
23;96;3;2.248
24;99;1;2.857
25;123;1;2.917
26;136;1;3.146
27;137;1;3.400
28;134;1;1.853
29;142;2;4.421
30;128;5;5.807
31;138;3;4.879
32;145;1;4.037
33;124;1;2.076
34;125;2;4.557
35;132;2;4.919
36;140;2;5.427
37;137;3;5.752
38;143;1;4.967
39;152;1;5.411
40;138;1;5.242
41;137;1;2.622
42;134;1;2.410
43;147;1;5.039
44;154;1;5.648
45;152;2;3.091
46;153;2;7.012
47;173;6;9.012
48;180;3;8.173
49;188;4;8.951
50;189;2;8.739
51;190;1;7.973
52;189;1;8.081
53;203;3;9.149
54;202;4;5.814
55;218;1;9.247
56;225;3;11.112
57;205;2;5.245
58;206;1;9.222
59;203;1;4.759
60;212;4;10.828
61;211;1;9.270
62;207;1;4.358
63;206;1;4.073
64;205;4;5.908
65;214;2;9.888
66;208;2;10.330
67;209;1;10.182
68;190;1;4.304
69;197;5;11.641
70;198;2;10.375
71;212;2;11.362
72;212;2;11.225
73;213;3;12.984
74;199;4;6.409
75;208;9;15.683
76;204;1;5.268
77;219;1;12.481
78;205;1;5.209
79;204;5;7.161
80;201;3;12.368
81;210;3;13.050
82;201;5;13.847
83;213;1;11.140
84;204;2;12.715
85;213;3;11.913
86;228;4;13.440
87;211;2;13.248
88;212;1;11.990
89;221;5;15.682
90;228;1;14.074
91;226;1;13.600
92;228;1;13.835
93;225;1;5.722
94;224;3;7.033
95;233;5;16.331
96;227;8;18.900
97;218;6;17.193
98;217;1;5.459
99;224;3;15.932
100;231;8;18.740
