ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;2;1.312
2;116;1;1.153
3;118;2;1.362
4;92;1;0.427
5;88;2;0.851
6;87;1;0.781
7;96;1;1.245
8;91;1;1.516
9;92;5;3.357
10;112;1;1.893
11;113;1;2.171
12;114;3;3.511
13;110;2;2.040
14;111;3;3.053
15;135;2;3.087
16;136;1;2.769
17;137;4;4.470
18;114;1;1.943
19;136;3;3.990
20;134;2;4.048
21;135;1;3.031
22;142;3;4.014
23;123;2;2.388
24;103;2;2.127
25;104;11;7.442
26;126;5;5.316
27;127;1;3.922
28;128;1;4.337
29;126;1;2.430
30;127;5;5.870
31;143;1;4.450
32;149;1;4.695
33;157;6;7.221
34;159;7;8.047
35;160;2;5.708
36;159;2;3.754
37;145;4;6.466
38;152;4;6.827
39;174;2;6.206
40;181;1;6.267
41;179;2;4.359
42;176;3;7.550
43;177;1;6.718
44;176;1;3.746
45;172;4;4.833
46;179;2;6.966
47;199;3;7.828
48;215;5;9.264
49;211;5;6.079
50;229;3;7.827
51;210;1;3.506
52;207;1;3.566
53;203;1;3.544
54;210;1;7.400
55;213;2;8.114
56;206;1;8.089
57;215;3;8.597
58;194;1;3.764
59;189;1;3.710
60;188;3;4.696
61;195;5;9.581
62;188;4;10.024
63;189;11;12.447
64;197;1;8.327
65;198;2;8.918
66;204;1;8.957
67;219;8;11.771
68;219;9;13.142
69;200;4;5.425
70;197;4;5.303
71;183;5;10.248
72;184;3;9.631
73;187;1;8.202
74;186;2;8.972
75;182;4;5.047
76;181;1;7.969
77;182;1;8.117
78;183;1;8.429
79;164;2;8.277
80;165;2;8.658
81;174;4;10.663
82;172;3;4.704
83;170;2;4.235
84;171;2;9.958
85;172;4;11.526
86;172;2;9.492
87;171;1;8.999
88;168;2;4.356
89;177;3;10.698
90;176;3;4.943
91;177;2;8.979
92;185;5;10.965
93;186;1;9.093
94;188;1;9.808
95;195;2;11.181
96;207;4;13.538
97;214;1;13.724
98;234;5;14.346
99;214;1;11.959
100;221;1;14.048
101;220;7;8.806
102;238;1;12.815
103;239;4;14.481
104;261;11;19.717
105;273;2;16.566
106;288;1;17.004
107;267;4;9.600
108;280;2;19.314
109;279;3;9.411
110;281;2;19.044
111;271;5;21.265
112;281;1;17.668
113;275;1;7.969
114;274;2;7.827
115;281;2;18.314
116;282;1;16.416
117;266;1;16.378
118;267;2;18.578
119;279;4;21.146
120;288;1;17.499
121;289;2;18.770
122;290;5;20.875
123;298;1;20.107
124;300;4;21.767
125;284;1;9.837
126;285;8;24.547
127;301;5;23.539
128;310;1;22.545
129;307;4;13.028
130;307;3;24.813
131;308;3;23.186
132;308;1;23.049
133;322;1;25.492
134;320;2;11.825
135;334;7;26.796
136;336;9;28.734
137;341;4;25.533
138;334;8;29.882
139;335;10;30.895
140;341;3;24.654
141;326;8;15.471
142;332;3;24.626
143;325;7;27.561
144;326;5;26.959
145;308;1;10.646
146;309;4;26.797
147;296;5;12.590
148;294;1;22.303
149;295;2;22.750
150;292;3;10.672
151;308;2;23.219
152;309;7;28.527
153;318;1;26.024
154;304;5;12.923
155;302;6;13.405
156;300;10;15.581
157;307;1;27.567
158;309;12;32.151
159;302;8;31.857
160;302;4;27.201
161;289;1;24.354
162;298;4;26.735
163;276;3;25.684
164;268;6;12.764
165;266;9;14.485
166;251;4;10.966
167;250;5;11.263
168;248;1;8.903
169;245;4;9.955
170;252;1;25.105
171;261;3;25.044
172;260;3;10.212
173;259;1;9.024
174;244;1;25.925
175;230;2;8.535
176;238;11;30.019
177;218;7;26.149
178;211;4;26.161
179;212;2;24.611
180;205;1;21.556
181;192;6;9.657
182;199;6;24.681
183;201;3;24.647
184;202;3;24.022
185;201;13;14.851
186;202;1;26.797
187;201;4;9.946
188;202;1;26.578
189;203;5;29.022
190;202;3;25.018
191;200;1;23.555
192;186;1;7.807
193;187;4;23.077
194;174;3;8.933
195;175;22;35.460
196;177;2;22.884
197;175;2;8.443
198;183;2;26.006
199;192;4;29.669
200;191;2;8.808
