ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;94;8;3.292
2;118;2;1.038
3;91;1;0.387
4;88;3;1.063
5;87;12;4.603
6;88;4;2.178
7;91;1;1.401
8;87;4;2.020
9;94;3;2.076
10;101;1;1.508
11;102;2;2.085
12;116;3;2.780
13;117;1;2.109
14;124;2;2.738
15;138;8;5.373
16;150;4;4.122
17;158;1;3.155
18;159;2;3.659
19;173;1;3.826
20;195;1;3.942
21;211;3;5.029
22;218;6;6.495
23;224;1;4.864
24;225;7;7.563
25;206;2;4.391
26;230;5;7.251
27;227;2;4.547
28;223;9;9.462
29;232;1;6.039
30;233;5;8.178
31;247;9;10.419
32;254;6;9.482
33;256;2;7.759
34;257;1;7.301
35;236;7;7.921
36;216;1;4.829
37;213;2;5.287
38;228;8;10.680
39;230;1;8.247
40;231;12;13.268
41;228;3;9.035
42;230;2;8.763
43;238;7;11.558
44;235;1;5.292
45;232;6;7.319
46;231;12;9.785
47;232;7;11.381
48;233;1;8.724
49;231;1;5.269
50;228;2;5.666
51;235;5;10.969
52;234;1;9.363
53;235;3;10.010
54;236;3;10.146
55;250;2;10.087
56;249;2;5.923
57;229;4;6.717
58;229;5;11.811
59;209;6;7.348
60;216;4;11.661
61;213;14;11.388
62;193;15;16.014
63;191;3;5.408
64;207;3;10.977
65;184;4;5.862
66;183;11;8.997
67;186;6;12.106
68;201;4;12.079
69;200;16;12.366
70;198;4;6.111
71;183;25;21.398
72;184;21;19.210
73;183;7;7.119
74;184;5;12.170
75;191;3;11.743
76;190;8;14.227
77;189;4;5.879
78;183;5;12.413
79;192;8;14.075
80;207;5;13.763
81;214;3;13.933
82;213;9;9.318
83;219;5;14.610
84;226;3;14.348
85;213;3;7.000
86;212;11;10.531
87;210;15;20.121
88;208;5;7.534
89;222;1;13.901
90;221;2;6.550
91;216;1;13.981
92;214;1;5.615
93;213;10;9.552
94;222;7;16.293
95;220;1;13.068
96;222;2;13.584
97;222;16;20.324
98;228;1;13.304
99;227;14;19.807
100;241;5;15.590
101;240;1;13.392
102;225;2;13.172
103;223;3;12.603
104;223;9;14.524
105;224;1;11.312
106;226;3;12.168
107;227;4;12.989
108;227;2;12.343
109;229;3;13.061
110;210;10;8.592
111;210;6;14.379
112;217;5;14.056
113;237;9;17.102
114;233;6;7.590
115;234;5;15.091
116;235;13;19.060
117;255;6;16.869
118;256;12;20.875
119;257;8;19.289
120;258;2;16.263
121;280;5;19.210
122;278;7;10.661
123;280;13;23.503
124;273;2;18.171
125;274;1;17.844
126;290;9;23.117
127;296;12;25.224
128;295;2;8.916
129;304;6;22.016
130;311;3;21.486
131;289;17;17.473
132;290;10;24.989
133;284;3;20.932
134;285;4;21.668
135;287;2;21.636
136;289;6;24.119
137;288;20;18.944
138;289;13;28.599
139;290;1;22.815
140;303;21;33.905
141;304;3;26.033
142;305;3;26.008
143;304;2;11.619
144;311;3;27.796
145;317;5;28.341
146;332;10;32.258
147;329;1;12.621
148;345;13;34.310
149;346;8;32.475
150;345;4;14.850
151;354;12;36.660
152;337;2;28.937
153;344;23;41.253
154;353;5;31.827
155;319;7;16.292
156;319;5;31.570
157;318;1;12.575
158;318;2;30.330
159;319;8;33.907
160;328;6;33.085
161;342;1;31.485
162;343;4;33.287
163;335;6;35.094
164;353;4;34.648
165;338;2;14.779
166;339;5;34.144
167;339;15;40.634
168;339;4;34.025
169;340;7;35.492
170;341;14;39.986
171;339;6;16.838
172;341;3;33.543
173;347;1;33.715
174;348;2;34.017
175;346;2;15.087
176;346;4;34.738
177;337;16;41.249
178;344;5;36.183
179;328;5;15.992
180;329;28;48.368
181;330;6;36.367
182;339;3;35.645
183;337;7;17.837
184;338;1;34.988
185;336;6;37.290
186;324;7;17.040
187;322;3;34.271
188;323;14;40.982
189;324;9;38.905
190;333;3;35.289
191;328;2;35.299
192;340;14;43.157
193;354;5;39.710
194;347;10;42.666
195;356;14;45.230
196;345;4;17.979
197;347;4;41.113
198;348;2;39.804
199;357;9;44.141
200;363;7;43.758
