ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;3;1.746
2;89;1;1.254
3;119;4;2.094
4;91;3;1.133
5;89;1;0.919
6;88;1;0.966
7;110;1;1.591
8;111;2;2.023
9;113;1;1.922
10;110;1;1.135
11;111;3;2.814
12;126;1;2.738
13;140;1;2.703
14;141;1;2.441
15;151;1;2.633
16;129;6;3.860
17;137;3;3.779
18;135;2;2.237
19;136;1;3.007
20;137;2;4.214
21;149;2;4.202
22;168;4;5.420
23;168;2;4.922
24;169;1;3.892
25;149;2;2.856
26;147;8;5.581
27;129;2;2.579
28;128;1;1.997
29;129;2;4.570
30;129;4;5.588
31;136;1;4.534
32;135;1;2.300
33;153;2;5.169
34;132;1;2.336
35;129;1;5.014
36;128;1;1.985
37;123;3;2.694
38;124;1;3.850
39;133;1;3.731
40;127;3;5.769
41;147;2;5.203
42;133;7;7.322
43;134;3;5.729
44;135;1;5.301
45;149;2;6.350
46;148;1;2.574
47;148;1;5.109
48;155;4;7.469
49;164;2;6.425
50;171;2;7.686
51;170;2;3.860
52;164;1;7.097
53;163;1;3.031
54;171;1;6.799
55;171;1;6.600
56;162;4;8.414
57;142;1;2.376
58;149;1;6.662
59;143;8;10.349
60;140;1;5.757
61;141;4;7.965
62;140;2;2.726
63;141;1;6.232
64;156;1;7.696
65;155;1;2.917
66;157;4;8.606
67;152;2;3.145
68;159;4;8.660
69;160;2;8.296
70;158;4;4.497
71;159;3;8.461
72;158;3;9.608
73;157;6;5.858
74;158;4;9.701
75;157;2;3.559
76;157;2;8.880
77;158;1;7.328
78;155;6;5.833
79;154;1;3.080
80;156;2;7.590
81;157;1;8.588
82;154;1;7.233
83;155;1;7.296
84;170;1;9.456
85;169;1;3.647
86;183;2;9.135
87;189;7;13.369
88;192;1;9.389
89;202;5;12.323
90;203;1;11.093
91;199;2;4.726
92;191;2;10.927
93;211;2;10.492
94;212;1;11.918
95;192;1;10.509
96;199;5;13.712
97;200;8;15.963
98;216;1;11.378
99;203;1;4.980
100;203;2;12.739
101;202;1;12.059
102;204;2;14.192
103;205;7;15.319
104;200;13;19.111
105;220;8;16.849
106;204;1;13.952
107;218;11;19.396
108;220;5;16.103
109;222;1;14.290
110;204;8;9.356
111;213;32;31.006
112;212;12;11.815
113;210;13;12.129
114;219;4;17.547
115;232;2;17.862
116;234;1;15.783
117;243;11;23.464
118;244;2;17.908
119;243;5;9.375
120;216;3;7.883
121;214;9;11.043
122;215;1;18.726
123;222;12;26.047
124;221;8;21.533
125;218;3;8.040
126;226;3;19.998
127;225;1;6.841
128;221;8;22.515
129;220;6;9.214
130;226;1;17.584
131;217;17;27.373
132;224;5;21.022
133;224;3;18.809
134;226;20;28.016
135;225;12;12.558
136;222;2;6.741
137;223;17;25.374
138;237;1;17.397
139;236;1;17.151
140;251;1;19.989
141;252;2;20.663
142;237;1;17.963
143;236;2;17.887
144;237;3;20.114
145;238;5;19.663
146;231;2;20.631
147;230;1;6.557
148;232;4;21.509
149;234;8;24.328
150;232;1;17.376
151;247;19;29.880
152;253;2;19.138
153;262;1;21.349
154;247;2;7.827
155;256;5;25.130
156;255;3;23.553
157;254;2;7.775
158;252;2;7.799
159;261;1;20.912
160;267;7;24.652
161;258;1;22.377
162;259;2;24.284
163;261;2;25.056
164;268;3;27.444
165;283;3;24.570
166;270;12;15.889
167;268;14;16.586
168;285;10;33.376
169;286;1;30.013
170;284;1;10.370
171;285;4;31.306
172;272;11;16.274
173;273;5;28.964
174;272;1;10.435
175;278;1;28.793
176;263;12;31.376
177;262;4;10.893
178;263;2;28.321
179;270;12;32.601
180;270;7;30.674
181;271;3;29.036
182;272;5;31.424
183;280;4;30.654
184;288;2;26.512
185;279;12;34.765
186;280;2;25.524
187;278;2;10.216
188;287;5;27.148
189;286;9;35.778
190;285;1;28.544
191;286;12;35.131
192;295;4;32.086
193;294;23;23.149
194;304;7;29.765
195;304;1;31.079
196;298;2;27.230
197;299;1;26.883
198;281;1;10.114
199;282;2;27.367
200;280;2;10.517
201;279;3;10.689
202;288;1;31.371
203;289;5;29.406
204;290;4;29.467
205;299;7;32.545
206;300;1;33.122
207;314;1;30.498
208;306;3;31.644
209;307;3;35.579
210;321;9;40.173
211;335;1;36.390
212;341;9;38.054
213;355;1;39.235
214;361;16;47.231
215;357;2;40.475
216;364;3;42.597
217;349;1;13.764
218;356;3;42.715
219;354;1;14.267
220;363;9;42.842
221;365;9;48.540
222;364;4;17.238
223;363;6;18.268
224;360;3;15.816
225;344;3;15.149
226;345;6;44.934
227;359;6;41.549
228;368;5;46.805
229;383;12;48.203
230;392;6;45.881
231;401;1;48.560
232;410;1;51.229
233;411;4;54.288
234;410;4;21.189
235;398;4;20.544
236;385;11;24.315
237;391;3;53.895
238;392;3;48.060
239;393;7;57.367
240;394;1;52.366
241;391;3;20.477
242;397;11;59.593
243;406;6;52.778
244;408;3;50.519
245;391;6;56.289
