ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;4;3.447
2;110;1;1.360
3;118;1;1.119
4;92;2;0.942
5;90;1;0.742
6;88;3;1.456
7;94;10;5.954
8;101;4;3.241
9;123;1;2.294
10;137;1;2.357
11;112;7;4.668
12;108;3;2.326
13;121;1;2.002
14;130;2;2.897
15;145;1;2.733
16;151;2;3.789
17;152;5;5.309
18;158;1;3.593
19;166;8;7.828
20;181;2;4.414
21;201;1;4.724
22;202;11;10.762
23;222;5;7.817
24;210;1;5.567
25;211;6;8.390
26;210;6;7.220
27;211;1;6.310
28;231;7;10.156
29;239;3;8.338
30;221;6;9.679
31;230;1;6.156
32;210;1;4.324
33;209;4;6.068
34;208;5;6.506
35;228;1;7.557
36;229;2;8.186
37;244;17;18.177
38;242;8;9.949
39;243;11;15.541
40;250;5;12.150
41;264;1;10.347
42;263;1;6.895
43;251;18;22.115
44;249;2;7.204
45;247;3;7.550
46;246;30;28.663
47;247;1;10.104
48;265;1;10.719
49;273;2;11.975
50;279;3;12.969
51;258;3;7.965
52;255;7;10.392
53;255;12;19.394
54;256;3;12.727
55;254;12;14.147
56;263;10;16.694
57;283;19;24.057
58;282;22;20.904
59;299;11;19.221
60;308;42;41.503
61;309;10;20.111
62;295;9;19.691
63;294;14;16.951
64;308;4;16.910
65;307;21;22.950
66;305;3;10.145
67;297;10;13.903
68;277;2;7.920
69;258;25;23.392
70;267;22;27.984
71;265;46;37.381
72;265;7;18.775
73;280;5;17.586
74;279;18;27.403
75;265;34;37.532
76;264;4;9.104
77;261;3;7.992
78;263;5;16.880
79;278;14;23.561
80;266;10;21.113
81;258;10;13.383
82;255;1;6.907
83;270;17;26.175
84;285;10;22.662
85;271;1;17.070
86;257;17;27.310
87;256;18;27.823
88;265;15;25.412
89;274;4;18.577
90;273;52;43.119
91;265;10;22.725
92;274;45;46.733
93;283;9;23.347
94;292;7;22.734
95;301;15;29.373
96;310;2;20.787
97;325;9;27.410
98;319;1;22.401
99;318;12;29.902
100;309;1;21.570
101;308;2;20.930
102;307;18;22.376
103;295;14;28.819
104;293;15;19.067
105;299;16;30.468
106;316;2;21.647
107;325;5;24.515
108;332;8;27.206
109;314;15;20.740
110;310;9;27.243
111;315;1;20.560
112;317;4;23.454
113;316;11;17.350
114;314;15;19.502
115;313;4;11.968
116;321;3;22.882
117;313;13;18.152
118;298;13;17.693
119;298;27;39.979
120;289;10;27.335
121;282;5;23.141
122;291;21;34.528
123;278;3;10.301
124;293;3;23.643
125;294;32;45.061
126;293;5;12.650
127;293;12;32.142
128;292;3;11.175
129;292;3;25.375
130;301;6;26.864
131;310;3;25.940
132;311;18;37.593
133;312;1;26.792
134;311;5;14.273
135;294;4;27.091
136;295;7;29.569
137;294;9;16.143
138;294;30;45.778
139;294;5;27.659
140;303;4;27.041
141;301;2;11.490
142;303;1;25.166
143;296;1;25.536
144;295;3;11.906
145;302;6;29.505
146;311;1;26.477
147;310;11;19.023
148;325;5;31.152
149;333;1;29.418
150;333;13;38.665
151;327;1;30.285
152;328;3;31.390
153;327;9;18.881
154;329;6;35.160
155;330;7;35.549
156;337;5;34.617
157;336;15;23.980
158;342;11;40.261
159;341;6;17.228
160;335;1;13.569
161;335;11;40.119
162;334;9;38.056
163;341;6;35.868
164;341;2;33.774
165;341;13;41.851
166;339;6;17.346
167;340;4;34.441
168;353;12;40.991
169;350;12;22.069
170;359;8;38.593
171;376;21;50.102
172;385;13;45.938
173;385;9;44.241
174;382;3;17.569
175;389;9;42.893
176;380;2;37.967
177;380;7;40.799
178;379;2;16.309
179;379;3;37.786
180;367;9;41.493
181;359;26;53.534
182;343;10;20.726
183;343;18;46.446
184;352;8;39.853
185;353;18;47.968
186;353;7;41.877
187;353;15;47.110
188;361;7;41.511
189;370;8;42.389
190;371;2;38.865
191;378;3;41.055
192;392;3;43.558
193;398;9;47.499
194;405;11;49.875
195;396;11;49.642
196;411;6;46.175
197;420;21;58.622
198;419;4;21.607
199;419;2;44.649
200;413;24;61.124
