ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;94;5;3.802
2;108;1;1.407
3;116;4;3.309
4;118;12;7.501
5;91;1;0.630
6;87;1;0.909
7;88;5;3.536
8;90;1;1.658
9;88;2;1.455
10;89;3;2.602
11;88;1;1.103
12;95;1;1.636
13;96;2;2.751
14;110;1;2.752
15;130;3;4.404
16;133;1;2.936
17;134;1;3.096
18;130;3;3.177
19;131;8;7.194
20;151;1;3.812
21;160;6;6.411
22;161;1;3.766
23;183;2;4.969
24;205;5;7.215
25;217;2;6.185
26;218;7;8.961
27;220;5;8.235
28;199;1;3.745
29;206;1;5.427
30;215;1;6.154
31;212;2;4.938
32;224;2;7.245
33;238;3;8.364
34;253;1;7.969
35;252;7;10.059
36;253;3;9.327
37;233;4;7.469
38;247;10;14.311
39;234;6;11.783
40;243;9;13.363
41;249;7;12.992
42;231;7;9.504
43;240;2;9.708
44;238;5;8.769
45;237;44;33.791
46;235;32;25.988
47;247;14;17.944
48;262;27;27.108
49;271;2;11.443
50;262;10;16.973
51;271;8;15.227
52;277;2;11.795
53;258;3;7.956
54;258;10;17.116
55;252;33;32.332
56;231;4;7.913
57;228;39;29.717
58;237;5;12.297
59;238;14;18.471
60;258;7;15.453
61;267;29;30.535
62;265;1;6.990
63;256;1;11.647
64;247;8;15.495
65;240;24;25.729
66;249;35;32.859
67;247;7;9.951
68;246;2;6.371
69;238;6;13.950
70;253;17;21.249
71;252;16;15.856
72;253;50;43.723
73;268;16;21.576
74;255;1;6.275
75;270;8;17.475
76;271;32;33.974
77;272;8;18.081
78;271;87;71.423
79;280;19;26.048
80;277;18;19.012
81;278;2;15.427
82;265;2;8.045
83;265;1;15.398
84;274;3;16.369
85;273;6;11.720
86;273;3;17.045
87;273;14;25.098
88;264;20;27.544
89;250;9;19.543
90;249;2;7.307
91;251;10;20.225
92;252;53;49.879
93;251;4;9.082
94;260;4;16.624
95;259;9;13.032
96;268;27;32.687
97;268;2;17.176
98;277;1;16.029
99;286;1;16.646
100;301;2;18.436
