ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;94;1;6.385
2;118;4;4.550
3;92;1;0.906
4;88;1;1.094
5;87;3;3.347
6;102;1;1.723
7;108;1;2.590
8;109;3;4.559
9;118;1;3.849
10;120;3;5.111
11;127;6;7.096
12;124;1;3.465
13;131;4;7.213
14;145;1;5.460
15;142;14;13.919
16;138;2;3.302
17;139;4;5.705
18;148;1;5.598
19;165;5;11.076
20;172;1;4.332
21;167;1;5.125
22;181;3;6.983
23;168;2;5.995
24;165;5;6.728
25;174;2;7.749
26;190;6;10.225
27;196;5;9.657
28;191;1;5.885
29;187;3;5.411
30;185;4;6.308
31;176;1;6.037
32;177;5;8.623
33;178;2;7.492
34;180;1;6.065
35;178;7;9.361
36;179;9;12.607
37;193;1;6.515
38;207;2;8.098
39;216;1;6.842
40;209;1;7.560
41;206;2;5.322
42;194;6;11.786
43;191;2;4.968
44;190;1;3.704
45;178;1;6.457
46;179;1;5.997
47;178;5;7.857
48;198;2;8.678
49;199;2;7.609
50;198;1;7.450
51;207;1;6.781
52;221;2;9.151
53;199;3;6.198
54;198;3;9.965
55;176;5;7.220
56;175;1;3.350
57;184;1;6.610
58;185;13;17.973
59;205;7;14.244
60;204;6;8.872
61;211;7;15.182
62;218;1;8.409
63;212;1;9.215
64;226;1;11.347
65;235;7;16.065
66;233;7;11.520
67;234;1;10.259
68;251;11;21.248
69;265;1;12.729
70;264;1;6.991
71;246;10;16.017
72;226;1;5.961
73;223;8;12.554
74;222;13;17.716
75;222;1;12.877
76;242;1;11.775
77;235;1;11.971
78;233;7;11.699
79;231;4;16.472
80;240;8;18.030
81;249;18;28.833
82;256;1;12.299
83;256;1;12.277
84;262;4;16.314
85;256;2;14.549
86;258;1;14.078
87;256;3;8.597
88;258;11;24.549
89;267;5;18.803
90;266;1;7.463
91;265;6;12.567
92;266;2;15.100
93;253;2;7.913
94;259;2;16.210
95;265;3;17.640
96;250;2;16.485
97;256;2;15.493
98;254;8;13.710
99;252;6;18.803
100;253;6;18.014
101;252;14;27.277
102;261;37;52.147
103;270;10;23.738
104;271;4;17.523
105;272;2;15.953
106;287;15;30.113
107;288;12;30.925
108;288;14;31.526
109;273;18;25.652
110;264;17;33.119
111;276;5;21.102
112;275;5;12.219
113;276;1;18.394
114;275;2;18.036
115;257;1;7.205
116;269;10;25.966
117;283;16;32.881
118;284;7;23.756
119;284;3;22.065
120;299;5;22.499
121;300;8;29.206
122;287;2;10.112
123;288;4;25.070
124;287;28;36.243
125;285;2;9.741
126;270;3;10.541
127;268;3;20.356
128;277;21;38.346
129;267;4;21.617
130;269;8;25.223
131;260;3;20.601
132;272;9;27.016
133;258;1;7.650
134;267;5;22.603
135;248;5;11.818
136;255;2;20.299
137;246;1;21.815
138;247;5;22.571
139;256;3;21.044
140;254;17;23.826
141;249;17;36.500
142;266;3;24.572
143;275;9;30.004
144;284;1;22.626
145;285;2;24.114
146;284;7;16.330
147;293;2;27.281
148;299;11;38.169
149;298;5;14.679
150;297;1;24.948
151;296;3;26.939
152;305;12;35.382
153;306;2;26.381
154;307;8;34.453
155;316;17;46.092
156;322;7;33.554
157;329;2;28.471
158;338;1;28.670
159;331;7;35.901
160;330;7;19.274
161;344;18;47.533
162;343;1;12.930
163;356;4;32.476
164;357;5;34.658
165;366;2;32.297
166;380;1;32.952
167;367;2;16.128
168;366;1;15.201
169;351;3;34.838
170;363;47;80.236
171;364;5;39.612
172;371;16;49.166
173;380;13;51.511
174;381;5;40.203
175;390;28;65.143
176;399;27;65.244
177;397;4;21.290
178;389;4;20.393
179;381;23;40.791
180;380;21;38.274
181;380;2;40.559
182;378;5;21.972
183;370;5;20.017
184;372;12;48.334
185;363;5;41.038
186;364;9;44.667
187;365;19;56.346
188;367;3;43.308
189;365;8;23.285
190;366;8;48.177
191;361;1;37.296
192;363;1;37.154
193;372;10;48.038
194;373;25;64.940
195;371;9;25.196
196;370;8;23.966
197;371;6;44.465
198;370;1;16.746
199;371;2;40.283
200;371;2;43.374
