ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;102;1;1.155
2;103;2;2.419
3;104;2;3.063
4;120;1;1.283
5;94;2;1.063
6;90;1;1.193
7;104;3;3.009
8;126;1;2.463
9;144;3;3.858
10;150;1;2.617
11;152;2;3.213
12;153;3;3.607
13;138;4;4.648
14;135;6;4.837
15;153;1;2.834
16;134;1;1.779
17;141;4;4.801
18;126;2;3.884
19;126;2;3.707
20;127;5;6.167
21;141;2;5.000
22;142;1;4.744
23;157;2;4.432
24;153;1;2.779
25;177;4;6.298
26;157;1;2.762
27;143;7;9.575
28;145;1;4.319
29;152;1;5.403
30;153;6;7.979
31;160;5;7.085
32;153;1;6.367
33;132;1;2.658
34;141;2;6.691
35;140;2;3.589
36;136;1;2.874
37;134;2;3.324
38;131;2;3.331
39;137;1;6.627
40;135;1;2.832
41;150;8;9.900
42;149;1;3.182
43;158;2;8.181
44;143;6;9.129
45;144;3;7.286
46;157;1;5.661
47;145;1;5.955
48;144;4;5.144
49;141;3;7.060
50;129;1;5.764
51;128;3;4.017
52;129;1;5.319
53;127;1;2.912
54;125;1;2.687
55;132;3;8.444
56;131;1;3.100
57;132;1;7.849
58;133;2;8.916
59;140;1;9.135
60;148;2;10.599
61;147;1;8.613
62;162;3;11.541
63;169;1;11.727
64;162;3;9.316
65;163;1;7.338
66;162;1;4.252
67;160;1;4.292
68;167;3;13.077
69;174;1;8.348
70;182;3;13.386
71;183;2;12.681
72;205;1;9.437
73;214;4;15.385
74;222;2;14.458
75;224;6;14.671
76;225;2;15.208
77;222;1;12.444
78;224;2;11.377
79;225;2;11.232
80;225;1;11.460
81;211;2;6.885
82;208;2;12.231
83;204;2;6.452
84;218;1;11.349
85;224;1;14.096
86;225;13;20.237
87;232;4;17.973
88;249;5;20.014
89;255;4;16.332
90;236;1;7.081
91;216;1;6.635
92;222;1;13.714
93;236;2;15.325
94;232;3;8.587
95;241;1;14.506
96;238;3;9.086
97;238;1;14.469
98;239;1;16.628
99;247;1;15.528
100;233;2;8.270
101;232;2;8.039
102;217;1;7.029
103;218;3;21.705
104;235;5;18.697
105;242;3;21.567
106;243;2;17.256
107;228;2;17.643
108;229;1;20.453
109;210;1;19.602
110;211;3;17.338
111;212;2;21.073
112;211;2;19.475
113;225;6;19.212
114;224;1;15.472
115;225;1;14.853
116;242;7;25.636
117;243;1;22.269
118;245;2;18.121
119;246;1;23.437
120;247;1;24.290
121;253;3;24.249
122;239;1;17.552
123;240;1;23.876
124;249;2;25.827
125;247;4;25.049
126;253;1;24.640
127;250;6;13.852
128;257;1;26.132
129;271;4;24.818
130;265;3;22.152
131;265;1;20.237
132;266;4;29.535
133;253;2;11.363
134;252;1;10.520
135;260;2;25.468
136;280;2;22.680
137;281;1;21.627
138;268;1;22.383
139;274;3;30.564
140;275;1;23.052
141;273;2;12.790
142;274;1;22.331
143;271;3;12.921
144;280;1;21.577
145;279;2;22.851
146;273;4;24.323
147;273;5;28.876
148;281;6;32.510
149;295;5;26.723
150;311;3;30.637
151;296;16;24.578
152;302;2;31.938
153;299;5;15.178
154;301;1;31.410
155;303;23;42.865
156;287;2;12.318
157;288;2;25.536
158;303;1;31.884
159;304;19;40.799
160;305;1;33.053
161;304;1;27.260
162;318;1;31.442
163;327;6;39.206
164;334;1;29.457
165;335;2;30.423
166;341;3;32.712
167;350;2;39.848
168;359;2;32.885
169;352;2;33.232
170;361;1;33.698
171;359;8;23.013
172;360;3;42.327
173;357;2;17.828
174;364;1;41.096
175;366;4;36.673
176;357;1;33.558
177;354;3;18.366
178;355;1;40.197
179;353;3;33.470
180;352;8;38.844
181;349;1;15.478
182;347;1;14.856
183;362;2;32.445
184;371;2;41.584
185;372;7;38.886
186;381;2;36.902
187;380;1;18.155
188;381;3;45.505
189;382;1;44.619
190;396;5;48.358
191;410;2;48.115
192;408;1;20.488
193;423;6;45.659
194;424;2;50.951
195;430;2;50.495
196;417;7;45.516
197;423;5;44.775
198;430;1;50.161
199;437;7;57.775
200;452;8;60.598
