ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;94;5;2.638
2;118;1;0.849
3;92;2;0.665
4;88;3;1.180
5;87;1;0.794
6;94;2;1.706
7;95;1;1.744
8;96;1;1.685
9;97;2;2.835
10;119;1;2.369
11;137;1;2.824
12;143;7;5.564
13;140;2;3.205
14;117;2;3.018
15;118;1;2.148
16;115;2;2.029
17;137;3;3.802
18;138;1;2.699
19;98;1;1.643
20;118;2;3.323
21;125;1;3.319
22;126;4;4.540
23;148;1;3.737
24;150;4;5.804
25;151;2;4.885
26;131;1;2.450
27;129;2;2.751
28;128;4;5.481
29;125;4;5.497
30;122;1;2.007
31;137;1;4.245
32;136;3;3.345
33;125;1;4.536
34;126;1;4.151
35;148;2;5.329
36;146;1;2.628
37;145;3;3.543
38;146;2;5.616
39;147;1;5.141
40;143;2;3.328
41;158;3;6.443
42;180;1;6.311
43;160;4;4.420
44;159;3;3.711
45;156;1;2.509
46;153;3;3.430
47;133;2;6.107
48;132;1;2.134
49;131;1;2.129
50;131;2;5.864
51;132;1;5.521
52;139;3;6.295
53;125;3;6.711
54;126;1;5.366
55;142;2;6.782
56;164;1;7.420
57;179;2;7.421
58;178;5;4.978
59;193;1;7.265
60;173;4;4.489
61;168;2;3.296
62;156;4;8.839
63;157;1;7.342
64;143;1;7.390
65;144;2;7.577
66;146;3;8.490
67;144;2;3.453
68;145;2;8.403
69;146;5;10.610
70;159;6;11.050
71;160;2;9.513
72;180;4;12.286
73;178;2;5.034
74;177;7;7.478
75;185;2;10.713
76;186;2;11.107
77;187;1;11.430
78;194;9;16.623
79;174;11;10.072
80;196;1;11.948
81;177;2;5.093
82;174;2;5.065
83;173;1;10.953
84;171;9;8.259
85;169;2;4.620
86;176;2;11.772
87;193;1;11.398
88;200;2;13.624
89;207;6;16.651
90;206;1;5.485
91;207;3;15.672
92;214;1;15.846
93;211;14;12.727
94;208;6;8.119
95;228;4;15.091
96;237;4;15.594
97;233;4;16.166
98;234;1;15.321
99;220;4;16.222
100;229;1;15.201
101;237;2;15.979
102;233;4;8.833
103;213;2;14.813
104;214;4;15.596
105;230;2;15.402
106;227;7;9.927
107;228;3;16.940
108;227;6;9.401
109;235;2;16.991
110;244;10;20.393
111;256;1;17.772
112;253;5;9.565
113;252;1;15.930
114;254;1;15.575
115;251;3;17.053
116;252;1;17.088
117;245;1;16.284
118;262;1;16.327
119;268;1;17.320
120;258;1;16.874
121;258;1;16.885
122;256;3;17.971
123;257;3;18.000
124;250;3;17.668
125;244;2;16.766
126;253;3;18.020
127;251;5;9.217
128;252;7;20.715
129;251;1;7.393
130;265;7;22.177
131;246;3;8.119
132;255;3;19.639
133;264;1;19.551
134;249;12;13.542
135;247;5;9.430
136;249;5;20.795
137;248;9;23.256
138;245;1;6.658
139;230;2;6.915
140;237;6;22.051
141;236;2;7.227
142;216;3;19.500
143;196;2;17.584
144;187;9;20.256
145;194;10;21.715
146;203;3;18.285
147;204;3;19.740
148;205;5;21.241
149;212;1;20.012
150;211;2;7.521
151;211;1;18.573
152;220;3;19.908
153;232;1;19.794
154;223;2;19.901
155;222;1;7.234
156;231;1;19.359
157;232;2;20.192
158;231;3;8.577
159;232;1;21.945
160;223;2;20.887
161;236;1;22.112
162;238;10;26.013
163;229;2;21.764
164;228;1;21.044
165;223;2;21.236
166;238;5;23.756
167;252;3;24.196
168;237;9;25.880
169;252;1;22.377
170;250;11;14.006
171;250;2;23.059
172;264;4;23.872
173;257;3;23.404
174;266;4;23.936
175;247;5;10.613
176;234;1;22.371
177;243;1;22.956
178;237;1;23.315
179;233;5;10.029
180;241;2;23.414
181;250;8;27.388
182;239;2;8.780
183;238;4;25.867
184;237;3;9.249
185;235;1;7.702
186;234;1;7.729
187;232;7;10.487
188;241;1;21.347
189;227;6;24.458
190;222;1;22.237
191;223;2;21.809
192;224;4;23.807
193;225;4;23.805
194;213;1;23.347
195;220;1;24.471
196;216;3;9.017
197;215;4;24.791
