ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;2;1.170
2;116;1;1.053
3;90;1;0.892
4;91;7;3.380
5;87;1;0.732
6;88;1;1.067
7;108;1;1.391
8;109;1;1.492
9;111;2;2.139
10;108;2;1.551
11;109;2;2.019
12;129;3;2.769
13;138;1;2.171
14;139;7;4.921
15;140;2;3.070
16;156;2;3.670
17;170;2;3.758
18;190;12;8.593
19;200;2;4.677
20;178;1;2.747
21;193;3;4.976
22;202;1;4.372
23;203;1;4.724
24;180;1;3.460
25;204;1;5.547
26;201;1;3.740
27;201;1;5.701
28;202;4;6.719
29;185;2;5.947
30;199;5;7.190
31;218;3;6.871
32;220;1;5.833
33;228;3;6.421
34;211;5;7.144
35;220;1;5.333
36;234;2;6.119
37;249;2;6.776
38;228;2;4.729
39;221;2;4.394
40;220;5;5.643
41;226;3;7.454
42;206;2;4.235
43;207;1;6.566
44;216;7;9.122
45;214;2;4.355
46;212;4;5.358
47;211;8;7.301
48;223;2;8.175
49;224;3;8.610
50;223;1;4.538
51;200;10;8.798
52;199;2;4.215
53;196;3;4.390
54;176;8;6.680
55;183;2;8.171
56;184;2;8.307
57;206;1;8.706
58;207;6;11.475
59;189;5;6.088
60;187;1;3.949
61;166;4;5.009
62;167;4;9.362
63;167;2;9.646
64;169;2;9.056
65;165;11;7.971
66;174;1;8.636
67;165;20;17.585
68;172;1;8.588
69;171;1;3.567
70;187;3;9.707
71;188;2;9.616
72;189;1;9.210
73;184;2;9.813
74;183;2;4.393
75;184;4;10.877
76;185;1;9.751
77;185;3;10.681
78;186;1;9.907
79;201;5;12.264
80;201;3;11.459
81;208;1;10.473
82;189;1;4.428
83;182;1;10.129
84;168;4;4.961
85;166;6;5.620
86;167;2;10.536
87;164;2;9.761
88;165;1;9.026
89;146;3;9.738
90;155;2;9.977
91;151;1;3.303
92;149;4;4.242
93;148;5;4.841
94;148;5;11.145
95;163;1;9.988
96;161;1;3.733
97;160;5;5.209
98;174;4;11.035
99;173;3;4.420
100;173;2;9.679
