EXTRACTED HORN RULES
Afrika & Australia ---> FALSE
Afrika & Europa ---> FALSE
Afrika & Nord Amerika ---> FALSE
Afrika & Sør Amerika ---> FALSE
Asia & Afrika ---> FALSE
Asia & Australia ---> FALSE
Asia & Europa ---> FALSE
Asia & Nord Amerika ---> FALSE
Asia & Sør Amerika ---> FALSE
Asia & rørlegger ---> Tromsø
Asia & rørlegger ---> mann
Asia & rørlegger ---> mellom 30 og 40
Australia & kvinne & mellom 40 og 50 ---> Bergen
Australia & kvinne & mellom 40 og 50 ---> Bodø
Australia & kvinne & mellom 40 og 50 ---> FALSE
Australia & kvinne & mellom 40 og 50 ---> Kristiansand
Australia & kvinne & mellom 40 og 50 ---> Oslo
Australia & kvinne & mellom 40 og 50 ---> Stavanger
Australia & kvinne & mellom 40 og 50 ---> Tromsø
Australia & kvinne & mellom 40 og 50 ---> Trondheim
Australia & kvinne & mellom 40 og 50 ---> advokat
Australia & kvinne & mellom 40 og 50 ---> elektriker
Australia & kvinne & mellom 40 og 50 ---> forfatter
Australia & kvinne & mellom 40 og 50 ---> fotograf
Australia & kvinne & mellom 40 og 50 ---> frisør
Australia & kvinne & mellom 40 og 50 ---> modell
Australia & kvinne & mellom 40 og 50 ---> rørlegger
Australia & kvinne & mellom 40 og 50 ---> sykepleier
Australia & kvinne & mellom 40 og 50 ---> Ålesund
Bergen & Bodø ---> FALSE
Bergen & Nord Amerika ---> FALSE
Bergen & Nord Amerika ---> advokat
Bergen & Nord Amerika ---> eldre enn 60
Bergen & Nord Amerika ---> elektriker
Bergen & Nord Amerika ---> forfatter
Bergen & Nord Amerika ---> fotograf
Bergen & Nord Amerika ---> frisør
Bergen & Nord Amerika ---> kvinne
Bergen & Nord Amerika ---> mann
Bergen & Nord Amerika ---> mellom 20 og 30
Bergen & Nord Amerika ---> mellom 30 og 40
Bergen & Nord Amerika ---> mellom 40 og 50
Bergen & Nord Amerika ---> mellom 50 og 60
Bergen & Nord Amerika ---> modell
Bergen & Nord Amerika ---> rørlegger
Bergen & Nord Amerika ---> sykepleier
Bergen & Nord Amerika ---> yngre enn 20
Bergen & Sør Amerika & kvinne ---> forfatter
Bergen & Sør Amerika & kvinne ---> mellom 20 og 30
Bergen & Tromsø ---> FALSE
Bergen & Trondheim ---> FALSE
Bergen & kvinne & eldre enn 60 ---> Afrika
Bergen & kvinne & eldre enn 60 ---> sykepleier
Bergen & Ålesund ---> FALSE
Bodø & Tromsø ---> FALSE
Bodø & mellom 50 og 60 ---> Nord Amerika
Bodø & mellom 50 og 60 ---> forfatter
Bodø & mellom 50 og 60 ---> kvinne
Europa & Australia ---> FALSE
Europa & kvinne & rørlegger ---> Bergen
Europa & kvinne & rørlegger ---> Bodø
Europa & kvinne & rørlegger ---> FALSE
Europa & kvinne & rørlegger ---> Kristiansand
Europa & kvinne & rørlegger ---> Oslo
Europa & kvinne & rørlegger ---> Stavanger
Europa & kvinne & rørlegger ---> Tromsø
Europa & kvinne & rørlegger ---> Trondheim
Europa & kvinne & rørlegger ---> eldre enn 60
Europa & kvinne & rørlegger ---> mellom 20 og 30
Europa & kvinne & rørlegger ---> mellom 30 og 40
Europa & kvinne & rørlegger ---> mellom 40 og 50
Europa & kvinne & rørlegger ---> mellom 50 og 60
Europa & kvinne & rørlegger ---> yngre enn 20
Europa & kvinne & rørlegger ---> Ålesund
Kristiansand & Bergen ---> FALSE
