ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;3;2.839;2.839;0:00:02
2;116;1;1.371;4.21;0:00:04
3;118;4;2.750;6.96;0:00:06
4;92;3;1.276;8.236;0:00:08
5;89;3;1.535;9.771;0:00:09
6;87;4;2.460;12.231;0:00:12
7;94;1;1.326;13.557;0:00:13
8;95;3;2.737;16.294;0:00:16
9;96;1;2.119;18.413;0:00:18
10;94;4;2.723;21.136;0:00:21
11;104;4;3.500;24.636;0:00:24
12;105;1;1.772;26.408;0:00:26
13;129;1;2.327;28.735;0:00:28
14;130;6;5.086;33.821;0:00:33
15;144;1;2.841;36.662;0:00:36
16;150;2;3.499;40.161;0:00:40
17;158;4;4.784;44.945;0:00:44
18;159;1;3.031;47.976;0:00:47
19;140;1;2.199;50.175;0:00:50
20;119;1;1.867;52.042;0:00:52
21;134;1;3.671;55.713;0:00:55
22;135;1;3.618;59.331;0:00:59
23;133;1;2.373;61.704;0:01:01
24;130;1;2.377;64.081;0:01:04
25;129;1;2.353;66.434;0:01:06
26;138;1;4.672;71.106;0:01:11
27;118;2;3.053;74.159;0:01:14
28;138;2;5.563;79.722;0:01:19
29;129;3;6.890;86.612;0:01:26
30;135;2;5.332;91.944;0:01:31
31;134;1;2.499;94.443;0:01:34
32;150;2;5.339;99.782;0:01:39
33;165;1;5.316;105.098;0:01:45
34;165;1;5.201;110.299;0:01:50
35;171;1;5.223;115.522;0:01:55
36;156;2;5.803;121.325;0:02:01
37;157;1;4.628;125.953;0:02:05
38;164;4;6.788;132.741;0:02:12
39;178;3;7.119;139.86;0:02:19
40;179;1;6.059;145.919;0:02:25
41;201;5;8.996;154.915;0:02:34
42;197;1;3.792;158.707;0:02:38
43;198;7;9.996;168.703;0:02:48
44;220;4;9.097;177.8;0:02:57
45;235;2;8.014;185.814;0:03:05
46;220;2;8.402;194.216;0:03:14
47;240;5;10.637;204.853;0:03:24
48;220;14;12.590;217.443;0:03:37
49;227;1;7.737;225.18;0:03:45
50;228;1;8.102;233.282;0:03:53
51;235;14;16.864;250.146;0:04:10
52;241;1;9.303;259.449;0:04:19
53;255;5;12.421;271.87;0:04:31
