ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;3;1.582;1.582;0:00:01
2;116;1;1.060;2.642;0:00:02
3;91;1;0.883;3.525;0:00:03
4;92;2;1.445;4.97;0:00:04
5;87;2;0.789;5.759;0:00:05
6;88;1;1.074;6.833;0:00:06
7;89;1;1.257;8.09;0:00:08
8;92;4;2.605;10.695;0:00:10
9;88;1;0.932;11.627;0:00:11
10;89;4;2.628;14.255;0:00:14
11;90;1;1.505;15.76;0:00:15
12;112;7;4.419;20.179;0:00:20
13;134;1;2.076;22.255;0:00:22
14;154;1;2.333;24.588;0:00:24
15;155;2;2.906;27.494;0:00:27
16;156;1;2.710;30.204;0:00:30
17;176;1;3.197;33.401;0:00:33
18;156;1;2.271;35.672;0:00:35
19;155;1;2.170;37.842;0:00:37
20;153;1;2.197;40.039;0:00:40
21;168;5;5.139;45.178;0:00:45
22;156;2;4.260;49.438;0:00:49
23;178;1;3.956;53.394;0:00:53
24;159;1;2.255;55.649;0:00:55
25;136;1;2.108;57.757;0:00:57
26;137;2;4.418;62.175;0:01:02
27;153;1;4.236;66.411;0:01:06
28;150;2;2.826;69.237;0:01:09
29;151;2;4.669;73.906;0:01:13
30;166;1;4.741;78.647;0:01:18
31;175;3;6.518;85.165;0:01:25
32;173;6;5.594;90.759;0:01:30
33;176;1;6.002;96.761;0:01:36
34;172;1;3.332;100.093;0:01:40
35;160;1;5.733;105.826;0:01:45
36;171;2;5.975;111.801;0:01:51
37;171;3;6.582;118.383;0:01:58
38;172;2;5.731;124.114;0:02:04
39;174;7;8.221;132.335;0:02:12
40;160;1;2.807;135.142;0:02:15
41;161;6;8.413;143.555;0:02:23
42;156;1;2.935;146.49;0:02:26
43;137;2;3.010;149.5;0:02:29
44;140;2;5.905;155.405;0:02:35
45;138;3;3.338;158.743;0:02:38
46;137;2;2.918;161.661;0:02:41
47;152;2;6.261;167.922;0:02:47
48;153;3;7.288;175.21;0:02:55
49;153;4;7.760;182.97;0:03:02
50;156;2;7.381;190.351;0:03:10
51;153;2;3.469;193.82;0:03:13
52;151;1;2.990;196.81;0:03:16
53;150;1;2.958;199.768;0:03:19
54;151;7;9.738;209.506;0:03:29
55;149;2;7.031;216.537;0:03:36
56;138;4;7.344;223.881;0:03:43
57;141;5;7.486;231.367;0:03:51
58;140;3;3.284;234.651;0:03:54
59;138;1;2.331;236.982;0:03:56
60;134;1;2.021;239.003;0:03:59
61;135;3;6.098;245.101;0:04:05
62;134;1;5.544;250.645;0:04:10
63;135;1;5.265;255.91;0:04:15
64;135;2;6.083;261.993;0:04:21
65;142;1;5.862;267.855;0:04:27
66;150;1;6.351;274.206;0:04:34
67;159;1;6.732;280.938;0:04:40
68;155;5;4.596;285.534;0:04:45
69;162;1;6.970;292.504;0:04:52
70;154;3;8.308;300.812;0:05:00
71;161;2;7.949;308.761;0:05:08
72;158;3;8.538;317.299;0:05:17
73;159;1;7.930;325.229;0:05:25
74;158;2;3.834;329.063;0:05:29
75;171;4;9.850;338.913;0:05:38
76;169;3;4.586;343.499;0:05:43
77;168;1;3.742;347.241;0:05:47
78;161;2;9.124;356.365;0:05:56
79;142;1;2.933;359.298;0:05:59
80;141;1;2.974;362.272;0:06:02
81;148;1;8.242;370.514;0:06:10
82;134;2;8.381;378.895;0:06:18
83;136;2;8.182;387.077;0:06:27
84;135;3;3.417;390.494;0:06:30
85;130;1;7.691;398.185;0:06:38
86;131;5;9.082;407.267;0:06:47
87;130;2;3.012;410.279;0:06:50
88;129;1;2.353;412.632;0:06:52
89;149;1;7.924;420.556;0:07:00
90;151;4;9.507;430.063;0:07:10
91;158;2;9.225;439.288;0:07:19
92;156;1;3.180;442.468;0:07:22
93;150;3;9.992;452.46;0:07:32
94;158;9;12.294;464.754;0:07:44
95;167;2;9.654;474.408;0:07:54
96;168;2;10.656;485.064;0:08:05
97;175;3;11.215;496.279;0:08:16
98;176;6;13.322;509.601;0:08:29
99;169;3;11.327;520.928;0:08:40
100;176;12;15.821;536.749;0:08:56
