ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;1.352;1.352;0:00:01
2;118;1;1.018;2.37;0:00:02
3;92;1;0.559;2.929;0:00:02
4;87;2;1.146;4.075;0:00:04
5;94;1;1.237;5.312;0:00:05
6;110;1;1.862;7.174;0:00:07
7;91;5;4.055;11.229;0:00:11
8;89;6;3.511;14.74;0:00:14
9;87;10;5.525;20.265;0:00:20
10;88;2;1.898;22.163;0:00:22
11;103;1;1.668;23.831;0:00:23
12;110;1;1.924;25.755;0:00:25
13;111;1;2.119;27.874;0:00:27
14;117;1;2.659;30.533;0:00:30
15;131;1;2.859;33.392;0:00:33
16;138;3;3.930;37.322;0:00:37
17;152;2;4.260;41.582;0:00:41
18;172;15;11.815;53.397;0:00:53
19;187;2;4.548;57.945;0:00:57
20;193;1;4.566;62.511;0:01:02
21;199;3;5.935;68.446;0:01:08
22;207;1;5.162;73.608;0:01:13
23;208;6;7.981;81.589;0:01:21
24;223;2;5.993;87.582;0:01:27
25;229;2;6.621;94.203;0:01:34
26;251;9;11.792;105.995;0:01:45
27;252;2;7.146;113.141;0:01:53
28;261;4;8.963;122.104;0:02:02
29;242;5;8.204;130.308;0:02:10
30;252;3;9.044;139.352;0:02:19
31;231;1;5.324;144.676;0:02:24
32;253;1;7.603;152.279;0:02:32
33;250;5;8.263;160.542;0:02:40
34;259;5;10.753;171.295;0:02:51
35;260;2;9.460;180.755;0:03:00
36;256;2;6.918;187.673;0:03:07
37;236;7;12.690;200.363;0:03:20
38;238;3;9.305;209.668;0:03:29
39;234;4;7.267;216.935;0:03:36
40;250;5;11.034;227.969;0:03:47
41;251;19;19.807;247.776;0:04:07
42;242;17;19.491;267.267;0:04:27
43;221;3;6.086;273.353;0:04:33
44;241;2;9.021;282.374;0:04:42
45;248;1;8.515;290.889;0:04:50
46;250;2;9.652;300.541;0:05:00
47;244;12;17.014;317.555;0:05:17
48;241;7;9.657;327.212;0:05:27
49;240;2;6.267;333.479;0:05:33
50;222;3;10.323;343.802;0:05:43
51;220;1;5.010;348.812;0:05:48
52;227;2;9.761;358.573;0:05:58
53;228;3;10.535;369.108;0:06:09
54;227;4;7.860;376.968;0:06:16
55;229;3;11.071;388.039;0:06:28
56;226;6;8.550;396.589;0:06:36
57;225;7;12.823;409.412;0:06:49
58;232;4;10.561;419.973;0:06:59
59;245;13;17.312;437.285;0:07:17
60;243;16;14.580;451.865;0:07:31
61;252;1;9.806;461.671;0:07:41
62;266;11;17.013;478.684;0:07:58
63;264;24;21.839;500.523;0:08:20
64;279;14;20.758;521.281;0:08:41
65;288;2;12.713;533.994;0:08:53
66;282;36;36.711;570.705;0:09:30
67;291;12;21.053;591.758;0:09:51
68;293;18;25.080;616.838;0:10:16
69;274;12;15.237;632.075;0:10:32
70;275;4;15.933;648.008;0:10:48
71;273;4;15.745;663.753;0:11:03
72;268;3;15.021;678.774;0:11:18
73;264;7;11.169;689.943;0:11:29
74;279;14;22.019;711.962;0:11:51
75;286;4;16.301;728.263;0:12:08
76;281;13;24.525;752.788;0:12:32
77;278;2;8.604;761.392;0:12:41
78;286;11;21.465;782.857;0:13:02
79;301;1;15.135;797.992;0:13:17
80;286;15;18.378;816.37;0:13:36
81;284;32;29.759;846.129;0:14:06
82;270;12;22.774;868.903;0:14:28
83;255;4;16.164;885.067;0:14:45
84;256;19;25.585;910.652;0:15:10
85;244;5;16.252;926.904;0:15:26
86;245;1;14.319;941.223;0:15:41
87;243;7;17.259;958.482;0:15:58
88;244;7;17.234;975.716;0:16:15
89;243;9;12.133;987.849;0:16:27
90;244;1;13.069;1000.918;0:16:40
91;259;20;26.049;1026.967;0:17:06
92;273;3;15.982;1042.949;0:17:22
93;272;16;17.836;1060.785;0:17:40
94;286;13;23.668;1084.453;0:18:04
95;287;20;28.852;1113.305;0:18:33
96;284;4;10.155;1123.46;0:18:43
97;284;2;16.009;1139.469;0:18:59
98;298;9;22.007;1161.476;0:19:21
99;312;2;17.326;1178.802;0:19:38
100;311;10;14.520;1193.322;0:19:53
